sample,round,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year,month ,dry.wt,fresh.wt,water.wt,site,bottle.wt,ttms
1.2,7,ARPA,EPI,-4.139,87.20588235,0,0.0,21.0,-30.0,-9.0,0.0,103.0,133.0,0,274.2,0,0,0,0.5024,1,2020,October,7.5286,7.8844,0.3558,1,7.1206,0.0
1.2,8,PIJE,HP,-1.466,138.1393476,0,54.0,95.0,15.0,110.0,12.0,161.0,134.0,1,246,291.1,253.9,100,5.4125,1,2020,October,7.4424,7.7854,0.343,1,7.1941,1.0
1.2,2,CADE,HP,-1.251,124.7148289,0,34.0,78.0,0.0,78.0,10.0,149.0,139.0,1,268.2,283.7,271.1,0,2.9609,0,2020,October,7.6768,8.0376,0.3608,1,7.3875,3.0
1.2,4,CECO,HP,-3.229,221.3660975,0,34.0,152.0,257.0,409.0,10.0,408.0,141.0,2,277.2,302.9,302.9,0,3.449,1,2020,October,12.3428,12.8743,0.5315,1,12.1027,3.0
1.2,4,ARPA,HP,-2.006,145.1628825,0,28.0,40.0,0.0,40.0,26.0,175.0,149.0,1,271.7,283.6,266.6,0,3.2441,0,2020,October,7.6406,8.2288,0.5882,1,7.2354,15.0
1.2,7,CECO,HP,-8.5,47.8400467,0,17.0,441.0,0.0,441.0,13.0,166.0,153.0,2,259.1,277.7,270.2,0,1.1185,0,2020,October,12.5281,12.692,0.1639,1,12.1855,13.0
1.2,5,CECO,HP,-0.664,69.30913722,0,16.0,58.0,356.0,414.0,6.0,529.0,167.0,2,253.3,291.3,293.6,0,0.9122,1,2020,October,7.5225,7.7402,0.2177,1,7.2084,5.0
1.2,1,CADE,HP,-0.318,161.4745587,0,28.0,84.0,0.0,84.0,19.0,214.0,195.0,1,257.5,307.2,261.7,0,3.3976,0,2020,October,7.5449,8.0114,0.4665,1,7.256,2.0
1.2,4,PIJE,HP,-2.906,141.1518325,0,24.0,62.0,10.0,72.0,21.0,319.0,288.0,1,254.3,297.8,271.6,100,7.4075,1,2020,October,12.401,12.8054,0.4044,1,12.1145,605.0
1.2,1,ARPA,HP,-0.109,112.1722846,0,21.0,50.0,0.0,50.0,33.0,329.0,296.0,1,228.8,286.3,249.7,0,3.1326,0,2020,October,7.5641,7.9235,0.3594,1,7.2437,5.0
1.2,1,ARPA,EPI,-0.109,112.1722846,0,17.0,13.0,17.0,30.0,4.0,452.0,431.0,1,273.9,277.6,251.8,0,0.5472,1,2020,October,7.5641,7.9235,0.3594,1,7.2437,-56494.0
1.2,3,QUKE,EPI,-3.443,102.0126509,0,0.0,8.0,-6788.0,-6780.0,0.0,75.0,6863.0,0,270.9,0,0,0,0.4744,1,2020,October,7.5955,7.9503,0.3548,1,7.2477,0.0
1.2,1,ABCO,EPI,-0.261,200.2079002,0,0.0,20.0,-7532.0,-7512.0,0.0,73.0,7605.0,0,268.5,0,0,80,0.5398,1,2020,October,7.3531,7.642,0.2889,1,7.2088,0.0
1.2,1,PIJE,EPI,-0.512,169.1558442,0,0.0,18.0,-8637.0,-8619.0,0.0,93.0,8730.0,0,262.8,0,0,100,0.5464,1,2020,October,12.4377,13.0108,0.5731,1,12.0989,0.0
1.2,8,QUKE,EPI,-5.687,83.67546432,0,0.0,6.0,-11551.0,-11545.0,0.0,72.0,11623.0,0,271.1,0,0,0,0.4855,1,2020,October,7.6568,7.9992,0.3424,1,7.2476,0.0
1.2,8,QUKE,HP,-5.687,83.67546432,0,0.0,-11675.0,0.0,-11675.0,0.0,11800.0,11800.0,0,237.2,0,0,0,0.7443,0,2020,October,7.6568,7.9992,0.3424,1,7.2476,0.0
1.2,2,PIJE,EPI,-1.117,174.4179014,0,0.0,10.0,-13523.0,-13513.0,0.0,78.0,13601.0,0,270.2,0,0,100,0.5087,1,2020,October,12.5173,13.0941,0.5768,1,12.1866,0.0
1.2,2,ABCO,EPI,-1.223,165.0322119,0,0.0,20.0,-14442.0,-14422.0,0.0,66.0,14508.0,0,283.4,0,0,100,0.4292,1,2020,October,7.5323,7.9934,0.4611,1,7.2529,0.0
1.2,6,QUKE,EPI,-4.001,94.4021025,0,0.0,6.0,-16585.0,-16579.0,0.0,77.0,16662.0,0,274,0,0,0,0.513,1,2020,October,7.5804,7.9396,0.3592,1,7.1999,0.0
1.2,7,QUKE,EPI,-7.493,75.79143389,0,0.0,5.0,-17840.0,-17835.0,0.0,68.0,17908.0,0,279.4,0,0,0,0.488,1,2020,October,12.4393,12.6835,0.2442,1,12.1171,0.0
1.2,8,ARPA,EPI,-5.802,72.67358626,0,0.0,13.0,-32296.0,-32283.0,0.0,115.0,32411.0,0,272.3,0,0,0,0.5458,1,2020,October,7.7855,8.1916,0.4061,1,7.2267,0.0
1.2,3,PIJE,EPI,-1.786,146.9850587,0,0.0,18.0,-33690.0,-33672.0,0.0,74.0,33764.0,0,270,0,0,100,0.4775,1,2020,October,12.6004,13.1513,0.5509,1,12.2256,0.0
1.2,3,CECO,EPI,-4.157,74.91313412,0,0.0,12.0,-33716.0,-33704.0,0.0,162.0,33878.0,0,271,0,0,0,0.4619,1,2020,October,12.4801,12.6957,0.2156,1,12.1923,0.0
1.2,7,CECO,EPI,-8.5,47.8400467,0,0.0,4.0,-37878.0,-37874.0,0.0,109.0,37987.0,0,268.7,0,0,0,0.3702,1,2020,October,12.5281,12.692,0.1639,1,12.1855,0.0
1.2,4,ARPA,EPI,-2.006,145.1628825,0,0.0,17.0,-42341.0,-42324.0,0.0,86.0,42427.0,0,271.1,0,0,0,0.4309,1,2020,October,7.6406,8.2288,0.5882,1,7.2354,0.0
1.2,6,ARPA,EPI,-4.9,82.86189684,0,0.0,14.0,-43147.0,-43133.0,0.0,100.0,43247.0,0,276.4,0,0,0,0.5467,1,2020,October,12.6388,13.0372,0.3984,1,12.158,0.0
1.2,6,CECO,EPI,-5.301,64.94023904,0,0.0,5.0,-45745.0,-45740.0,0.0,130.0,45875.0,0,280.2,0,0,0,0.4968,1,2020,October,7.4383,7.5687,0.1304,1,7.2375,0.0
1.2,1,QUKE,HP,-0.106,161.2939417,0,0.0,60.0,-59963.0,-59903.0,0.0,170.0,60133.0,0,254,0,0,0,1.2908,1,2020,October,12.3621,12.7934,0.4313,1,12.0947,0.0
1.2,5,CECO,EPI,-0.664,69.30913722,0,0.0,-3.0,-61334.0,-61337.0,0.0,148.0,61482.0,0,271.1,0,0,0,0.3527,0,2020,October,7.5225,7.7402,0.2177,1,7.2084,0.0
1.2,2,CECO,EPI,-1.452,90.95744681,0,0.0,12.0,-62123.0,-62111.0,0.0,111.0,62234.0,0,281,0,0,0,0.4689,1,2020,October,7.4916,7.7139,0.2223,1,7.2472,0.0
1.2,3,ABCO,EPI,-1.784,146.0624071,0,0.0,13.0,-83130.0,-83117.0,0.0,103.0,83233.0,0,266.6,0,0,0,0.5436,1,2020,October,7.4956,7.7905,0.2949,1,7.2937,0.0
1.3,7,ARPA,HP,-5.978,74.49468085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0209,0,2020,October,7.6005,7.8806,0.2801,1,7.2245,0.0
1.3,5,QUKE,HP,-4.883,97.24696356,0,0.0,-42.0,0.0,-42.0,0.0,0.0,0.0,0,226.8,0,0,0,0.743,0,2020,October,7.4264,7.6666,0.2402,1,7.1794,0.0
1.3,7,QUKE,HP,-7.116,74.75928473,0,0.0,-18286.0,0.0,-18286.0,0.0,0.0,0.0,0,158.3,0,0,0,0.748,0,2020,October,7.4632,7.6806,0.2174,1,7.1724,0.0
1.3,5,ARPA,EPI,-5.558,75.26529037,0,5.0,12.0,14.0,26.0,9.0,45.0,22.0,1,286.2,369.1,293.5,0,0.4585,1,2020,October,12.6346,13.0247,0.3901,1,12.1163,-34.0
1.3,7,PIJE,HP,-3.501,108.8312369,0,32.0,68.0,0.0,68.0,49.0,75.0,26.0,1,246,275.9,243.7,100,8.2934,0,2020,October,12.6345,13.0498,0.4153,1,12.2529,31.0
1.3,4,QUKE,HP,-3.728,102.1552915,0,32.0,14.0,0.0,14.0,3.0,32.0,29.0,1,225.5,223.3,223,0,0,0,2020,October,12.3963,12.766,0.3697,1,12.0344,1.0
1.3,1,ABCO,HP,-0.112,191.840796,0,33.0,109.0,12.0,121.0,15.0,70.0,43.0,1,248.7,288.8,257.1,0,4.904,1,2020,October,7.4405,8.0189,0.5784,1,7.139,-6704.0
1.3,2,PIJE,HP,-0.812,148.3961508,0,49.0,388.0,0.0,388.0,19.0,64.0,45.0,2,224.1,308.5,283.9,100,5.8912,0,2020,October,12.4078,12.7779,0.3701,1,12.1584,8.0
1.3,5,PIJE,EPI,-3.007,122.3776224,0,7.0,11.0,32.0,43.0,5.0,82.0,45.0,1,272.5,296.5,284.6,100,0.5138,1,2020,October,7.4928,7.7728,0.28,1,7.264,-84873.0
1.3,3,QUKE,HP,-1.369,134.3013699,0,34.0,16.0,0.0,16.0,4.0,51.0,47.0,1,232.5,238.9,226.9,0,0.9805,0,2020,October,7.3902,7.6353,0.2451,1,7.2077,0.0
1.3,6,QUKE,HP,-3.4,52.40929705,0,32.0,14.0,0.0,14.0,4.0,61.0,57.0,1,220.3,223.8,220.2,0,0.6173,0,2020,October,7.5794,7.7643,0.1849,1,7.2266,1.0
1.3,4,ABCO,HP,-2.755,151.0797581,"written on side of datasheet: 2.6779 (UPDATE: entered for 1.6-4, since that was missing flam weight and is only likely candidate for the extra flam weight)",36.0,44.0,53.0,97.0,12.0,125.0,60.0,1,264.3,304.6,282,66,3.6064,1,2020,October,12.4549,12.9796,0.5247,1,12.1076,2.0
1.3,5,QUKE,EPI,-4.883,97.24696356,0,0.0,5.0,-11.0,-6.0,0.0,55.0,66.0,0,277.3,0,0,0,0.5421,1,2020,October,7.4264,7.6666,0.2402,1,7.1794,0.0
1.3,5,ABCO,HP,-2.61,148.6011905,0,43.0,77.0,4.0,81.0,18.0,88.0,66.0,1,265.1,333,285.9,80,4.3429,1,2020,October,12.3525,12.8518,0.4993,1,12.0165,-4326.0
1.3,4,QUKE,EPI,-3.728,102.1552915,0,0.0,10.0,-19.0,-9.0,0.0,49.0,68.0,0,275.5,0,0,0,0.4951,1,2020,October,12.3963,12.766,0.3697,1,12.0344,0.0
1.3,3,ABCO,HP,-2.223,165.5562958,0,47.0,135.0,0.0,135.0,10.0,79.0,69.0,1,274.4,294,256.7,0,5.1845,0,2020,October,7.8292,8.8232,0.994,1,7.2288,2.0
1.3,5,CECO,EPI,-4.884,71.73038229,0,4.0,8.0,27.0,35.0,9.0,106.0,70.0,1,272.7,315.4,258.7,0,0.4575,1,2020,October,7.5218,7.7357,0.2139,1,7.2236,-53797.0
1.3,2,QUKE,HP,-1.969,163.2308846,0,40.0,30.0,0.0,30.0,3.0,73.0,70.0,1,228.6,263.1,237.5,0,1.7253,0,2020,October,7.4687,7.9042,0.4355,1,7.2019,-65892.0
1.3,1,PIJE,HP,-0.314,167.6606061,0,42.0,173.0,189.0,362.0,16.0,278.0,73.0,2,266.6,416.8,279.6,100,7.5753,1,2020,October,12.6221,13.3137,0.6916,1,12.2096,7.0
1.3,6,CADE,HP,-3.416,86.6773492,0,46.0,79.0,0.0,79.0,23.0,96.0,73.0,1,250.3,333.6,266.2,0,3.9827,0,2020,October,13.0655,13.8228,0.7573,1,12.1918,-11116.0
1.3,6,CECO,EPI,-6.513,59.03554561,0,14.5,7.0,12.0,19.0,9.0,96.0,75.0,1,284,381.7,267.5,0,0.5044,1,2020,October,7.5998,7.8373,0.2375,1,7.1975,-67557.0
1.3,7,ABCO,HP,-2.961,133.2172261,0,30.0,88.0,31.0,119.0,24.0,132.0,77.0,1,245,277.5,248.3,50,3.8945,1,2020,October,7.516,7.9367,0.4207,1,7.2002,4.0
1.3,8,ABCO,HP,-3.377,94.39925633,0,35.0,85.0,0.0,85.0,26.0,104.0,78.0,1,240.8,265.8,240.8,30,3.6742,0,2020,October,12.5391,12.9453,0.4062,1,12.1088,6.0
1.3,2,ARPA,HP,-2.283,120.0420168,0,38.0,294.0,0.0,294.0,25.0,105.0,80.0,2,176.7,239.7,181.2,0,3.9332,1,2020,October,7.4912,7.7769,0.2857,1,7.2532,9.0
1.3,4,CECO,HP,-3.338,89.40914158,0,23.0,95.0,3.0,98.0,11.0,96.0,82.0,1,242.4,273.2,265.1,0,1.5307,1,2020,October,12.4434,12.684,0.2406,1,12.1743,3.0
1.3,1,CADE,HP,-0.682,132.1054123,0,36.0,75.0,20.0,95.0,24.0,129.0,85.0,1,256,346.9,292.5,0,3.5219,1,2020,October,7.5462,8.0124,0.4662,1,7.1933,11.0
1.3,8,CADE,HP,-3.528,102.022792,0,43.0,36.0,29.0,65.0,16.0,132.0,87.0,1,236.9,251.9,231,0,3,1,2020,October,12.9036,13.6198,0.7162,1,12.2016,3.0
1.3,3,CECO,HP,-2.003,77.26681128,0,15.0,0.0,34837.0,34837.0,9.0,34936.0,90.0,2,0,264.2,272.1,0,1.8484,1,2020,October,12.4299,12.608,0.1781,1,12.1994,4.0
1.3,5,CADE,HP,-2.091,119.1923916,0,35.0,1.0,84.0,85.0,17.0,193.0,92.0,1,250.7,348.1,235.7,0,4.0021,1,2020,October,12.812,13.5765,0.7645,1,12.1706,1.0
1.3,3,CECO,EPI,-2.003,77.26681128,0,7.0,4.0,25.0,29.0,3.0,120.0,92.0,1,266.1,274.4,239.9,0,0.5468,1,2020,October,12.4299,12.608,0.1781,1,12.1994,-34245.0
1.3,8,PIJE,HP,-3.761,96.59353349,0,45.0,53.0,0.0,53.0,32.0,127.0,95.0,1,246.4,290.7,238.5,100,6.0562,0,2020,October,7.4872,7.8218,0.3346,1,7.1408,13.0
1.3,2,CECO,HP,-1.037,100.9353396,0,26.0,496.0,0.0,496.0,11.0,109.0,98.0,2,263.1,265.1,272.6,0,1.7898,0,2020,October,7.4757,7.7239,0.2482,1,7.2298,5.0
1.3,5,CECO,HP,-4.884,71.73038229,0,25.0,2.0,315.0,317.0,17.0,433.0,101.0,2,229.2,245,244.5,0,2.5169,1,2020,October,7.5218,7.7357,0.2139,1,7.2236,8.0
1.3,4,CADE,HP,-2.661,95.37712895,0,44.0,127.0,0.0,127.0,17.0,120.0,103.0,1,225.4,318.2,273.2,0,3.8643,0,2020,October,12.7896,13.456,0.6664,1,12.0909,-1328.0
1.3,2,CADE,HP,-1.802,133.2118267,0,34.0,59.0,84.0,143.0,17.0,205.0,104.0,1,256,365.1,250.8,0,3.1724,1,2020,October,7.9165,8.9032,0.9867,1,7.1758,2.0
1.3,6,ABCO,HP,-1.821,131.3047634,0,51.0,119.0,6.0,125.0,12.0,122.0,104.0,1,248.6,270.9,236.9,66,5.312,1,2020,October,12.9378,13.762,0.8242,1,12.3101,2.0
1.3,7,CECO,HP,-8,51.81236674,0,16.3,210.0,179.0,389.0,8.0,292.0,105.0,2,231.8,258,234.8,0,1.5524,1,2020,October,12.4963,12.6664,0.1701,1,12.168,6.0
1.3,7,CECO,EPI,-8,51.81236674,0,7.5,7.0,24.0,31.0,20.0,149.0,105.0,1,280.1,343.4,263.1,0,0.5655,1,2020,October,12.4963,12.6664,0.1701,1,12.168,-41902.0
1.3,5,PIJE,HP,-3.007,122.3776224,0,45.0,94.0,0.0,94.0,28.0,140.0,112.0,1,267.7,407.9,289.3,100,10.0593,0,2020,October,7.4928,7.7728,0.28,1,7.264,24.0
1.3,6,PIJE,HP,-3.748,112.3178808,0,0.0,48.0,5.0,53.0,39.0,162.0,118.0,1,265.7,314.1,259.1,100,6.1814,1,2020,October,7.4101,7.6645,0.2544,1,7.1836,13.0
1.3,6,ARPA,HP,-4.883,84.92503594,0,32.0,113.0,8.0,121.0,11.0,141.0,122.0,1,240.2,270.8,264.1,0,2.666,1,2020,October,12.6091,13.0226,0.4135,1,12.1222,5.0
1.3,7,CADE,HP,-5.176,90.77726218,0,45.0,113.0,0.0,113.0,40.0,169.0,129.0,1,231.5,291.9,225,0,3.8672,0,2020,October,13.0176,13.8001,0.7825,1,12.1556,-11376.0
1.3,6,ARPA,EPI,-4.883,84.92503594,0,0.0,10.0,-18.0,-8.0,0.0,123.0,141.0,0,274.8,0,0,0,0.5017,1,2020,October,12.6091,13.0226,0.4135,1,12.1222,0.0
1.3,3,CADE,HP,-1.38,123.1968811,0,33.0,64.0,0.0,64.0,20.0,164.0,144.0,1,268.5,316.2,258.2,0,4.1875,0,2020,October,7.6281,8.1969,0.5688,1,7.1664,3.0
1.3,2,ABCO,HP,-1.117,173.6986301,0,38.0,109.0,0.0,109.0,24.0,185.0,161.0,1,276.8,406.5,277.9,0,9.6563,0,2020,October,7.6374,8.525,0.8876,1,7.1264,-17657.0
1.3,3,PIJE,HP,-1.68,146.4377999,0,41.0,81.0,0.0,81.0,32.0,200.0,168.0,1,295.3,367.3,310.5,100,8.4222,0,2020,October,12.4751,12.8718,0.3967,1,12.2042,8.0
1.3,9,CADE,HP,-6.316,71.19629484,0,31.0,63.0,0.0,63.0,33.0,228.0,195.0,1,230.2,513.2,210.5,0,4.9215,0,2020,October,13.2005,13.923,0.7225,1,12.1857,5.0
1.3,1,ARPA,HP,-0.113,128.18013,0,23.0,50.0,0.0,50.0,14.0,213.0,199.0,1,279,335.3,282.2,0,3.2273,0,2020,October,7.685,8.2372,0.5522,1,7.2542,11.0
1.3,1,CECO,HP,-0.58,118.2514359,0,10.0,244.0,90.0,334.0,13.0,311.0,208.0,2,248.5,277.7,288.2,0,1.9705,1,2020,October,7.3789,7.5642,0.1853,1,7.2222,13.0
1.3,5,ARPA,HP,-5.558,75.26529037,0,31.0,88.0,29.0,117.0,6.0,329.0,294.0,1,243.9,261.2,260.8,0,3.948,1,2020,October,12.6346,13.0247,0.3901,1,12.1163,0.0
1.3,4,ARPA,HP,-3.749,95.36850584,0,35.0,40.0,0.0,40.0,46.0,496.0,450.0,1,254.1,266.7,249.4,0,3.0409,0,2020,October,7.4485,7.6853,0.2368,1,7.2002,-44988.0
1.3,6,QUKE,EPI,-3.4,52.40929705,0,0.0,5.0,-4552.0,-4547.0,0.0,46.0,4598.0,0,269.6,0,0,0,0.474,1,2020,October,7.5794,7.7643,0.1849,1,7.2266,0.0
1.3,1,ABCO,EPI,-0.112,191.840796,0,0.0,23.0,-6738.0,-6715.0,0.0,77.0,6815.0,0,264.8,0,0,80,0.4651,1,2020,October,7.4405,8.0189,0.5784,1,7.139,0.0
1.3,1,PIJE,EPI,-0.314,167.6606061,0,0.0,13.0,-9205.0,-9192.0,0.0,87.0,9292.0,0,276.8,0,0,100,0.5455,1,2020,October,12.6221,13.3137,0.6916,1,12.2096,0.0
1.3,2,PIJE,EPI,-0.812,148.3961508,0,0.0,23.0,-16559.0,-16536.0,0.0,110.0,16669.0,0,269.4,0,0,100,0.4765,1,2020,October,12.4078,12.7779,0.3701,1,12.1584,0.0
1.3,2,ABCO,EPI,-1.117,173.6986301,0,0.0,16.0,-17632.0,-17616.0,0.0,91.0,17723.0,0,285.5,0,0,0,0.5063,1,2020,October,7.6374,8.525,0.8876,1,7.1264,0.0
1.3,7,QUKE,EPI,-7.116,74.75928473,0,0.0,10.0,-18216.0,-18206.0,0.0,26.0,18242.0,0,280.2,0,0,0,0.4762,1,2020,October,7.4632,7.6806,0.2174,1,7.1724,0.0
1.3,3,PIJE,EPI,-1.68,146.4377999,0,0.0,12.0,-20186.0,-20174.0,0.0,129.0,20315.0,0,270.4,0,0,100,0.5357,1,2020,October,12.4751,12.8718,0.3967,1,12.2042,0.0
1.3,8,QUKE,EPI,-5.668,81.32422803,0,0.0,6.0,-29891.0,-29885.0,0.0,63.0,29954.0,0,276.4,0,0,0,0.4777,1,2020,October,7.5536,7.8275,0.2739,1,7.2168,0.0
1.3,8,QUKE,HP,-5.668,81.32422803,0,0.0,-29706.0,0.0,-29706.0,0.0,30053.0,30053.0,0,255.4,0,0,0,0.5,0,2020,October,7.5536,7.8275,0.2739,1,7.2168,0.0
1.3,4,PIJE,EPI,-2.117,121.0147823,0,0.0,15.0,-31457.0,-31442.0,0.0,54.0,31511.0,0,273.5,0,0,100,0.4533,1,2020,October,12.6916,13.2974,0.6058,1,12.191,0.0
1.3,4,PIJE,HP,-2.117,121.0147823,0,0.0,90.0,-31604.0,-31514.0,0.0,367.0,31971.0,0,293.1,0,0,100,3.5652,1,2020,October,12.6916,13.2974,0.6058,1,12.191,0.0
1.3,8,ARPA,EPI,-5.948,0,no lfm,0.0,39.0,-32635.0,-32596.0,0.0,21.0,32656.0,0,270.2,0,0,0,0,1,2020,October,0,0,0,1,0,0.0
1.3,7,ARPA,HP,-5.978,74.49468085,0,0.0,69.0,-32544.0,-32475.0,0.0,234.0,32778.0,0,249.2,0,0,0,0.4975,1,2020,October,7.6005,7.8806,0.2801,1,7.2245,0.0
1.3,3,ARPA,EPI,-4.144,90.82503556,0,0.0,10.0,-38872.0,-38862.0,0.0,81.0,38953.0,0,268.7,0,0,0,0.5523,1,2020,October,12.395,12.6504,0.2554,1,12.1138,0.0
1.3,3,ARPA,HP,-4.144,90.82503556,0,0.0,204.0,-39340.0,-39136.0,0.0,212.0,39552.0,0,214.3,0,0,0,3.5489,1,2020,October,12.395,12.6504,0.2554,1,12.1138,0.0
1.3,4,CECO,EPI,-3.338,89.40914158,0,0.0,9.0,-40983.0,-40974.0,0.0,139.0,41122.0,0,270.3,0,0,0,0.4644,1,2020,October,12.4434,12.684,0.2406,1,12.1743,0.0
1.3,4,ARPA,EPI,-3.749,95.36850584,0,0.0,16.0,-45042.0,-45026.0,0.0,96.0,45138.0,0,279.4,0,0,0,0.4165,1,2020,October,7.4485,7.6853,0.2368,1,7.2002,0.0
1.3,1,CECO,EPI,-0.58,118.2514359,0,0.0,10.0,-51508.0,-51498.0,0.0,82.0,51590.0,0,269.9,0,0,0,0.3771,1,2020,October,7.3789,7.5642,0.1853,1,7.2222,0.0
1.3,5,CECO,EPI,-4.884,71.73038229,0,0.0,11.0,-53464.0,-53453.0,0.0,121.0,53585.0,0,269.8,0,0,0,0.4763,1,2020,October,7.5218,7.7357,0.2139,1,7.2236,0.0
1.3,1,ARPA,EPI,-0.113,128.18013,0,0.0,11.0,-57273.0,-57262.0,0.0,98.0,57371.0,0,279.9,0,0,0,0.4964,1,2020,October,7.685,8.2372,0.5522,1,7.2542,0.0
1.3,1,QUKE,EPI,-0.302,145.8249158,0,0.0,4.0,-60320.0,-60316.0,0.0,54.0,60374.0,0,270.7,0,0,0,0.5473,1,2020,October,7.5252,7.9583,0.4331,1,7.2282,0.0
1.3,1,QUKE,HP,-0.302,145.8249158,0,0.0,38.0,-60404.0,-60366.0,0.0,221.0,60625.0,0,247.3,0,0,0,1.0548,1,2020,October,7.5252,7.9583,0.4331,1,7.2282,0.0
1.3,2,CECO,EPI,-1.037,100.9353396,0,0.0,6.0,-62358.0,-62352.0,0.0,140.0,62498.0,0,273,0,0,0,0.5531,1,2020,October,7.4757,7.7239,0.2482,1,7.2298,0.0
1.3,2,CECO,EPI,-1.037,100.9353396,0,0.0,6.0,-62643.0,-62637.0,0.0,184.0,62827.0,0,267.6,0,0,0,0.4513,1,2020,October,7.4757,7.7239,0.2482,1,7.2298,0.0
1.3,2,QUKE,EPI,-1.969,163.2308846,0,0.0,2.0,-65940.0,-65938.0,0.0,89.0,66029.0,0,277.9,0,0,0,0.5529,1,2020,October,7.4687,7.9042,0.4355,1,7.2019,0.0
1.3,3,QUKE,EPI,-1.369,134.3013699,0,0.0,2.0,-68971.0,-68969.0,0.0,59.0,69030.0,0,288.2,0,0,0,0.5386,1,2020,October,7.3902,7.6353,0.2451,1,7.2077,0.0
1.3,2,ARPA,EPI,-2.283,120.0420168,0,0.0,7.0,-69877.0,-69870.0,0.0,79.0,69956.0,0,269.3,0,0,0,0.4589,1,2020,October,7.4912,7.7769,0.2857,1,7.2532,0.0
1.3,3,ABCO,EPI,-2.223,165.5562958,0,0.0,20.0,-84500.0,-84480.0,0.0,86.0,84586.0,0,269.2,0,0,0,0.4537,1,2020,October,7.8292,8.8232,0.994,1,7.2288,0.0
1.3,6,CECO,HP,-6.513,59.03554561,0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2,237.9,0,0,0,2.473,0,2020,October,7.5998,7.8373,0.2375,1,7.1975,-67449.0
1.4,6,ARPA,EPI,-5.588,66.5884361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.479,0,2020,October,12.6245,12.9366,0.3121,1,12.1558,0.0
1.4,6,ARPA,HP,-5.588,66.5884361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.9962,0,2020,October,12.6245,12.9366,0.3121,1,12.1558,0.0
1.4,6,CECO,HP,-8,57.44680851,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.8488,0,2020,October,7.6299,7.8567,0.2268,1,7.2351,0.0
1.4,6,PIJE,HP,-2.871,144.7640967,0,0.0,-7271.0,0.0,-7271.0,0.0,0.0,0.0,0,0,0,0,0,12.2904,0,2020,October,7.766,8.395,0.629,1,7.3315,0.0
1.4,3,QUKE,HP,-2.206,101.8829308,0,0.0,-31.0,0.0,-31.0,0.0,0.0,0.0,0,211.2,0,0,0,1.4157,0,2020,October,7.4715,7.7204,0.2489,1,7.2272,0.0
1.4,6,QUKE,HP,-4.008,78.20025349,0,0.0,-16821.0,0.0,-16821.0,0.0,0.0,0.0,0,142.8,0,0,0,0.8694,0,2020,October,12.5083,12.7551,0.2468,1,12.1927,0.0
1.4,1,QUKE,HP,-0.101,141.9338551,0,8.0,296.0,0.0,296.0,5.0,20.0,15.0,2,265.6,250.4,244.7,0,1.0413,0,2020,October,12.5826,13.1448,0.5622,1,12.1865,-60953.0
1.4,5,PIJE,HP,-3.987,122.634041,0,27.0,64.0,1.0,65.0,29.0,46.0,16.0,1,263.5,348,253.1,100,7.5114,1,2020,October,7.7564,8.438,0.6816,1,7.2006,8.0
1.4,9,QUKE,HP,-7.222,65.86245772,0,38.0,11.0,3.0,14.0,2.0,29.0,24.0,1,251.6,251.1,250.1,0,0.694,1,2020,October,12.5747,12.8668,0.2921,1,12.1312,-35070.0
1.4,2,QUKE,EPI,-1.302,98.95527261,0,0.0,2.0,7.0,9.0,1.0,38.0,30.0,1,289.7,290.2,275.5,0,0.4043,1,2020,October,7.5532,7.8563,0.3031,1,7.2469,-66232.0
1.4,5,ABCO,HP,-2.662,131.2541694,0,32.0,31.0,24.0,55.0,10.0,66.0,32.0,1,273.3,295.4,279.4,65,1.9681,1,2020,October,12.3278,12.7213,0.3935,1,12.028,-4501.0
1.4,3,ARPA,HP,-3.377,44.49815183,0,26.0,40.0,0.0,40.0,12.0,45.0,33.0,1,254.1,253.3,249.4,0,2.8179,0,2020,October,7.5363,7.6928,0.1565,1,7.1846,-538.0
1.4,8,ABCO,HP,-3.476,100.2557545,0,37.0,49.0,0.0,49.0,18.0,54.0,36.0,1,247.9,281.4,233.4,50,1.8951,0,2020,October,7.3526,7.5094,0.1568,1,7.1962,5.0
1.4,1,PIJE,HP,-0.298,144.3765621,0,48.0,132.0,22.0,154.0,19.0,79.0,38.0,1,271.1,410.2,277.8,100,10.1665,1,2020,October,12.4541,12.974,0.5199,1,12.094,8.0
1.4,1,ABCO,HP,-0.312,131.374295,0,25.0,51.0,3.0,54.0,14.0,56.0,39.0,1,276.9,322.2,281.4,0,3.1525,1,2020,October,7.5349,7.9775,0.4426,1,7.198,-7974.0
1.4,2,PIJE,HP,-0.538,160.3111288,0,37.0,97.0,300.0,397.0,29.0,370.0,41.0,2,299.3,311.3,279.7,100,4.8456,1,2020,October,12.2961,12.698,0.4019,1,12.0454,6.0
