sample,round,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year,month ,dry.wt,fresh.wt,water.wt,site,bottle.wt,ttms
1.4,3,ABCO,HP,-2.437,154.1560645,0,36.0,65.0,0.0,65.0,14.0,58.0,44.0,1,281.1,316.2,279.2,0,2.8427,0,2020,October,7.4749,7.8384,0.3635,1,7.2391,2.0
1.4,5,QUKE,HP,-6.412,74.74636083,0,38.0,15.0,0.0,15.0,4.0,50.0,46.0,1,217.5,221.9,218,0,1.0063,0,2020,October,7.6582,7.9971,0.3389,1,7.2048,0.0
1.4,1,ABCO,EPI,-0.312,131.374295,0,5.5,12.0,13.0,25.0,5.0,65.0,47.0,1,262.8,232.4,294.4,90,0.5143,1,2020,October,7.5349,7.9775,0.4426,1,7.198,-8064.0
1.4,6,CADE,HP,-2.941,96.12940497,0,43.0,61.0,27.0,88.0,9.0,86.0,50.0,1,249.7,267.8,251,0,2.0462,1,2020,October,12.4912,12.9904,0.4992,1,11.9719,-11698.0
1.4,7,PIJE,HP,-3.034,73.67081827,0,54.0,66.0,36.0,102.0,26.0,114.0,52.0,1,244.6,414.2,236.3,100,9.7632,1,2020,October,12.9239,13.474,0.5501,1,12.1772,5.0
1.4,4,QUKE,HP,-4.7,92.13861386,0,34.0,19.0,0.0,19.0,12.0,67.0,55.0,1,215.8,227.6,214.2,0,0.8732,0,2020,October,12.6788,13.1441,0.4653,1,12.1738,0.0
1.4,3,ARPA,EPI,-3.377,44.49815183,0,10.0,10.0,34.0,44.0,2.0,91.0,55.0,1,268.5,286.1,276.8,0,0.5586,1,2020,October,7.5363,7.6928,0.1565,1,7.1846,-39243.0
1.4,2,ABCO,HP,-1.243,174,0,42.0,93.0,0.0,93.0,7.0,62.0,55.0,1,268.3,282.1,279.5,0,2.774,0,2020,October,7.6232,8.1974,0.5742,1,7.2932,1.0
1.4,7,ABCO,HP,-3.109,116.6593599,0,30.0,57.0,4.0,61.0,8.0,70.0,58.0,1,246.4,292.9,252.3,60,2.2437,1,2020,October,7.3786,7.6447,0.2661,1,7.1505,2.0
1.4,4,CADE,HP,-2.224,131.9970712,0,37.0,66.0,3.0,69.0,21.0,82.0,58.0,1,264.9,309.7,272.3,0,2.8959,1,2020,October,12.7586,13.4797,0.7211,1,12.2123,2.0
1.4,6,QUKE,EPI,-4.008,78.20025349,0,17.0,6.0,11.0,17.0,3.0,75.0,61.0,1,268.7,292.9,238.6,0,0.4622,1,2020,October,12.5083,12.7551,0.2468,1,12.1927,-7362.0
1.4,1,CADE,HP,-0.218,151.9475358,0,40.0,51.0,9.0,60.0,11.0,92.0,72.0,1,267.8,289.1,168.2,0,2.0982,1,2020,October,7.461,7.8433,0.3823,1,7.2094,1.0
1.4,5,CADE,HP,-2.7,112.1617107,0,35.0,110.0,16.0,126.0,9.0,98.0,73.0,1,258.4,291.5,278.1,0,1.8132,1,2020,October,12.4743,12.81,0.3357,1,12.175,-2230.0
1.4,3,QUKE,EPI,-2.206,101.8829308,0,0.0,5.0,-19.0,-14.0,0.0,54.0,73.0,0,279.6,0,0,0,0.4632,1,2020,October,7.4715,7.7204,0.2489,1,7.2272,0.0
1.4,6,ABCO,HP,-3.283,107.1895425,0,42.0,31.0,23.0,54.0,13.0,113.0,77.0,1,248.6,294.2,238.5,0,2.4937,1,2020,October,12.3912,12.6864,0.2952,1,12.1158,2.0
1.4,4,ABCO,HP,-2.352,145.9880789,0,27.0,65.0,5.0,70.0,8.0,91.0,78.0,1,275.2,314.5,287.9,0,2.3286,1,2020,October,12.3406,12.659,0.3184,1,12.1225,2.0
1.4,8,QUKE,HP,-6.255,69.71511148,0,40.0,16.0,0.0,16.0,4.0,83.0,79.0,1,289,303.8,285,0,1.4989,0,2020,October,7.6669,8.0046,0.3377,1,7.1825,0.0
1.4,1,ARPA,HP,-0.134,125.7525084,0,32.0,70.0,0.0,70.0,32.0,111.0,79.0,1,272,300.9,278.4,0,4.0751,0,2020,October,7.4659,7.7667,0.3008,1,7.2267,1.0
1.4,1,CECO,EPI,-0.384,130.4599659,0,1.0,14.0,55.0,69.0,5.0,142.0,82.0,1,274.1,330.8,289.7,0,0.4912,1,2020,October,7.5047,7.8876,0.3829,1,7.2112,-52137.0
1.4,5,QUKE,EPI,-6.412,74.74636083,0,0.0,4.0,-12.0,-8.0,0.0,71.0,83.0,0,275.2,0,0,0,0.4162,1,2020,October,7.6582,7.9971,0.3389,1,7.2048,0.0
1.4,5,CECO,EPI,-5.098,68.15415822,0,7.3,13.0,18.0,31.0,14.0,115.0,83.0,1,270,304.2,281.5,0,0.5185,1,2020,October,7.6504,7.9528,0.3024,1,7.2067,-54264.0
1.4,5,CECO,HP,-5.098,68.15415822,0,26.0,17.0,431.0,448.0,5.0,521.0,85.0,2,255.3,252.5,250.4,0,1.0724,1,2020,October,7.6504,7.9528,0.3024,1,7.2067,2.0
1.4,7,CADE,HP,-3.966,81.68757127,0,48.0,86.0,11.0,97.0,15.0,112.0,86.0,1,242.5,281.5,244.3,0,1.7841,1,2020,October,12.6841,13.0423,0.3582,1,12.2456,1.0
1.4,4,ARPA,HP,-0.743,124.516129,0,31.0,41.0,0.0,41.0,46.0,135.0,89.0,1,256.3,332.3,278.8,0,4.9927,0,2020,October,7.5529,7.9389,0.386,1,7.2429,4.0
1.4,2,CECO,HP,-1.293,110.8817355,0,20.0,19.0,373.0,392.0,8.0,471.0,90.0,2,264,284,286,0,0.9825,1,2020,October,7.4841,7.801,0.3169,1,7.1983,5.0
1.4,2,CADE,HP,-0.925,133.6162188,0,41.0,57.0,0.0,57.0,15.0,109.0,94.0,1,244,339,237.5,0,2.4063,0,2020,October,7.6237,8.1905,0.5668,1,7.1995,1.0
1.4,3,CADE,HP,-1.234,131.8774644,0,31.0,63.0,0.0,63.0,19.0,126.0,107.0,1,250.8,245.6,236.3,0,2.733,0,2020,October,7.5053,7.9401,0.4348,1,7.1756,1.0
1.4,3,ARPA,HP,-3.377,44.49815183,0,29.0,32.0,0.0,32.0,20.0,129.0,109.0,1,235.6,263.6,238.5,0,2.8179,0,2020,October,7.5363,7.6928,0.1565,1,7.1846,4.0
1.4,4,QUKE,EPI,-4.7,92.13861386,0,0.0,13.0,-64.0,-51.0,0.0,59.0,123.0,0,270.9,0,0,0,0.4684,1,2020,October,12.6788,13.1441,0.4653,1,12.1738,0.0
1.4,2,ARPA,HP,-2.047,127.0564584,0,36.0,143.0,0.0,143.0,10.0,138.0,128.0,1,218.5,234.9,231.6,0,4.0073,0,2020,October,7.7463,8.5047,0.7584,1,7.1494,6.0
1.4,1,CECO,HP,-0.384,130.4599659,0,15.0,224.0,266.0,490.0,9.0,403.0,128.0,2,286.1,316.8,313.6,0,1.5,1,2020,October,7.5047,7.8876,0.3829,1,7.2112,4.0
1.4,3,CECO,HP,-3.872,81.04964539,0,24.0,291.0,87.0,378.0,6.0,225.0,132.0,2,259.7,265.1,270,0,1.7305,1,2020,October,12.4609,12.7466,0.2857,1,12.1084,1.0
1.4,7,CECO,EPI,-6.632,61.47123088,0,0.0,9.0,27.0,36.0,9.0,172.0,136.0,1,278.6,287.9,259.2,0,0.5997,1,2020,October,12.702,12.9552,0.2532,1,12.2901,-38269.0
1.4,7,ARPA,EPI,-4.931,84.00154949,0,0.0,14.0,-26.0,-12.0,0.0,123.0,149.0,0,277.2,0,0,0,0.4566,1,2020,October,7.7187,8.1524,0.4337,1,7.2024,0.0
1.4,7,ARPA,HP,-4.931,84.00154949,0,24.0,31.0,0.0,31.0,27.0,241.0,214.0,1,224,224.7,221,0,2.1549,0,2020,October,7.7187,8.1524,0.4337,1,7.2024,1.0
1.4,4,CECO,HP,-3.302,85.70658037,0,22.0,22.0,391.0,413.0,10.0,626.0,225.0,2,267.6,282.1,276.7,0,1.6194,1,2020,October,12.6177,12.9355,0.3178,1,12.2469,3.0
1.4,5,ARPA,HP,-4.063,98.41703057,0,28.0,43.0,0.0,43.0,25.0,281.0,256.0,1,246.4,263.7,240.7,0,3.7797,0,2020,October,12.4718,12.8324,0.3606,1,12.1054,-63891.0
1.4,8,ARPA,HP,-10,0,no lfm,36.0,43.0,0.0,43.0,10.0,271.0,261.0,1,240.8,275.5,241.5,0,0,0,2020,October,0,0,0,1,0,2.0
1.4,4,PIJE,HP,-3.487,8.772215881,0,38.0,82.0,7.0,89.0,47.0,348.0,294.0,1,261.7,300.2,253.8,100,8.9612,1,2020,October,12.7977,12.8515,0.0538,1,12.1844,15.0
1.4,3,PIJE,HP,-2.291,141.8796592,0,45.0,85.0,9.0,94.0,24.0,339.0,306.0,1,277.3,406.1,276.1,100,12.214,1,2020,October,12.4332,12.9661,0.5329,1,12.0576,13.0
1.4,7,CECO,HP,-6.632,61.47123088,0,0.0,0.0,377.0,377.0,5.0,731.0,349.0,2,257.6,241.5,248.3,0,1.9293,1,2020,October,12.702,12.9552,0.2532,1,12.2901,-39385.0
1.4,1,PIJE,EPI,-0.298,144.3765621,0,0.0,22.0,-9615.0,-9593.0,0.0,81.0,9696.0,0,267.5,0,0,100,0.5492,1,2020,October,12.4541,12.974,0.5199,1,12.094,0.0
1.4,7,QUKE,EPI,-3.004,90.96028453,0,0.0,6.0,-18662.0,-18656.0,0.0,43.0,18705.0,0,284.2,0,0,0,0.4499,1,2020,October,12.5221,12.829,0.3069,1,12.1847,0.0
1.4,2,PIJE,EPI,-0.538,160.3111288,0,0.0,20.0,-19106.0,-19086.0,0.0,78.0,19184.0,0,268.5,0,0,100,0.5019,1,2020,October,12.2961,12.698,0.4019,1,12.0454,0.0
1.4,8,QUKE,EPI,-6.255,69.71511148,0,0.0,10.0,-30235.0,-30225.0,0.0,79.0,30314.0,0,279.9,0,0,0,0.5432,1,2020,October,7.6669,8.0046,0.3377,1,7.1825,0.0
1.4,3,PIJE,EPI,-2.291,141.8796592,0,0.0,25.0,-31005.0,-30980.0,0.0,96.0,31101.0,0,268.1,0,0,100,0.4951,1,2020,October,12.4332,12.9661,0.5329,1,12.0576,0.0
1.4,8,ARPA,EPI,-5.948,0,no lfm,0.0,18.0,-32920.0,-32902.0,0.0,79.0,32999.0,0,275.5,0,0,0,0,1,2020,October,0,0,0,1,0,0.0
1.4,2,ABCO,EPI,-1.243,174,0,0.0,17.0,-34009.0,-33992.0,0.0,54.0,34063.0,0,272.1,0,0,0,0.4552,1,2020,October,7.6232,8.1974,0.5742,1,7.2932,0.0
1.4,9,QUKE,EPI,-7.222,65.86245772,0,0.0,7.0,-34787.0,-34780.0,0.0,55.0,34842.0,0,277.1,0,0,0,0.4894,1,2020,October,12.5747,12.8668,0.2921,1,12.1312,0.0
1.4,3,CECO,EPI,-3.872,81.04964539,0,0.0,9.0,-34737.0,-34728.0,0.0,152.0,34889.0,0,266.9,0,0,0,0.4927,1,2020,October,12.4609,12.7466,0.2857,1,12.1084,0.0
1.4,4,CECO,EPI,-3.302,85.70658037,0,0.0,8.0,-41408.0,-41400.0,0.0,202.0,41610.0,0,274.8,0,0,0,0.589,1,2020,October,12.6177,12.9355,0.3178,1,12.2469,0.0
1.4,4,ARPA,EPI,-0.743,124.516129,0,0.0,20.0,-42719.0,-42699.0,0.0,98.0,42817.0,0,276.4,0,0,0,0.5668,1,2020,October,7.5529,7.9389,0.386,1,7.2429,0.0
1.4,6,CECO,EPI,-8,57.44680851,0,0.0,11.0,-48867.0,-48856.0,0.0,141.0,49008.0,0,284.7,0,0,0,0.4345,1,2020,October,7.6299,7.8567,0.2268,1,7.2351,0.0
1.4,1,ARPA,EPI,-0.134,125.7525084,0,0.0,17.0,-57639.0,-57622.0,0.0,95.0,57734.0,0,281.8,0,0,0,0.4988,1,2020,October,7.4659,7.7667,0.3008,1,7.2267,0.0
1.4,1,QUKE,EPI,-0.101,141.9338551,0,0.0,2.0,-60709.0,-60707.0,0.0,62.0,60771.0,0,280.3,0,0,0,0.5332,1,2020,October,12.5826,13.1448,0.5622,1,12.1865,0.0
1.4,2,CECO,EPI,-1.293,110.8817355,0,0.0,14.0,-63406.0,-63392.0,0.0,125.0,63531.0,0,267.4,0,0,0,0.487,1,2020,October,7.4841,7.801,0.3169,1,7.1983,0.0
1.4,2,CECO,EPI,-1.293,110.8817355,0,0.0,18.0,-63632.0,-63614.0,0.0,193.0,63825.0,0,271,0,0,0,0.5286,1,2020,October,7.4841,7.801,0.3169,1,7.1983,0.0
1.4,5,ARPA,EPI,-4.063,98.41703057,0,0.0,19.0,-63949.0,-63930.0,0.0,73.0,64022.0,0,272.7,0,0,0,0.4795,1,2020,October,12.4718,12.8324,0.3606,1,12.1054,0.0
1.4,2,QUKE,HP,-1.302,98.95527261,0,0.0,120.0,-66273.0,-66153.0,0.0,175.0,66448.0,0,238.3,0,0,0,2.0747,1,2020,October,7.5532,7.8563,0.3031,1,7.2469,0.0
1.4,2,ARPA,EPI,-2.047,127.0564584,0,0.0,19.0,-70890.0,-70871.0,0.0,84.0,70974.0,0,275.8,0,0,0,0.7163,1,2020,October,7.7463,8.5047,0.7584,1,7.1494,0.0
1.4,3,ABCO,EPI,-2.437,154.1560645,0,0.0,15.0,-85470.0,-85455.0,0.0,55.0,85525.0,0,284.3,0,0,0,0.4769,1,2020,October,7.4749,7.8384,0.3635,1,7.2391,0.0
1.5,7,CECO,HP,-4.225,80.83119309,0,0.0,-39995.0,0.0,-39995.0,0.0,0.0,0.0,0,222.2,0,0,0,2.137,0,2020,October,12.5799,12.9261,0.3462,1,12.1516,0.0
1.5,3,QUKE,HP,-3.983,116.9339494,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.348,0,2020,October,7.4938,7.924,0.4302,1,7.1259,0.0
1.5,4,QUKE,HP,-3.192,100.3237198,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.9996,0,2020,October,12.6522,12.9931,0.3409,1,12.3124,0.0
1.5,6,QUKE,HP,-5.104,88.5193133,0,0.0,-18009.0,0.0,-18009.0,0.0,0.0,0.0,0,157.2,0,0,0,0.3701,0,2020,October,7.4114,7.6589,0.2475,1,7.1318,0.0
1.5,7,QUKE,HP,-5.738,91.37753349,0,0.0,-19264.0,0.0,-19264.0,0.0,0.0,0.0,0,161.6,0,0,0,0.5071,0,2020,October,7.4975,7.7635,0.266,1,7.2064,0.0
1.5,7,PIJE,HP,-4.25,84.30813124,0,51.0,53.0,0.0,53.0,15.0,38.0,23.0,1,251.8,296.9,238.9,100,3.2823,0,2020,October,12.3363,12.4545,0.1182,1,12.1961,5.0
1.5,2,QUKE,EPI,-7.955,63.02058401,0,14.0,2.0,10.0,12.0,3.0,40.0,27.0,1,266.8,266.1,246.1,0,0.4446,1,2020,October,7.6837,7.947,0.2633,1,7.2659,-39520.0
1.5,3,ABCO,HP,-1.083,177.1719375,0,44.0,77.0,21.0,98.0,13.0,64.0,30.0,1,267.7,283.1,277.4,0,2.8301,1,2020,October,7.4048,7.8922,0.4874,1,7.1297,-37996.0
1.5,3,QUKE,EPI,-3.983,116.9339494,0,0.0,10.0,29.0,39.0,3.0,63.0,31.0,1,279.5,312.7,311.8,0,0.5032,1,2020,October,7.4938,7.924,0.4302,1,7.1259,-78.0
1.5,2,ABCO,HP,-1.517,132.0783711,0,40.0,41.0,38.0,79.0,9.0,78.0,31.0,1,275.2,304.3,289.3,0,3.132,1,2020,October,7.4885,7.8323,0.3438,1,7.2282,1.0
1.5,6,PIJE,HP,-3.335,129.2385248,0,38.0,60.0,0.0,60.0,25.0,61.0,36.0,1,260.1,512.7,266.9,100,4.9828,0,2020,October,7.5978,8.0849,0.4871,1,7.2209,12.0
1.5,3,PIJE,HP,-2.652,138.9703588,0,42.0,322.0,0.0,322.0,18.0,57.0,39.0,2,216.8,374.1,274.1,100,5.7577,0,2020,October,12.4386,12.884,0.4454,1,12.1181,7.0
1.5,5,QUKE,HP,-5.508,82.6048951,0,35.0,15.0,0.0,15.0,6.0,45.0,39.0,1,221,224.4,218.5,0,1.1514,0,2020,October,7.5512,7.8347,0.2835,1,7.208,0.0
1.5,2,QUKE,HP,-7.955,63.02058401,0,33.0,15.0,0.0,15.0,13.0,55.0,42.0,1,238.2,292.8,234.1,0,2.2544,0,2020,October,7.6837,7.947,0.2633,1,7.2659,3.0
1.5,4,ARPA,EPI,-1.382,143.8068756,0,7.0,15.0,23.0,38.0,9.0,78.0,46.0,1,280.2,342.3,278.5,0,0.6265,1,2020,October,7.5942,8.1631,0.5689,1,7.1986,-39784.0
1.5,3,ARPA,EPI,-3.128,101.9871257,0,13.0,17.0,11.0,28.0,9.0,69.0,49.0,1,274.2,337.2,268.3,0,0.4887,1,2020,October,7.6145,7.9789,0.3644,1,7.2572,-39532.0
1.5,5,ABCO,HP,-2.637,146.8852459,0,36.0,68.0,0.0,68.0,17.0,69.0,52.0,1,264.5,328.1,272.9,90,2.9803,1,2020,October,12.4827,12.8859,0.4032,1,12.2082,-4661.0
1.5,7,CADE,HP,-2.795,104.3433512,0,41.0,48.0,22.0,70.0,17.0,92.0,53.0,1,238.6,406,247.5,0,3.0326,1,2020,October,12.5116,13.0185,0.5069,1,12.0258,-11982.0
1.5,4,PIJE,HP,-2.789,128.4719974,0,45.0,80.0,0.0,80.0,22.0,76.0,54.0,1,252.7,310.6,249.2,100,5.7081,0,2020,October,13.3251,14.9125,1.5874,1,12.0895,-12587.0
1.5,7,ABCO,HP,-2.94,128.7169043,0,44.0,113.0,3.0,116.0,10.0,74.0,61.0,1,240.7,307.1,257.8,55,3.3368,1,2020,October,7.461,7.777,0.316,1,7.2155,2.0
1.5,4,ABCO,HP,-2.518,146.7383247,0,36.0,245.0,7.0,252.0,6.0,77.0,64.0,1,235.4,0,0,0,2.8105,1,2020,October,12.3819,12.7778,0.3959,1,12.1121,2.0
1.5,9,CADE,HP,-5.086,71.03064067,0,39.0,16.0,40.0,56.0,10.0,116.0,66.0,1,205.1,270.2,217.3,0,2.1328,1,2020,October,7.6294,7.9354,0.306,1,7.1986,1.0
1.5,6,CADE,HP,-3.071,96.25740442,0,45.0,61.0,12.0,73.0,10.0,89.0,67.0,1,247.7,271.2,248.4,0,2.0804,1,2020,October,12.495,12.8525,0.3575,1,12.1236,-12202.0
1.5,4,CADE,HP,-2.413,120.7683943,0,41.0,99.0,38.0,137.0,12.0,119.0,69.0,1,249,325.5,269.7,0,3.6656,1,2020,October,13.0156,14.0152,0.9996,1,12.1879,-1677.0
1.5,2,PIJE,HP,-0.912,151.557956,0,49.0,114.0,0.0,114.0,14.0,85.0,71.0,1,272.8,363.9,294.8,100,8.9801,0,2020,October,12.4871,12.8519,0.3648,1,12.2464,8.0
1.5,5,CECO,EPI,-4.495,64.86384266,0,4.0,10.0,27.0,37.0,3.0,102.0,72.0,1,272.1,302.3,294.5,0,0.338,1,2020,October,7.574,7.7455,0.1715,1,7.3096,-61922.0
1.5,6,ABCO,HP,-3.02,115.021628,0,44.0,53.0,2.0,55.0,11.0,86.0,73.0,1,244.1,313.7,257.3,80,2.7915,1,2020,October,12.3244,12.6169,0.2925,1,12.0701,4.0
1.5,8,PIJE,HP,-5.301,67.58948546,0,38.0,21.0,22.0,43.0,26.0,125.0,77.0,1,242.2,269.1,243.6,50,1.2111,1,2020,October,7.5303,7.772,0.2417,1,7.1727,11.0
1.5,6,PIJE,HP,-3.335,129.2385248,0,37.0,21.0,22.0,43.0,26.0,130.0,82.0,1,242.6,284.9,243.6,100,4.9828,1,2020,October,7.5978,8.0849,0.4871,1,7.2209,11.0
1.5,3,CADE,HP,-2.391,128.762215,0,36.0,59.0,23.0,82.0,27.0,134.0,84.0,1,256,359,249.5,0,3.4926,1,2020,October,7.8124,8.603,0.7906,1,7.1984,4.0
1.5,1,CADE,HP,-0.258,129.7778926,0,37.0,91.0,26.0,117.0,8.0,119.0,85.0,1,269.1,308.1,267.9,0,2.1196,1,2020,October,7.6256,8.1281,0.5025,1,7.2384,-599.0
1.5,5,QUKE,EPI,-5.508,82.6048951,0,0.0,11.0,-19.0,-8.0,0.0,67.0,86.0,0,275.2,0,0,0,0.5209,1,2020,October,7.5512,7.8347,0.2835,1,7.208,0.0
1.5,4,QUKE,EPI,-3.192,100.3237198,0,0.0,10.0,-19.0,-9.0,0.0,70.0,89.0,0,279.2,0,0,0,0.5489,1,2020,October,12.6522,12.9931,0.3409,1,12.3124,0.0
1.5,1,ABCO,HP,-0.179,181.1521812,0,38.0,151.0,51.0,202.0,7.0,148.0,90.0,1,279.3,330.6,301.5,0,2.9658,1,2020,October,7.5121,8.0561,0.544,1,7.2118,-8576.0
1.5,2,CECO,HP,-0.756,106.2035541,0,12.0,149.0,272.0,421.0,6.0,373.0,95.0,2,279.8,280.4,287.9,0,1.8061,1,2020,October,7.5649,7.8936,0.3287,1,7.2554,6.0
1.5,5,ARPA,HP,-2.108,99.48361024,0,31.0,48.0,0.0,48.0,33.0,129.0,96.0,1,245.3,337.2,239.9,0,4.067,0,2020,October,12.7318,13.1749,0.4431,1,12.2864,2.0
1.5,2,CADE,HP,-1.216,141.0973837,0,33.0,76.0,0.0,76.0,47.0,154.0,107.0,1,266.6,309,265.2,0,3.3977,0,2020,October,7.4659,7.8542,0.3883,1,7.1907,2.0
1.5,5,CADE,HP,-1.932,132.1491228,0,33.0,54.0,0.0,54.0,15.0,123.0,108.0,1,244.9,254.7,238.8,0,2.6902,0,2020,October,12.5807,13.1833,0.6026,1,12.1247,0.0
1.5,8,ABCO,HP,-3.224,113.2509826,0,24.0,18.0,30.0,48.0,14.0,153.0,109.0,1,235.6,301.8,243,65,2.0841,1,2020,October,7.3844,7.5861,0.2017,1,7.2063,6.0
1.5,3,CECO,EPI,-3.267,90.80161476,0,10.3,10.0,32.0,42.0,12.0,155.0,111.0,1,265,373.4,281.3,0,0.5545,1,2020,October,12.5217,12.8366,0.3149,1,12.1749,-35184.0
1.5,7,CECO,EPI,-4.225,80.83119309,0,15.0,11.0,18.0,29.0,34.0,165.0,113.0,1,0,335.1,0,0,0.5531,1,2020,October,12.5799,12.9261,0.3462,1,12.1516,-39190.0
1.5,1,PIJE,HP,-0.197,161.2182502,0,47.0,107.0,0.0,107.0,14.0,128.0,114.0,1,286.9,436.5,269.4,100,5.7791,0,2020,October,12.4685,13.154,0.6855,1,12.0433,7.0
1.5,6,CECO,HP,-6.664,57.76793132,0,17.0,51.0,363.0,414.0,8.0,487.0,116.0,2,254.3,249.8,247.4,0,1.6372,1,2020,October,7.5985,7.8071,0.2086,1,7.2374,4.0
1.5,5,CECO,HP,-4.495,64.86384266,0,16.0,15.0,398.0,413.0,11.0,526.0,117.0,2,254.8,274.5,276.6,0,1.2642,1,2020,October,7.574,7.7455,0.1715,1,7.3096,6.0
1.5,1,QUKE,HP,-0.309,152.2259136,0,40.0,25.0,1.0,26.0,5.0,125.0,119.0,1,248.1,299,230.8,0,2.0278,1,2020,October,7.4684,7.9266,0.4582,1,7.1674,-61010.0
1.5,5,ARPA,EPI,-2.108,99.48361024,0,0.0,20.0,-26.0,-6.0,0.0,99.0,125.0,0,273.7,0,0,0,0.4635,1,2020,October,12.7318,13.1749,0.4431,1,12.2864,0.0
1.5,1,CECO,HP,-0.183,118.3898305,0,17.0,404.0,0.0,404.0,14.0,169.0,155.0,2,248.3,303.5,303.4,0,1.8733,0,2020,October,7.4803,7.7597,0.2794,1,7.2443,7.0
1.5,4,ARPA,HP,-1.382,143.8068756,0,21.0,51.0,0.0,51.0,72.0,229.0,157.0,1,239.1,270.2,246.6,0,3.4052,0,2020,October,7.5942,8.1631,0.5689,1,7.1986,22.0
1.5,2,ARPA,HP,-0.998,119.9227373,0,35.0,83.0,0.0,83.0,14.0,172.0,158.0,1,224.5,247.6,221.5,0,3.3096,0,2020,October,7.5855,8.0201,0.4346,1,7.2231,2.0
1.5,4,CECO,HP,-1.652,105.243958,0,18.0,130.0,274.0,404.0,8.0,440.0,158.0,2,290.4,323.4,294.5,0,1.5504,1,2020,October,12.4096,12.6404,0.2308,1,12.1903,7.0
1.5,9,PIJE,HP,-3.29,-108.788814,missing dry weight,46.0,66.0,3.0,69.0,15.0,178.0,160.0,1,231.1,397.9,218.5,100,4.4713,1,2020,October,0,8.0371,8.0371,1,7.3878,3.0
1.5,1,ARPA,HP,-0.084,125.0844912,0,40.0,71.0,0.0,71.0,35.0,199.0,164.0,1,269.6,324.8,294.3,0,4.0787,0,2020,October,7.4987,7.8318,0.3331,1,7.2324,1.0
1.5,3,ARPA,HP,-3.128,101.9871257,0,40.0,39881.0,0.0,39881.0,20.0,195.0,175.0,1,0,280.6,262.7,0,4.2343,0,2020,October,7.6145,7.9789,0.3644,1,7.2572,10.0
1.5,8,CECO,EPI,-8,50,0,15.0,11.0,27.0,38.0,10.0,217.0,180.0,1,287.9,427.8,331.5,0,0.5497,1,2020,October,7.6737,7.9116,0.2379,1,7.1979,-58.0
1.5,3,CECO,HP,-3.267,90.80161476,0,14.0,381.0,0.0,381.0,9.0,214.0,205.0,2,225.6,280.7,284.4,0,1.4539,0,2020,October,12.5217,12.8366,0.3149,1,12.1749,7.0
1.5,5,PIJE,HP,-3.218,132.0231214,0,41.0,37.0,51.0,88.0,18.0,276.0,207.0,1,268.4,491.4,274.5,100,5.1273,1,2020,October,7.3843,7.7269,0.3426,1,7.1248,4.0
1.5,7,ARPA,HP,-5.2,-118.6935594,missing dry wt,14.0,90.0,0.0,90.0,12.0,222.0,210.0,1,222.3,233.9,229.7,0,4.3114,0,2020,October,0,8.5565,8.5565,1,7.2089,3.0
1.5,8,CECO,HP,-8,50,0,25.0,16.0,0.0,16.0,12.0,398.0,386.0,2,223.9,240.3,238.3,0,1.6316,0,2020,October,7.6737,7.9116,0.2379,1,7.1979,-16.0
1.5,4,ABCO,EPI,-2.518,146.7383247,0,0.0,9.0,-2121.0,-2112.0,0.0,74.0,2195.0,0,198.9,0,0,66,0.5458,1,2020,October,12.3819,12.7778,0.3959,1,12.1121,0.0
1.5,5,PIJE,EPI,-3.218,132.0231214,0,0.0,20.0,-2486.0,-2466.0,0.0,70.0,2556.0,0,203.7,0,0,100,0.5416,1,2020,October,7.3843,7.7269,0.3426,1,7.1248,0.0
1.5,7,ARPA,EPI,-5.2,-118.6935594,missing dry wt,0.0,16.0,-5253.0,-5237.0,0.0,60.0,5313.0,0,273,0,0,0,0.5126,1,2020,October,0,8.5565,8.5565,1,7.2089,0.0
1.5,1,ABCO,EPI,-0.179,181.1521812,0,0.0,11.0,-8474.0,-8463.0,0.0,43.0,8517.0,0,266.1,0,0,95,0.4964,1,2020,October,7.5121,8.0561,0.544,1,7.2118,0.0
1.5,1,PIJE,EPI,-0.197,161.2182502,0,0.0,12.0,-10095.0,-10083.0,0.0,97.0,10192.0,0,274.1,0,0,100,0.4954,1,2020,October,12.4685,13.154,0.6855,1,12.0433,0.0
1.5,4,PIJE,EPI,-2.789,128.4719974,0,0.0,12.0,-12638.0,-12626.0,0.0,65.0,12703.0,0,319,0,0,100,0.4887,1,2020,October,13.3251,14.9125,1.5874,1,12.0895,0.0
1.5,6,QUKE,EPI,-5.104,88.5193133,0,0.0,20.0,-17065.0,-17045.0,0.0,47.0,17112.0,0,282.1,0,0,0,0.4935,1,2020,October,7.4114,7.6589,0.2475,1,7.1318,0.0
1.5,2,PIJE,EPI,-0.912,151.557956,0,0.0,15.0,-17061.0,-17046.0,0.0,95.0,17156.0,0,271.1,0,0,100,0.4812,1,2020,October,12.4871,12.8519,0.3648,1,12.2464,0.0
1.5,7,QUKE,EPI,-5.738,91.37753349,0,0.0,7.0,-18902.0,-18895.0,0.0,62.0,18964.0,0,277.9,0,0,0,0.5071,1,2020,October,7.4975,7.7635,0.266,1,7.2064,0.0
