individual,sample,round,spp,model,mpa,lfm,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start_temp,temp_max,ignition_temp,prop_new,sample_wt,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,lfm_outliers_out,lfm_n_as_imputed,gr,precip_2month,precip_2mo,season,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,flam_index,max_mpa_sample
2019_December_CEME_4,4,1,CEME,EPI,0.58,96.18380062,0,10.25,13,56,69,6,119,60,1,279.3,343.2,277.85,100,0.576,1,2019_December,2019,December,0.2568,0.5038,0.247,St. Marys,96.18380062,96.18380062,"(90,100]",2019_December,3.69,Wet,hydrated,"(95,100]","(90,100]","(80,100]",63.89999999999998,0.5097260817784834,0.9618380062,6.979591238445601,-0.043
2019_December_CEME_5,5,1,CEME,EPI,0.25,120.9012994,0,10.25,3,60,63,6,171,104,1,283.6,312.3,277.85,100,0.512,1,2019_December,2019,December,0.3617,0.799,0.4373,St. Marys,120.9012994,120.9012994,"(120,130]",2019_December,3.69,Wet,hydrated,"(120,125]","(120,130]","(120,140]",28.69999999999999,0.4526908635794744,1.209012994,7.220333209970354,-0.043
2019_December_CEME_8,8,1,CEME,EPI,0.317,166.37631662564598,0,10.25,9,27,36,6,128,93,1,265.3,296.95000000000005,277.85,100,0.584,1,2019_December,2019,December,0.1522,0.4932,0.341,St. Marys,NA,166.37631662564598,"(220,230]",2019_December,3.69,Wet,hydrated,"(220,225]","(220,230]","(220,240]",23.09999999999999,0.3085969180859692,1.6637631662564598,9.040789252376594,-0.043
2019_December_CEME_5,5,2,CEME,EPI,1.92,123.7289451,0,5,9,40,49,1,113,72,1,276.7,283,277.85,100,0.616,1,2019_December,2019,December,0.6442,1.4412,0.797,St. Marys,123.7289451,123.7289451,"(120,130]",2019_December,3.69,Wet,hydrated,"(120,125]","(120,130]","(120,140]",6.300000000000011,0.44698862059394945,1.237289451,7.071740845122855,-0.043
2019_December_CEME_6,6,2,CEME,EPI,1.39,158.7018545,0,9,30,44,74,4,163,115,1,274.5,307.6,277.85,100,0.665,1,2019_December,2019,December,0.2804,0.7254,0.445,St. Marys,158.7018545,158.7018545,"(150,160]",2019_December,3.69,Wet,hydrated,"(155,160]","(150,160]","(140,160]",33.10000000000002,0.3865453542872897,1.587018545,6.635368338259195,-0.043
2019_December_CEME_9,9,2,CEME,EPI,1.01,155.0548129080762,0,15,24,33,57,9,149,107,1,276.4,261.9,277.85,100,0.669,1,2019_December,2019,December,0.1943,0.5443,0.35,St. Marys,NA,155.0548129080762,"(180,190]",2019_December,3.69,Wet,hydrated,"(180,185]","(180,190]","(180,200]",-14.5,0.3569722579459857,1.550548129080762,8.143583494065025,-0.043
2019_December_CEME_4,4,3,CEME,EPI,2.98,147.9640844,0,13,23,32,55,12,114,70,1,265.7,273.6,277.85,100,0.56,1,2019_December,2019,December,0.2395,0.5938,0.3543,St. Marys,147.9640844,147.9640844,"(140,150]",2019_December,3.69,Wet,hydrated,"(145,150]","(140,150]","(140,160]",7.900000000000034,0.40333445604580664,1.479640844,7.996621510111008,-0.043
2019_December_CEME_6,6,3,CEME,EPI,2.37,170.2711981,0,3,26,34,60,3,132,95,1,259.7,260.4,277.85,NA,0.647,1,2019_December,2019,December,0.2913,0.7873,0.496,St. Marys,170.2711981,170.2711981,"(170,180]",2019_December,3.69,Wet,hydrated,"(170,175]","(170,180]","(160,180]",0.6999999999999886,0.3699987298361488,1.702711981,6.173713404422584,-0.043
2019_December_CEME_6,6,3,CEME,EPI,2.37,170.2711981,0,13,27,18,45,3,103,82,1,265.2,297.1,277.85,100,0.647,1,2019_December,2019,December,0.2913,0.7873,0.496,St. Marys,170.2711981,170.2711981,"(170,180]",2019_December,3.69,Wet,hydrated,"(170,175]","(170,180]","(160,180]",31.90000000000003,0.3699987298361488,1.702711981,8.665235348749052,-0.043
2019_December_CEME_9,9,3,CEME,EPI,2.152,167.22579536331662,0,13,19,27,46,5,157,125,1,274.2,276.8,277.85,100,0.623,1,2019_December,2019,December,0.2211,0.6467,0.4256,St. Marys,NA,167.22579536331662,"(190,200]",2019_December,3.69,Wet,hydrated,"(190,195]","(190,200]","(180,200]",2.6000000000000227,0.3418895933199319,1.6722579536331663,8.588087598136973,-0.043
2019_December_CEME_4,4,4,CEME,EPI,8.87,77.59403372,0,13,12,33,45,10,150,107,1,267.4,288.6,277.85,100,0.573,1,2019_December,2019,December,0.3084,0.5477,0.2393,St. Marys,77.59403372,77.59403372,"(70,80]",2019_December,3.69,Wet,moderate,"(75,80]","(70,80]","(60,80]",21.200000000000045,0.5630819791856857,0.7759403372,8.665235348749052,-0.043
2019_December_CEME_6,6,4,CEME,EPI,10,28.49525435,0,12,13,26,39,5,142,111,1,276.9,282.1,277.85,100,0.532,1,2019_December,2019,December,0.4689,0.6025,0.1336,St. Marys,28.49525435,28.49525435,"(20,30]",2019_December,3.69,Wet,dry,"(25,30]","(20,30]","(20,40]",5.2000000000000455,0.7782572614107883,0.2849525435,9.033331507404863,-0.043
2019_December_CEME_8,8,4,CEME,EPI,3.19,162.6224218483605,0,9,11,35,46,5,103,63,1,258.9,297.2,277.85,100,0.524,1,2019_December,2019,December,0.1892,0.564,0.3748,St. Marys,NA,162.6224218483605,"(190,200]",2019_December,3.69,Wet,hydrated,"(195,200]","(190,200]","(180,200]",38.30000000000001,0.33546099290780146,1.6262242184836049,7.967542329190602,-0.043
2019_December_CEME_4,4,5,CEME,EPI,8.01,74.32401727,0,13,16,41,57,7,148,100,1,269.9,276.9,277.85,100,0.534,1,2019_December,2019,December,0.4401,0.7672,0.3271,St. Marys,74.32401727,74.32401727,"(70,80]",2019_December,3.69,Wet,moderate,"(70,75]","(70,80]","(60,80]",7,0.5736444212721585,0.7432401727,7.885987565588167,-0.043
2019_December_CEME_5,5,5,CEME,EPI,4.74,107.6876144,0,9,38,10,48,7,153,136,1,256.1,291.6,277.85,100,0.667,1,2019_December,2019,December,0.3278,0.6808,0.353,St. Marys,107.6876144,107.6876144,"(100,110]",2019_December,3.69,Wet,hydrated,"(105,110]","(100,110]","(100,120]",35.5,0.4814923619271445,1.076876144,7.831493863764901,-0.043
2019_December_CEME_6,6,5,CEME,EPI,3.752,118.5678601,0,9,32,11,43,8,145,126,1,273.8,285.5,277.85,100,0.594,1,2019_December,2019,December,0.3003,0.6563,0.356,St. Marys,118.5678601,118.5678601,"(110,120]",2019_December,3.69,Wet,hydrated,"(115,120]","(110,120]","(100,120]",11.699999999999989,0.4575651378942557,1.185678601,8.189999955089379,-0.043
2019_December_CEME_7,7,5,CEME,EPI,2.85,222.8744652781568,0,11,11,17,28,9,132,106,1,276.1,285.1,277.85,100,0.566,1,2019_December,2019,December,0.1539,0.7014,0.5475,St. Marys,NA,222.8744652781568,"(350,360]",2019_December,3.69,Wet,hydrated,"(355,360]","(350,360]","(340,360]",9,0.21941830624465355,2.2287446527815677,10.191081621566578,-0.043
2019_December_CEME_8,8,5,CEME,EPI,6.9,122.6254407,0,2,7,46,53,1,129,82,1,272.1,281,277.85,100,0.443,1,2019_December,2019,December,0.3073,0.684,0.3768,St. Marys,122.6254407,122.6254407,"(120,130]",2019_December,3.69,Wet,hydrated,"(120,125]","(120,130]","(120,140]",8.899999999999977,0.4492690058479532,1.226254407,6.281180416249137,-0.043
2019_December_CEME_9,9,5,CEME,EPI,3.36,123.4106208,0,9,16,28,44,10,149,111,1,262.3,289.7,277.85,100,0.506,1,2019_December,2019,December,0.2674,0.5974,0.33,St. Marys,123.4106208,123.4106208,"(120,130]",2019_December,3.69,Wet,hydrated,"(120,125]","(120,130]","(120,140]",27.399999999999977,0.44760629394040846,1.234106208,8.113222544380951,-0.043
2019_December_CEME_4,4,6,CEME,EPI,6.33,83.05626182,0,12,15,29,44,2,106,75,1,275.6,278.5,277.85,100,0.479,1,2019_December,2019,December,0.3835,0.702,0.3185,St. Marys,83.05626182,83.05626182,"(80,90]",2019_December,3.69,Wet,moderate,"(80,85]","(80,90]","(80,100]",2.8999999999999773,0.5462962962962964,0.8305626182,8.59505855350578,-0.043
2019_December_CEME_5,5,6,CEME,EPI,8.77,68.22791427,0,12,20,20,40,11,149,118,1,267.2,277.7,277.85,100,0.6,1,2019_December,2019,December,0.4783,0.8046,0.3263,St. Marys,68.22791427,68.22791427,"(60,70]",2019_December,3.69,Wet,moderate,"(65,70]","(60,70]","(60,80]",10.5,0.594456872980363,0.6822791427,8.938998471613253,-0.043
2019_December_CEME_6,6,6,CEME,EPI,7.59,75.76363879,M,19,14,19,33,7,135,109,1,275.8,294.9,277.85,100,0.584,1,2019_December,2019,December,0.3749,0.6589,0.284,St. Marys,75.76363879,75.76363879,"(70,80]",2019_December,3.69,Wet,moderate,"(75,80]","(70,80]","(60,80]",19.09999999999997,0.5689786006981332,0.7576363879,10.762573167409272,-0.043
2019_December_CEME_9,9,6,CEME,EPI,4.61,112.8454819,0,4,15,26,41,13,150,111,1,275.5,284.2,277.85,100,0.536,1,2019_December,2019,December,0.3492,0.7432,0.394,St. Marys,112.8454819,112.8454819,"(110,120]",2019_December,3.69,Wet,hydrated,"(110,115]","(110,120]","(100,120]",8.699999999999989,0.46986006458557594,1.128454819,7.4005408393421375,-0.043
2019_December_CEME_1,1,7,CEME,EPI,1.19,101.4208107,Missing lower video,10.25,17,18,35,14,106,74,1,269.3,292.1,277.85,100,0.48,1,2019_December,2019,December,0.4786,0.964,0.4854,St. Marys,101.4208107,101.4208107,"(100,110]",2019_December,3.69,Wet,hydrated,"(100,105]","(100,110]","(100,120]",22.80000000000001,0.4964730290456432,1.014208107,9.1479583995124,-0.043
2019_December_CEME_2,2,7,CEME,EPI,0.56,114.5088018,Missing lower video,10.25,26,24,50,6,131,101,1,271.8,267.4,277.85,100,0.453,1,2019_December,2019,December,0.7044,1.511,0.8066,St. Marys,114.5088018,114.5088018,"(110,120]",2019_December,3.69,Wet,hydrated,"(110,115]","(110,120]","(100,120]",-4.400000000000034,0.4661813368630046,1.145088018,7.900509526851619,-0.043
2019_December_CEME_4,4,7,CEME,EPI,6.98,71.96629977,0,11,12,21,33,14,125,90,1,264.3,281.7,277.85,100,0.556,1,2019_December,2019,December,0.368,0.6328,0.2648,St. Marys,71.96629977,71.96629977,"(70,80]",2019_December,3.69,Wet,moderate,"(70,75]","(70,80]","(60,80]",17.399999999999977,0.5815423514538558,0.7196629977000001,9.511531209374205,-0.043
2019_December_CEME_5,5,7,CEME,EPI,5.69,87.08450877,0,4,19,23,42,13,92,56,1,272.4,267.3,277.85,100,0.602,1,2019_December,2019,December,0.4077,0.7627,0.355,St. Marys,87.08450877,87.08450877,"(80,90]",2019_December,3.69,Wet,moderate,"(85,90]","(80,90]","(80,100]",-5.099999999999966,0.5345483151960141,0.8708450877,7.327378263818746,-0.043
2019_December_CEME_6,6,7,CEME,EPI,7.09,79.50880308,0,12,24,26,50,4,139,109,1,276.2,269.8,277.85,100,0.597,1,2019_December,2019,December,0.338,0.6067,0.2687,St. Marys,79.50880308,79.50880308,"(70,80]",2019_December,3.69,Wet,moderate,"(75,80]","(70,80]","(60,80]",-6.399999999999977,0.5571122465798583,0.7950880308000001,8.16169425669036,-0.043
2019_December_CEME_7,7,7,CEME,EPI,6.2,91.05380452,0,7,10,19,29,4,120,97,1,252.5,262.8,277.85,100,0.559,1,2019_December,2019,December,0.3141,0.6001,0.286,St. Marys,91.05380452,91.05380452,"(90,100]",2019_December,3.69,Wet,hydrated,"(90,95]","(90,100]","(80,100]",10.300000000000011,0.5234127645392435,0.9105380452,9.236768670577668,-0.043
2019_December_CEME_8,8,7,CEME,EPI,8.78,63.36576989,0,17,11,15,26,8,106,83,1,272.2,303.2,277.85,100,0.564,1,2019_December,2019,December,0.3494,0.5708,0.2214,St. Marys,63.36576989,63.36576989,"(60,70]",2019_December,3.69,Wet,moderate,"(60,65]","(60,70]","(60,80]",31,0.6121233356692362,0.6336576989,11.581838221155682,-0.043
2019_December_CEME_9,9,7,CEME,EPI,6.9,91.62259,0,10.25,20,15,35,12,129,102,1,266.8,278.2,277.85,100,0.747,1,2019_December,2019,December,0.2931,0.5616,0.2685,St. Marys,91.62259,91.62259,"(90,100]",2019_December,3.69,Wet,hydrated,"(90,95]","(90,100]","(80,100]",11.399999999999975,0.5219017094017094,0.9162259,9.1479583995124,-0.043
2019_December_CEME_2,2,8,CEME,EPI,1.52,111.3095238,Missing lower video,10.25,18,29,47,17,187,141,1,278.7,275.7,277.85,100,0.532,1,2019_December,2019,December,0.2688,0.568,0.2992,St. Marys,111.3095238,111.3095238,"(110,120]",2019_December,3.69,Wet,hydrated,"(110,115]","(110,120]","(100,120]",-3,0.47323943661971835,1.113095238,8.099682035931911,-0.043
2019_December_CEME_4,4,8,CEME,EPI,8.77,71.31081299,0,19,12,19,31,9,108,80,1,264.1,271.41,277.85,100,0.6,1,2019_December,2019,December,0.3094,0.53,0.2206,St. Marys,71.31081299,71.31081299,"(70,80]",2019_December,3.69,Wet,moderate,"(70,75]","(70,80]","(60,80]",7.310000000000002,0.5837735849056603,0.7131081299,11.048933671012117,-0.043
2019_December_CEME_5,5,8,CEME,EPI,3.687,162.4141315,0,7,15,29,44,5,115,81,1,271,270.1,277.85,100,0.555,1,2019_December,2019,December,0.2038,0.5348,0.331,St. Marys,162.4141315,162.4141315,"(160,170]",2019_December,3.69,Wet,hydrated,"(160,165]","(160,170]","(160,180]",-0.8999999999999773,0.38107703814510097,1.624141315,7.763067065971377,-0.043
2019_December_CEME_6,6,8,CEME,EPI,8.49,81.00460976,0,9,15,18,33,16,109,75,1,270.6,306.6,277.85,100,0.617,1,2019_December,2019,December,0.3146,0.5694,0.2548,St. Marys,81.00460976,81.00460976,"(80,90]",2019_December,3.69,Wet,moderate,"(80,85]","(80,90]","(80,100]",36,0.5525114155251141,0.8100460975999999,9.14338978036985,-0.043
2019_December_CEME_7,7,8,CEME,EPI,4.59,124.1890639,0,13,20,41,61,4,187,142,1,273.9,276.2,277.85,100,0.691,1,2019_December,2019,December,0.2698,0.6048,0.335,St. Marys,124.1890639,124.1890639,"(120,130]",2019_December,3.69,Wet,hydrated,"(120,125]","(120,130]","(120,140]",2.3000000000000114,0.4460978835978835,1.241890639,7.682782361362539,-0.043
2019_December_CEME_9,9,8,CEME,EPI,5.56,106.570167,0,9,18,17,35,18,126,91,1,253.3,298.4,277.85,100,0.676,1,2019_December,2019,December,0.3012,0.6222,0.321,St. Marys,106.570167,106.570167,"(100,110]",2019_December,3.69,Wet,hydrated,"(105,110]","(100,110]","(100,120]",45.099999999999966,0.4840887174541949,1.06570167,8.92059763172536,-0.043
2019_December_CEME_1,1,9,CEME,EPI,3.15,124.5260664,0,10.5,8,47,55,5,119,67,1,282.3,301.4,277.85,100,0.536,1,2019_December,2019,December,0.1688,0.379,0.2102,St. Marys,124.5260664,124.5260664,"(120,130]",2019_December,3.69,Wet,hydrated,"(120,125]","(120,130]","(120,140]",19.09999999999997,0.4453825857519789,1.245260664,7.6447500268385244,-0.043
2019_December_CEME_2,2,9,CEME,EPI,1.91,105.453982,0,16.5,18,42,60,3,188,143,1,277.6,285.3,277.85,100,0.544,1,2019_December,2019,December,0.3227,0.663,0.3403,St. Marys,105.453982,105.453982,"(100,110]",2019_December,3.69,Wet,hydrated,"(105,110]","(100,110]","(100,120]",7.699999999999989,0.4867269984917043,1.05453982,8.16299266639901,-0.043
2019_December_CEME_3,3,9,CEME,EPI,2.98,100.9497626,0,12.5,9,27,36,4,113,82,1,272.6,272.8,277.85,100,0.564,1,2019_December,2019,December,0.4001,0.804,0.4039,St. Marys,100.9497626,100.9497626,"(100,110]",2019_December,3.69,Wet,hydrated,"(100,105]","(100,110]","(100,120]",0.19999999999998863,0.497636815920398,1.009497626,9.42187758981021,-0.043
2019_December_CEME_5,5,9,CEME,EPI,6.59,83.0859028,0,11,17,24,41,5,138,109,1,268.5,291.1,277.85,100,0.465,1,2019_December,2019,December,0.3941,0.7215,0.3274,St. Marys,83.0859028,83.0859028,"(80,90]",2019_December,3.69,Wet,moderate,"(80,85]","(80,90]","(80,100]",22.600000000000023,0.5462231462231462,0.830859028,8.688449588625312,-0.043
2019_December_CEME_6,6,9,CEME,EPI,5.12,142.3709586,0,5,23,26,49,19,136,91,1,272.4,296.8,277.85,100,0.627,1,2019_December,2019,December,0.1763,0.4273,0.251,St. Marys,142.3709586,142.3709586,"(140,150]",2019_December,3.69,Wet,hydrated,"(140,145]","(140,150]","(140,160]",24.40000000000003,0.41259068570091273,1.423709586,7.071740845122855,-0.043
2019_December_CEME_7,7,9,CEME,EPI,8.801,99.42418426,0,17,17,23,40,10,168,135,1,263.1,263.6,277.85,100,0.516,1,2019_December,2019,December,0.2605,0.5195,0.259,St. Marys,99.42418426,99.42418426,"(90,100]",2019_December,3.69,Wet,hydrated,"(95,100]","(90,100]","(80,100]",0.5,0.5014436958614052,0.9942418426,9.670643795222402,-0.043
2019_December_CEME_9,9,9,CEME,EPI,7.75,86.00600601,0,10,22,13,35,19,95,63,1,268.6,270.7,277.85,100,0.507,1,2019_December,2019,December,0.2706,0.5033,0.2327,St. Marys,86.00600601,86.00600601,"(80,90]",2019_December,3.69,Wet,moderate,"(85,90]","(80,90]","(80,100]",2.099999999999966,0.5376515000993444,0.8600600600999999,9.103265667349268,-0.043
2019_December_CEME_1,1,10,CEME,EPI,3,75.77052182,0,10,23,17,40,6,106,83,1,265.5,269.6,277.85,100,0.516,1,2019_December,2019,December,0.3277,0.576,0.2483,St. Marys,75.77052182,75.77052182,"(70,80]",2019_December,3.69,Wet,moderate,"(75,80]","(70,80]","(60,80]",4.100000000000023,0.5689236111111111,0.7577052182,8.610664711323876,-0.043
2019_December_CEME_2,2,10,CEME,EPI,3.07,94.79733817,0,16,30,25,55,4,93,64,1,262.1,276.1,277.85,100,0.454,1,2019_December,2019,December,0.4959,0.966,0.4701,St. Marys,94.79733817,94.79733817,"(90,100]",2019_December,3.69,Wet,hydrated,"(90,95]","(90,100]","(80,100]",14,0.5133540372670807,0.9479733817,8.382214707664284,-0.043
2019_December_CEME_4,4,10,CEME,EPI,3.98,48.88321634,0,13,12,13,25,8,87,66,1,284.5,288.1,277.85,100,0.489,1,2019_December,2019,December,0.3918,0.5833,0.1915,St. Marys,48.88321634,48.88321634,"(40,50]",2019_December,3.69,Wet,dry,"(45,50]","(40,50]","(40,60]",3.6000000000000227,0.6716955254585976,0.4888321634,11.072245167846011,-0.043
2019_December_CEME_5,5,10,CEME,EPI,9.57,75.72192513,0,10.25,9,26,35,3,110,81,1,276.2,303.8,277.85,100,0.595,1,2019_December,2019,December,0.2805,0.4929,0.2124,St. Marys,75.72192513,75.72192513,"(70,80]",2019_December,3.69,Wet,moderate,"(75,80]","(70,80]","(60,80]",27.600000000000023,0.5690809494826538,0.7572192513,9.1479583995124,-0.043
2019_December_CEME_5,5,10,CEME,EPI,9.57,75.72192513,0,16,12,20,32,6,114,88,1,271,279.1,277.85,100,0.595,1,2019_December,2019,December,0.2805,0.4929,0.2124,St. Marys,75.72192513,75.72192513,"(70,80]",2019_December,3.69,Wet,moderate,"(75,80]","(70,80]","(60,80]",8.100000000000023,0.5690809494826538,0.7572192513,10.465090013155626,-0.043
2019_December_CEME_6,6,10,CEME,EPI,6.57,116.3649147,0,6,6,33,39,11,118,74,1,249.4,260.6,277.85,100,0.542,1,2019_December,2019,December,0.2845,0.6155,0.331,St. Marys,116.3649147,116.3649147,"(110,120]",2019_December,3.69,Wet,hydrated,"(115,120]","(110,120]","(100,120]",11.200000000000015,0.4622258326563768,1.163649147,7.96492168730295,-0.043
2019_December_CEME_7,7,10,CEME,EPI,10.01,67.07430054,0,11,15,12,27,16,110,82,1,265.8,267.7,277.85,100,0.389,1,2019_December,2019,December,0.2699,0.4509,0.181,St. Marys,67.07430054,67.07430054,"(60,70]",2019_December,3.69,Wet,moderate,"(65,70]","(60,70]","(60,80]",1.8999999999999773,0.5985806165446883,0.6707430054,10.347636273489378,-0.043
2019_December_CEME_8,8,10,CEME,EPI,5.82,151.07244342950798,0,10,10,20,30,3,70,47,1,269.4,284.6,277.85,100,0.23,1,2019_December,2019,December,0.1721,0.4911,0.319,St. Marys,NA,151.07244342950798,"(180,190]",2019_December,3.69,Wet,hydrated,"(185,190]","(180,190]","(180,200]",15.200000000000044,0.35043779271024234,1.51072443429508,9.711772730674754,-0.043
2019_December_CEME_9,9,10,CEME,EPI,6.26,100.1364038,0,3,4,44,48,4,123,75,1,252.4,257.4,277.85,100,0.581,1,2019_December,2019,December,0.3116,0.6236,0.312,St. Marys,100.1364038,100.1364038,"(100,110]",2019_December,3.69,Wet,hydrated,"(100,105]","(100,110]","(100,120]",4.999999999999972,0.4996792815907633,1.001364038,6.740629235866347,-0.043
2019_December_CEME_1,1,11,CEME,EPI,5.4,84.29945412,0,11,18,26,44,7,102,69,1,276.1,291.3,277.85,100,0.588,1,2019_December,2019,December,0.3847,0.709,0.3243,St. Marys,84.29945412,84.29945412,"(80,90]",2019_December,3.69,Wet,moderate,"(80,85]","(80,90]","(80,100]",15.199999999999989,0.5425952045133992,0.8429945412,8.439886223067296,-0.043
2019_December_CEME_2,2,11,CEME,EPI,3.42,67.99722319,0,10.5,21,23,44,6,84,55,1,263.3,302.6,277.85,100,0.47,1,2019_December,2019,December,0.2881,0.484,0.1959,St. Marys,67.99722319,67.99722319,"(60,70]",2019_December,3.69,Wet,moderate,"(65,70]","(60,70]","(60,80]",39.30000000000001,0.5952479338842975,0.6799722319,8.36030695583124,-0.043
2019_December_CEME_3,3,11,CEME,EPI,5.42,85.04726439,0,7,27,15,42,10,164,139,1,268.7,365.1,277.85,100,0.597,1,2019_December,2019,December,0.3491,0.646,0.2969,St. Marys,85.04726439,85.04726439,"(80,90]",2019_December,3.69,Wet,moderate,"(85,90]","(80,90]","(80,100]",96.40000000000003,0.5404024767801858,0.8504726439,7.912690592799905,-0.043
2019_December_CEME_4,4,11,CEME,EPI,6.48,136.6424986,0,7,13,36,49,2,130,92,1,256.4,253.2,277.85,100,0.462,1,2019_December,2019,December,0.1793,0.4243,0.245,St. Marys,136.6424986,136.6424986,"(130,140]",2019_December,3.69,Wet,hydrated,"(135,140]","(130,140]","(120,140]",-3.1999999999999886,0.42257836436483615,1.3664249860000002,7.431584049217116,-0.043
2019_December_CEME_5,5,11,CEME,EPI,0.3,78.02367473,missing flam weight,10.25,9,26,35,6,110,81,1,276.2,303.8,277.85,100,0.584,1,2019_December,2019,December,0.2915,0.5189,0.2274,St. Marys,78.02367473,78.02367473,"(70,80]",2019_December,3.69,Wet,moderate,"(75,80]","(70,80]","(60,80]",27.600000000000023,0.5617652726922335,0.7802367472999999,9.1479583995124,-0.043
2019_December_CEME_8,8,11,CEME,EPI,10,65.98465473,0,1,10,15,25,1,107,91,1,279,275.6,277.85,100,0.296,1,2019_December,2019,December,0.2933,0.4868,0.1935,St. Marys,65.98465473,65.98465473,"(60,70]",2019_December,3.69,Wet,moderate,"(65,70]","(60,70]","(60,80]",-3.3999999999999773,0.602506162695152,0.6598465473,8.29087761131733,-0.043
