individual_round,individual_epi,sample_epi,round_epi,spp_epi,model_epi,mpa_epi,lfm_notes_epi,fh_epi,ttfg_epi,gti_epi,tti_epi,fd_epi,gd_epi,pfg_epi,ignition_epi,start_temp_epi,temp_max_epi,ignition_temp_epi,prop_new_epi,sample_wt_epi,glow_epi,year_month_epi,year_epi,month_epi,dry_wt_epi,fresh_wt_epi,water_wt_epi,site_epi,lfm_outliers_out_epi,lfm_n_as_imputed_epi,gr_epi,precip_2month_epi,precip_2mo_epi,season_epi,ignition_no_double_epi,hydration_epi,bins5lfm_epi,bins10lfm_epi,bins20lfm_epi,temp_change_epi,gdw_gfw_epi,gww_gdw_epi,gdw_gww_epi,flam_index_epi,max_mpa_sample_epi,lfm_epi,location_epi,dw_flam_sample_epi,individual_hp,sample_hp,round_hp,spp_hp,model_hp,mpa_hp,lfm_notes_hp,fh_hp,ttfg_hp,gti_hp,tti_hp,fd_hp,gd_hp,pfg_hp,ignition_hp,start_temp_hp,temp_max_hp,ignition_temp_hp,prop_new_hp,sample_wt_hp,glow_hp,year_month_hp,year_hp,month_hp,dry_wt_hp,fresh_wt_hp,water_wt_hp,site_hp,lfm_outliers_out_hp,lfm_n_as_imputed_hp,gr_hp,precip_2month_hp,precip_2mo_hp,season_hp,ignition_no_double_hp,hydration_hp,bins5lfm_hp,bins10lfm_hp,bins20lfm_hp,temp_change_hp,gdw_gfw_hp,gww_gdw_hp,gdw_gww_hp,flam_index_hp,max_mpa_sample_hp,lfm_hp,location_hp,dw_flam_sample_hp,ww_flam_sample_epi,ww_flam_sample_hp
2020_October_CECO_1.3_5,2020_October_CECO_1.3,1.3,5,CECO,EPI,-4.884,0,4,8,27,35,9,106,70,1,272.7,315.4,258.7,NA,0.4575,1,2020_October,2020,October,7.5218,7.7357,0.2139,1,71.73038229,71.73038229,"(70,80]",2020_October,0.61,Dry,1,moderate,"(70,75]","(70,80]","(60,80]",42.69999999999999,0.9723489794071642,0.7173038228999999,35.16503038803179,12.168012252516151,-0.046,71.73038229,seki,0.2664059754012675,2020_October_CECO_1.3,1.3,5,CECO,HP,-4.884,0,25,2,315,317,17,433,101,2,229.2,245,244.5,NA,2.5169,1,2020_October,2020,October,7.5218,7.7357,0.2139,1,71.73038229,71.73038229,"(70,80]",2020_October,0.61,Dry,NA,moderate,"(70,75]","(70,80]","(60,80]",15.800000000000011,0.9723489794071642,0.7173038228999999,35.16503038803179,20.731031031262464,-0.046,71.73038229,seki,1.465611364999891,0.19109402459873254,1.0512886350001092
2020_October_CECO_1.3_6,2020_October_CECO_1.3,1.3,6,CECO,EPI,-6.513,0,14.5,7,12,19,9,96,75,1,284,381.7,267.5,NA,0.5044,1,2020_October,2020,October,7.5998,7.8373,0.2375,1,59.03554561,59.03554561,"(50,60]",2020_October,0.61,Dry,1,dry,"(55,60]","(50,60]","(40,60]",97.7,0.9696961963941664,0.5903554561,31.999157894736843,19.663160828387714,-0.046,59.03554561,seki,0.3171618005681139,2020_October_CECO_1.3,1.3,6,CECO,HP,-6.513,0,19,94.5,0.5,403,9,417.5,101.5,2,237.9,278.4,276.7,NA,2.473,0,2020_October,2020,October,7.5998,7.8373,0.2375,1,59.03554561,59.03554561,"(50,60]",2020_October,0.61,Dry,NA,dry,"(55,60]","(50,60]","(40,60]",40.49999999999997,0.9696961963941664,0.5903554561,31.999157894736843,17.03106583508556,-0.046,59.03554561,seki,1.5549982807393847,0.18723819943188608,0.9180017192606151
2020_October_CECO_1.3_7,2020_October_CECO_1.3,1.3,7,CECO,EPI,-8,0,7.5,7,24,31,20,149,105,1,280.1,343.4,263.1,NA,0.5655,1,2020_October,2020,October,12.4963,12.6664,0.1701,1,51.81236674,51.81236674,"(50,60]",2020_October,0.61,Dry,1,dry,"(50,55]","(50,60]","(40,60]",63.299999999999955,0.9865707699109455,0.5181236674,73.4644326866549,14.151527316484216,-0.046,51.81236674,seki,0.37249929774726337,2020_October_CECO_1.3,1.3,7,CECO,HP,-8,0,16.3,210,179,389,8,292,105,2,231.8,258,234.8,NA,1.5524,1,2020_October,2020,October,12.4963,12.6664,0.1701,1,51.81236674,51.81236674,"(50,60]",2020_October,0.61,Dry,NA,dry,"(50,55]","(50,60]","(40,60]",26.19999999999999,0.9865707699109455,0.5181236674,73.4644326866549,16.763164164456395,-0.046,51.81236674,seki,1.0225780898724166,0.19300070225273663,0.5298219101275834
2020_October_CECO_1.4_1,2020_October_CECO_1.4,1.4,1,CECO,EPI,-0.384,0,1,14,27,35,5,142,82,1,274.1,330.8,289.7,NA,0.4912,1,2020_October,2020,October,7.5047,7.8876,0.3829,1,130.4599659,130.4599659,"(130,140]",2020_October,0.61,Dry,1,hydrated,"(130,135]","(130,140]","(120,140]",56.69999999999999,0.9514554490592829,1.304599659,19.599634369287017,10.802341788075076,-0.046,130.4599659,seki,0.2131389710493748,2020_October_CECO_1.4,1.4,1,CECO,HP,-0.384,0,15,224,266,490,9,403,128,2,286.1,316.8,313.6,NA,1.5,1,2020_October,2020,October,7.5047,7.8876,0.3829,1,130.4599659,130.4599659,"(130,140]",2020_October,0.61,Dry,NA,hydrated,"(130,135]","(130,140]","(120,140]",30.69999999999999,0.9514554490592829,1.304599659,19.599634369287017,14.657193749851547,-0.046,130.4599659,seki,0.6508722650123415,0.27806102895062523,0.8491277349876585
2020_October_CECO_1.4_5,2020_October_CECO_1.4,1.4,5,CECO,EPI,-5.098,0,7.3,13,18,31,14,115,83,1,270,304.2,281.5,NA,0.5185,1,2020_October,2020,October,7.6504,7.9528,0.3024,1,68.15415822,68.15415822,"(60,70]",2020_October,0.61,Dry,1,moderate,"(65,70]","(60,70]","(60,80]",34.19999999999999,0.9619756563725984,0.6815415821999999,25.2989417989418,14.07632841151894,-0.046,68.15415822,seki,0.3083480096410309,2020_October_CECO_1.4,1.4,5,CECO,HP,-5.098,0,26,17,431,448,5,521,85,2,255.3,252.5,250.4,NA,1.0724,1,2020_October,2020,October,7.6504,7.9528,0.3024,1,68.15415822,68.15415822,"(60,70]",2020_October,0.61,Dry,NA,moderate,"(65,70]","(60,70]","(60,80]",-2.8000000000000114,0.9619756563725984,0.6815415821999999,25.2989417989418,17.38998969913578,-0.046,68.15415822,seki,0.637748130258518,0.2101519903589691,0.43465186974148207
2020_October_CECO_1.4_7,2020_October_CECO_1.4,1.4,7,CECO,EPI,-6.632,0,8,9,27,36,9,172,136,1,278.6,287.9,259.2,NA,0.5997,1,2020_October,2020,October,12.702,12.9552,0.2532,1,61.47123088,61.47123088,"(60,70]",2020_October,0.61,Dry,1,moderate,"(60,65]","(60,70]","(60,80]",9.299999999999956,0.9804557243423491,0.6147123088,50.165876777251185,13.565033204494224,-0.046,61.47123088,seki,0.3713974289609998,2020_October_CECO_1.4,1.4,7,CECO,HP,-6.632,0,16,94.5,377,377,5,731,101.5,2,257.6,241.5,248.3,NA,1.9293,1,2020_October,2020,October,12.702,12.9552,0.2532,1,61.47123088,61.47123088,"(60,70]",2020_October,0.61,Dry,NA,moderate,"(60,65]","(60,70]","(60,80]",-16.100000000000023,0.9804557243423491,0.6147123088,50.165876777251185,16.976325957532985,-0.046,61.47123088,seki,1.1948258457469683,0.2283025710390002,0.7344741542530318
2020_October_CECO_1.5_3,2020_October_CECO_1.5,1.5,3,CECO,EPI,-3.267,0,10.3,10,32,42,12,155,111,1,265,373.4,281.3,NA,0.5545,1,2020_October,2020,October,12.5217,12.8366,0.3149,1,90.80161476,90.80161476,"(90,100]",2020_October,0.61,Dry,1,hydrated,"(90,95]","(90,100]","(80,100]",108.39999999999998,0.975468582023277,0.9080161476,39.7640520800254,13.540738657015774,-0.046,90.80161476,seki,0.29061598912434694,2020_October_CECO_1.5,1.5,3,CECO,HP,-3.267,0,14,381,0.5,381,9,214,205,2,225.6,280.7,284.4,NA,1.4539,0,2020_October,2020,October,12.5217,12.8366,0.3149,1,90.80161476,90.80161476,"(90,100]",2020_October,0.61,Dry,NA,hydrated,"(90,95]","(90,100]","(80,100]",55.099999999999994,0.975468582023277,0.9080161476,39.7640520800254,16.40917588288983,-0.046,90.80161476,seki,0.7619956475886168,0.26388401087565305,0.69190435241138315
2020_October_CECO_1.5_5,2020_October_CECO_1.5,1.5,5,CECO,EPI,-4.495,0,4,10,27,37,3,102,72,1,272.1,302.3,294.5,NA,0.338,1,2020_October,2020,October,7.574,7.7455,0.1715,1,64.86384266,64.86384266,"(60,70]",2020_October,0.61,Dry,1,moderate,"(60,65]","(60,70]","(60,80]",30.19999999999999,0.9778581111613195,0.6486384266,44.16326530612245,11.922193823172393,-0.046,64.86384266,seki,0.20501766460524645,2020_October_CECO_1.5,1.5,5,CECO,HP,-4.495,0,16,15,398,413,11,526,117,2,254.8,274.5,276.6,NA,1.2642,1,2020_October,2020,October,7.574,7.7455,0.1715,1,64.86384266,64.86384266,"(60,70]",2020_October,0.61,Dry,NA,moderate,"(60,65]","(60,70]","(60,80]",19.69999999999999,0.9778581111613195,0.6486384266,44.16326530612245,16.180846669324602,-0.046,64.86384266,seki,0.7668145905146525,0.13298233539475357,0.4973854094853475
2020_October_CECO_1.5_8,2020_October_CECO_1.5,1.5,8,CECO,EPI,-8,0,15,11,27,38,10,217,180,1,287.9,315.4,278.85,NA,0.5497,1,2020_October,2020,October,7.6737,7.9116,0.2379,1,50,50,"(40,50]",2020_October,0.61,Dry,1,dry,"(45,50]","(40,50]","(40,60]",139.90000000000003,0.9699302290307903,0.5,32.25598991172762,15.341510906358504,-0.046,50,seki,0.3664666666666666,2020_October_CECO_1.5,1.5,8,CECO,HP,-8,0,25,16,0.5,16,12,398,101.5,2,223.9,240.3,238.3,NA,1.6316,0,2020_October,2020,October,7.6737,7.9116,0.2379,1,50,50,"(40,50]",2020_October,0.61,Dry,NA,dry,"(45,50]","(40,50]","(40,60]",16.400000000000006,0.9699302290307903,0.5,32.25598991172762,150.9422696574568,-0.046,50,seki,1.0877333333333332,0.18323333333333336,0.5438666666666667
2020_October_CECO_1.6_2,2020_October_CECO_1.6,1.6,2,CECO,EPI,-0.73,0,7,11,10,21,4,138,124,1,267.9,279.2,252,NA,0.5065,1,2020_October,2020,October,7.5927,7.9354,0.3427,1,105.0582465,105.0582465,"(100,110]",2020_October,0.61,Dry,1,hydrated,"(105,110]","(100,110]","(100,120]",11.300000000000011,0.9568137712024599,1.050582465,22.155529617741465,16.137724855093985,-0.046,105.0582465,seki,0.2470029899529059,2020_October_CECO_1.6,1.6,2,CECO,HP,-0.73,0,31,49,405,454,7,525,113,2,252.5,323.4,294,NA,2.1622,1,2020_October,2020,October,7.5927,7.9354,0.3427,1,105.0582465,105.0582465,"(100,110]",2020_October,0.61,Dry,NA,hydrated,"(105,110]","(100,110]","(100,120]",70.89999999999998,0.9568137712024599,1.050582465,22.155529617741465,18.045117209403376,-0.046,105.0582465,seki,1.0544321122925433,0.259497010047094,1.1077678877074566
2020_October_CECO_1.6_3,2020_October_CECO_1.6,1.6,3,CECO,EPI,-1.841,0,2.8,9,26,35,1,94,67,1,276.4,299.8,291.8,NA,0.4957,1,2020_October,2020,October,12.2821,12.3738,0.0917,1,57.74559194,57.74559194,"(50,60]",2020_October,0.61,Dry,1,dry,"(55,60]","(50,60]","(40,60]",23.40000000000003,0.9925891803649647,0.5774559194,133.93784078516902,11.645861871858363,-0.046,57.74559194,seki,0.3142401596797355,2020_October_CECO_1.6,1.6,3,CECO,HP,-1.841,0,6,6,364,370,5,450,81,2,298.9,298.2,298.2,NA,0.9363,1,2020_October,2020,October,12.2821,12.3738,0.0917,1,57.74559194,57.74559194,"(50,60]",2020_October,0.61,Dry,NA,dry,"(55,60]","(50,60]","(40,60]",-0.6999999999999886,0.9925891803649647,0.5774559194,133.93784078516902,14.467494112718464,-0.046,57.74559194,seki,0.5935506586809287,0.18145984032026446,0.3427493413190713
2020_October_CECO_1.6_5,2020_October_CECO_1.6,1.6,5,CECO,EPI,-4.08,0,0.5,14,27,35,4,171,106,1,278.2,296.9,295.6,NA,0.4601,1,2020_October,2020,October,7.4486,7.6253,0.1767,1,83.7044055,83.7044055,"(80,90]",2020_October,0.61,Dry,1,moderate,"(80,85]","(80,90]","(80,100]",18.69999999999999,0.9768271412272304,0.8370440549999999,42.153933220147145,10.554308225147858,-0.046,83.7044055,seki,0.2504567044800676,2020_October_CECO_1.6,1.6,5,CECO,HP,-4.08,0,10,12,403,415,10,494,81,2,255.4,247.4,244.6,NA,1.224,1,2020_October,2020,October,7.4486,7.6253,0.1767,1,83.7044055,83.7044055,"(80,90]",2020_October,0.61,Dry,NA,moderate,"(80,85]","(80,90]","(80,100]",-8,0.9768271412272304,0.8370440549999999,42.153933220147145,14.711204706846097,-0.046,83.7044055,seki,0.6662877771867045,0.20964329551993238,0.5577122228132955
2020_October_CECO_1.6_6,2020_October_CECO_1.6,1.6,6,CECO,EPI,-9,0,20,5,17,22,7,81,57,1,277.9,347.7,264.6,NA,0.4845,1,2020_October,2020,October,7.5101,7.6603,0.1502,1,57.43785851,57.43785851,"(50,60]",2020_October,0.61,Dry,1,dry,"(55,60]","(50,60]","(40,60]",69.80000000000001,0.9803924128297847,0.5743785851,50.00066577896139,20.18130413381635,-0.046,57.43785851,seki,0.307740466356271,2020_October_CECO_1.6,1.6,6,CECO,HP,-9,0,12,10,469,479,8,538,61,2,271.1,271.4,271.6,NA,0.9221,1,2020_October,2020,October,7.5101,7.6603,0.1502,1,57.43785851,57.43785851,"(50,60]",2020_October,0.61,Dry,NA,dry,"(55,60]","(50,60]","(40,60]",0.2999999999999545,0.9803924128297847,0.5743785851,50.00066577896139,14.162437154220138,-0.046,57.43785851,seki,0.5856914015007585,0.17675953364372898,0.33640859849924154
2020_October_CECO_1.6_7,2020_October_CECO_1.6,1.6,7,CECO,EPI,-5.326,0,7,2,27,35,7,208,130,1,276.9,373.2,306.6,NA,0.6111,1,2020_October,2020,October,12.7826,13.193,0.4104,1,86.60054864,86.60054864,"(80,90]",2020_October,0.61,Dry,1,moderate,"(85,90]","(80,90]","(80,100]",96.3,0.96889259455772,0.8660054864,31.146686159844055,13.348488460386385,-0.046,86.60054864,seki,0.32749099852807373,2020_October_CECO_1.6,1.6,7,CECO,HP,-5.326,0,16,16,370,386,5,452,77,2,247.6,333.3,230.9,NA,1.174,1,2020_October,2020,October,12.7826,13.193,0.4104,1,86.60054864,86.60054864,"(80,90]",2020_October,0.61,Dry,NA,moderate,"(85,90]","(80,90]","(80,100]",85.70000000000002,0.96889259455772,0.8660054864,31.146686159844055,16.763981894087145,-0.046,86.60054864,seki,0.6291514191980995,0.28360900147192625,0.5448485808019005
2020_October_CECO_2.1_1,2020_October_CECO_2.1,2.1,1,CECO,EPI,-0.311,0,9,17,40,57,7,133,86,1,268.9,296.4,290.3,NA,0.504,1,2020_October,2020,October,7.4677,7.7115,0.2438,2,107.4008811,107.4008811,"(100,110]",2020_October,0.61,Dry,1,hydrated,"(105,110]","(100,110]","(100,120]",27.5,0.9683848797250859,1.0740088110000001,30.630434782608695,11.82467824743842,-0.046,107.4008811,seki,0.243007646508981,2020_October_CECO_2.1,2.1,1,CECO,HP,-0.311,0,18,31,144,175,12,217,61,2,253.5,282.1,290.9,NA,1.1957,1,2020_October,2020,October,7.4677,7.7115,0.2438,2,107.4008811,107.4008811,"(100,110]",2020_October,0.61,Dry,NA,hydrated,"(105,110]","(100,110]","(100,120]",28.600000000000023,0.9683848797250859,1.0740088110000001,30.630434782608695,27.823812810261256,-0.046,107.4008811,seki,0.5765163550214059,0.260992353491019,0.6191836449785941
2020_October_CECO_2.1_6,2020_October_CECO_2.1,2.1,6,CECO,EPI,-3.995,0,4,12,10,22,3,124,111,1,271.9,291.7,257.7,NA,0.4205,1,2020_October,2020,October,7.5347,7.7406,0.2059,2,63.10144039,63.10144039,"(60,70]",2020_October,0.61,Dry,1,moderate,"(60,65]","(60,70]","(60,80]",19.80000000000001,0.973399994832442,0.6310144039,36.59397765905779,14.46053630009166,-0.046,63.10144039,seki,0.25781501315654937,2020_October_CECO_2.1,2.1,6,CECO,HP,-3.995,0,19,94,283,377,12,386,91,2,266.6,245.5,243,NA,0.901,1,2020_October,2020,October,7.5347,7.7406,0.2059,2,63.10144039,63.10144039,"(60,70]",2020_October,0.61,Dry,NA,moderate,"(60,65]","(60,70]","(60,80]",-21.100000000000023,0.973399994832442,0.6310144039,36.59397765905779,17.642492676813454,-0.046,63.10144039,seki,0.5524169485233079,0.16268498684345062,0.3485830514766921
2020_October_CECO_2.2_1,2020_October_CECO_2.2,2.2,1,CECO,EPI,-0.199,0,5,6,30,36,12,110,68,1,250.6,294.1,268.1,NA,0.5155,1,2020_October,2020,October,7.4614,7.7623,0.3009,2,113.4615385,113.4615385,"(110,120]",2020_October,0.61,Dry,1,hydrated,"(110,115]","(110,120]","(100,120]",43.50000000000003,0.9612357162181313,1.134615385,24.796942505815885,12.450753064626555,-0.046,113.4615385,seki,0.2414954954519828,2020_October_CECO_2.2,2.2,1,CECO,HP,-0.199,0,26,382,98,480,13,188,77,2,250.8,304.7,307,NA,1.5164,1,2020_October,2020,October,7.4614,7.7623,0.3009,2,113.4615385,113.4615385,"(110,120]",2020_October,0.61,Dry,NA,hydrated,"(110,115]","(110,120]","(100,120]",53.89999999999998,0.9612357162181313,1.134615385,24.796942505815885,16.811270950480036,-0.046,113.4615385,seki,0.7103855854575882,0.27400450454801717,0.8060144145424117
2020_October_CECO_2.2_3,2020_October_CECO_2.2,2.2,3,CECO,EPI,-3.898,0,11,5,32,37,11,68,25,1,272.7,336.7,278.2,NA,0.4106,1,2020_October,2020,October,12.3457,12.4841,0.1384,2,68.0432645,68.0432645,"(60,70]",2020_October,0.61,Dry,1,moderate,"(65,70]","(60,70]","(60,80]",64,0.9889138984788652,0.6804326450000001,89.20303468208094,14.390578667819277,-0.046,68.0432645,seki,0.24434183733677703,2020_October_CECO_2.2,2.2,3,CECO,HP,-3.898,0,10,181,265,446,11,538,262,2,305.3,304.6,304.9,NA,1.5471,1,2020_October,2020,October,12.3457,12.4841,0.1384,2,68.0432645,68.0432645,"(60,70]",2020_October,0.61,Dry,NA,moderate,"(65,70]","(60,70]","(60,80]",-0.6999999999999886,0.9889138984788652,0.6804326450000001,89.20303468208094,14.1833083145188,-0.046,68.0432645,seki,0.9206557636233018,0.166258162663223,0.6264442363766981
2020_October_CECO_2.3_3,2020_October_CECO_2.3,2.3,3,CECO,EPI,-2.983,0,0.5,3,39,42,1,102,62,1,277.4,301.2,297.6,NA,0.5076,1,2020_October,2020,October,12.5409,12.789,0.2481,2,81.45108339,81.45108339,"(80,90]",2020_October,0.61,Dry,1,moderate,"(80,85]","(80,90]","(80,100]",23.80000000000001,0.9806005160684964,0.8145108338999999,50.547762998790816,9.876508614358547,-0.046,81.45108339,seki,0.27974481635306375,2020_October_CECO_2.3,2.3,3,CECO,HP,-2.983,0,14,8,14,22,7,109,88,2,282.9,279,282.2,NA,1.1734,1,2020_October,2020,October,12.5409,12.789,0.2481,2,81.45108339,81.45108339,"(80,90]",2020_October,0.61,Dry,NA,moderate,"(80,85]","(80,90]","(80,100]",-3.8999999999999777,0.9806005160684964,0.8145108338999999,50.547762998790816,110.54588428063666,-0.046,81.45108339,seki,0.6466756649107269,0.2278551836469363,0.5267243350892731
2020_October_CECO_2.3_4,2020_October_CECO_2.3,2.3,4,CECO,EPI,-4.046,0,10.5,9,18,27,5,112,89,1,272.1,291.1,277.5,NA,0.4615,1,2020_October,2020,October,12.4681,12.6459,0.1778,2,73.10855263,73.10855263,"(70,80]",2020_October,0.61,Dry,1,moderate,"(70,75]","(70,80]","(60,80]",19,0.9859401070702758,0.7310855263,70.12429696287964,16.004444365393123,-0.046,73.10855263,seki,0.26659572446798985,2020_October_CECO_2.3,2.3,4,CECO,HP,-4.046,0,3,17,412,429,2,477,63,2,279.2,268.6,268.6,NA,1.1204,1,2020_October,2020,October,12.4681,12.6459,0.1778,2,73.10855263,73.10855263,"(70,80]",2020_October,0.61,Dry,NA,moderate,"(70,75]","(70,80]","(60,80]",-10.599999999999966,0.9859401070702758,0.7310855263,70.12429696287964,12.49645358417355,-0.046,73.10855263,seki,0.6472239429987775,0.19490427553201017,0.47317605700122256
2020_October_CECO_2.4_1,2020_October_CECO_2.4,2.4,1,CECO,EPI,-0.169,0,4,16,25,41,9,81,47,1,267.1,282.5,267.8,NA,0.4337,1,2020_October,2020,October,7.4788,7.7868,0.308,2,123.5459286,123.5459286,"(120,130]",2020_October,0.61,Dry,1,hydrated,"(120,125]","(120,130]","(120,140]",15.399999999999975,0.9604458827759798,1.235459286,24.28181818181818,11.485693808449827,-0.046,123.5459286,seki,0.1940093486453235,2020_October_CECO_2.4,2.4,1,CECO,HP,-0.169,0,11,76,409,485,9,515,97,2,246.9,279.8,288.4,NA,1.5394,1,2020_October,2020,October,7.4788,7.7868,0.308,2,123.5459286,123.5459286,"(120,130]",2020_October,0.61,Dry,NA,hydrated,"(120,125]","(120,130]","(120,140]",32.900000000000006,0.9604458827759798,1.235459286,24.28181818181818,13.848396360021813,-0.046,123.5459286,seki,0.6886280638796658,0.2396906513546765,0.8507719361203343
2020_October_CECO_2.4_5,2020_October_CECO_2.4,2.4,5,CECO,EPI,-4.574,0,6,7,33,40,15,208,160,1,265.9,341.9,264.9,NA,0.5,1,2020_October,2020,October,7.479,7.6657,0.1867,2,80.06003431,80.06003431,"(80,90]",2020_October,0.61,Dry,1,moderate,"(80,85]","(80,90]","(80,100]",76,0.9756447552082653,0.8006003431000001,40.058918050348154,12.3557675460286,-0.046,80.06003431,seki,0.277685163126858,2020_October_CECO_2.4,2.4,5,CECO,HP,-4.574,0,24,41,354,395,2,506,150,2,228.5,278.4,234.7,NA,1.5129,1,2020_October,2020,October,7.479,7.6657,0.1867,2,80.06003431,80.06003431,"(80,90]",2020_October,0.61,Dry,NA,moderate,"(80,85]","(80,90]","(80,100]",49.89999999999998,0.9756447552082653,0.8006003431000001,40.058918050348154,18.189503382427336,-0.046,80.06003431,seki,0.8402197665892468,0.22231483687314202,0.6726802334107531
2020_October_CECO_2.5_4,2020_October_CECO_2.5,2.5,4,CECO,EPI,-1.648,0,8,17,23,40,3,105,79,1,276.4,314.2,303.2,NA,0.4988,1,2020_October,2020,October,12.4462,12.7065,0.2603,2,100.4243827,100.4243827,"(100,110]",2020_October,0.61,Dry,1,hydrated,"(100,105]","(100,110]","(100,120]",37.80000000000001,0.9795144217526462,1.004243827,47.81482904341145,13.053652984483527,-0.046,100.4243827,seki,0.2488719153231051,2020_October_CECO_2.5,2.5,4,CECO,HP,-1.648,0,4,44,557,601,9,730,164,2,266.9,285.2,282.6,NA,1.4876,1,2020_October,2020,October,12.4462,12.7065,0.2603,2,100.4243827,100.4243827,"(100,110]",2020_October,0.61,Dry,NA,hydrated,"(100,105]","(100,110]","(100,120]",18.30000000000001,0.9795144217526462,1.004243827,47.81482904341145,10.926220448301802,-0.046,100.4243827,seki,0.7422250626195892,0.24992808467689492,0.7453749373804108
2020_September_ADFA_1.1_10,2020_September_ADFA_1.1,1.1,10,ADFA,EPI,-6.006,0,12.75,10,22,32,5,118,91,1,267.7,335.7,265.1,NA,0.479,1,2020_September,2020,September,0.2821,0.4895,0.2074,St. Marys,73.52002836,73.52002836,"(70,80]",2020_September,0.01,Dry,1,moderate,"(70,75]","(70,80]","(60,80]",68,0.5763023493360573,0.7352002836,1.3601735776277726,12.206228863077952,-0.043,73.52002836,local,0.2760488253299637,2020_September_ADFA_1.1,1.1,10,ADFA,HP,-6.006,Ignition due to veg touching flame,23,102,33,135,36,196,127,1,220,257.6,231.3,50,2.5316,1,2020_September,2020,September,0.2821,0.4895,0.2074,St. Marys,73.52002836,73.52002836,"(70,80]",2020_September,0.01,Dry,1,moderate,"(70,75]","(70,80]","(60,80]",37.60000000000002,0.5763023493360573,0.7352002836,1.3601735776277726,11.901532314993396,-0.043,73.52002836,local,1.4589670275685516,0.20295117467003626,1.0726329724314485
2020_September_ADFA_1.1_3,2020_September_ADFA_1.1,1.1,3,ADFA,EPI,-3.979,0,11,24,16,40,8,101,77,1,275.1,274.7,258.4,100,0.5415,1,2020_September,2020,September,0.3147,0.5476,0.2329,St. Marys,74.00699078,74.00699078,"(70,80]",2020_September,0.01,Dry,1,moderate,"(70,75]","(70,80]","(60,80]",-0.4000000000000341,0.5746895544192842,0.7400699077999999,1.3512237011592958,10.670965905307668,-0.043,74.00699078,local,0.3111943937267599,2020_September_ADFA_1.1,1.1,3,ADFA,HP,-3.979,0,24,76,13,89,6,81,62,1,291.2,300.2,295.3,50,1.1661,1,2020_September,2020,September,0.3147,0.5476,0.2329,St. Marys,74.00699078,74.00699078,"(70,80]",2020_September,0.01,Dry,1,moderate,"(70,75]","(70,80]","(60,80]",9,0.5746895544192842,0.7400699077999999,1.3512237011592958,15.167348802468569,-0.043,74.00699078,local,0.6701454894271002,0.2303056062732401,0.49595451057289974
2020_September_ADFA_1.2_1,2020_September_ADFA_1.2,1.2,1,ADFA,EPI,-0.713,0,14.5,20,8,28,5,90,77,1,222.3,287.4,208.9,100,0.5253,1,2020_September,2020,September,0.2677,0.5419,0.2742,St. Marys,102.4280911,102.4280911,"(100,110]",2020_September,0.01,Dry,1,hydrated,"(100,105]","(100,110]","(100,120]",65.09999999999997,0.49400258350249115,1.024280911,0.9762946754194018,13.366735215974344,-0.043,102.4280911,local,0.25949955717386103,2020_September_ADFA_1.2,1.2,1,ADFA,HP,-0.713,0,22,20,15,96,10,264,60,1,267.6,289.8,278,NA,2.3384,1,2020_September,2020,September,0.2677,0.5419,0.2742,St. Marys,102.4280911,102.4280911,"(100,110]",2020_September,0.01,Dry,1,hydrated,"(100,105]","(100,110]","(100,120]",22.19999999999999,0.49400258350249115,1.024280911,0.9762946754194018,NA,-0.043,102.4280911,local,1.1551756415293293,0.26580044282613896,1.1832243584706708
2020_September_ADFA_1.2_3,2020_September_ADFA_1.2,1.2,3,ADFA,EPI,-2.444,0,8.5,8,25,33,9,144,110,1,272.3,289.1,260.4,100,0.4543,1,2020_September,2020,September,0.324,0.5668,0.2428,St. Marys,74.9382716,74.9382716,"(70,80]",2020_September,0.01,Dry,1,moderate,"(70,75]","(70,80]","(60,80]",16.80000000000001,0.5716302046577276,0.749382716,1.3344316309719935,10.983396322235892,-0.043,74.9382716,local,0.25969160198333635,2020_September_ADFA_1.2,1.2,3,ADFA,HP,-2.444,0,21,69,42,111,13,161,106,1,280,300.15,290.8,20,2.0713,1,2020_September,2020,September,0.324,0.5668,0.2428,St. Marys,74.9382716,74.9382716,"(70,80]",2020_September,0.01,Dry,1,moderate,"(70,75]","(70,80]","(60,80]",20.149999999999977,0.5716302046577276,0.749382716,1.3344316309719935,12.960295099587622,-0.043,74.9382716,local,1.1840176429409743,0.19460839801666363,0.8872823570590256
2020_September_ADFA_1.3_3,2020_September_ADFA_1.3,1.3,3,ADFA,EPI,-7.005,0,9,10,16,26,10,113,87,1,280,387.7,262.6,40,0.4649,1,2020_September,2020,September,0.3671,0.61,0.2429,St. Marys,66.16725688,66.16725688,"(60,70]",2020_September,0.01,Dry,1,moderate,"(65,70]","(60,70]","(60,80]",107.7,0.6018032786885246,0.6616725687999999,1.5113215314944421,12.367007178015996,-0.043,66.16725688,local,0.279778344259323,2020_September_ADFA_1.3,1.3,3,ADFA,HP,-7.005,0,28,42,19,61,14,176,89,1,280,274.1,270,NA,1.6334,1,2020_September,2020,September,0.3671,0.61,0.2429,St. Marys,66.16725688,66.16725688,"(60,70]",2020_September,0.01,Dry,1,moderate,"(65,70]","(60,70]","(60,80]",-5.899999999999977,0.6018032786885246,0.6616725687999999,1.5113215314944421,19.729250800995136,-0.043,66.16725688,local,0.9829854753993938,0.18512165574067696,0.6504145246006061
