individual_round,individual_epi,sample_epi,round_epi,spp_epi,model_epi,mpa_epi,lfm_epi,lfm_notes_epi,fh_epi,ttfg_epi,gti_epi,tti_epi,fd_epi,gd_epi,pfg_epi,ignition_epi,start_temp_epi,temp_max_epi,ignition_temp_epi,prop_new_epi,sample_wt_epi,glow_epi,year_month_epi,year_epi,month_epi,dry_wt_epi,fresh_wt_epi,water_wt_epi,site_epi,location_epi,individual_hp,sample_hp,round_hp,spp_hp,model_hp,mpa_hp,lfm_hp,lfm_notes_hp,fh_hp,ttfg_hp,gti_hp,tti_hp,fd_hp,gd_hp,pfg_hp,ignition_hp,start_temp_hp,temp_max_hp,ignition_temp_hp,prop_new_hp,sample_wt_hp,glow_hp,year_month_hp,year_hp,month_hp,dry_wt_hp,fresh_wt_hp,water_wt_hp,site_hp,location_hp
2020_October_CECO_2.4_2,2020_October_CECO_2.4,2.4,2,CECO,EPI,-0.854,93.60818153,0,0,10,-67570,-67560,0,223,67793,0,271.4,0,0,0,0.448,1,2020_October,2020,October,7.5148,7.8077,0.2929,2,seki,2020_October_CECO_2.4,2.4,2,CECO,HP,-0.854,93.60818153,0,10,124,265,389,9,367,93,2,277.2,278.4,280.7,0,1.7928,1,2020_October,2020,October,7.5148,7.8077,0.2929,2,seki
2020_October_CECO_2.4_2,2020_October_CECO_2.4,2.4,2,CECO,EPI,-0.854,93.60818153,0,0,9,-67385,-67376,0,112,67497,0,269.2,0,0,0,0.5507,1,2020_October,2020,October,7.5148,7.8077,0.2929,2,seki,2020_October_CECO_2.4,2.4,2,CECO,HP,-0.854,93.60818153,0,10,124,265,389,9,367,93,2,277.2,278.4,280.7,0,1.7928,1,2020_October,2020,October,7.5148,7.8077,0.2929,2,seki
2020_October_CECO_2.4_3,2020_October_CECO_2.4,2.4,3,CECO,EPI,-3.998,75.3679047,0,0,12,-37741,-37729,0,207,37948,0,267.6,0,0,0,0.5197,1,2020_October,2020,October,12.4019,12.617,0.2151,2,seki,2020_October_CECO_2.4,2.4,3,CECO,HP,-3.998,75.3679047,0,8,142,303,445,24,590,263,2,293.9,258.2,294.3,0,1.7541,1,2020_October,2020,October,12.4019,12.617,0.2151,2,seki
2020_October_CECO_2.4_4,2020_October_CECO_2.4,2.4,4,CECO,EPI,-2.274,94.06691963,0,0,18,-43256,-43238,0,128,43384,0,275.3,0,0,0,0.5106,1,2020_October,2020,October,12.315,12.5877,0.2727,2,seki,2020_October_CECO_2.4,2.4,4,CECO,HP,-2.274,94.06691963,0,0,37,-43975,-43938,0,322,44297,0,281.6,0,0,0,1.4892,1,2020_October,2020,October,12.315,12.5877,0.2727,2,seki
2020_October_CECO_2.4_5,2020_October_CECO_2.4,2.4,5,CECO,EPI,-4.574,80.06003431,0,6,7,33,40,15,208,160,1,265.9,341.9,264.9,0,0.5,1,2020_October,2020,October,7.479,7.6657,0.1867,2,seki,2020_October_CECO_2.4,2.4,5,CECO,HP,-4.574,80.06003431,0,24,41,354,395,2,506,150,2,228.5,0,234.7,0,1.5129,1,2020_October,2020,October,7.479,7.6657,0.1867,2,seki
2020_October_CECO_2.4_6,2020_October_CECO_2.4,2.4,6,CECO,EPI,-7.2,61.6872428,0,0,6,-47023,-47017,0,119,47142,0,278.4,0,0,0,0.4502,1,2020_October,2020,October,7.4721,7.622,0.1499,2,seki,2020_October_CECO_2.4,2.4,6,CECO,HP,-7.2,61.6872428,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9565,0,2020_October,2020,October,7.4721,7.622,0.1499,2,seki
2020_October_CECO_2.4_7,2020_October_CECO_2.4,2.4,7,CECO,EPI,-5.626,48.4223965,0,12,7,28,35,8,160,124,1,265.9,355.5,267.4,0,0.4924,1,2020_October,2020,October,12.6735,12.939,0.2655,2,seki,2020_October_CECO_2.4,2.4,7,CECO,HP,-5.626,48.4223965,0,0,23,-42968,-42945,0,115,43083,0,226.8,0,0,0,0.999,0,2020_October,2020,October,12.6735,12.939,0.2655,2,seki
2020_October_CECO_2.5_1,2020_October_CECO_2.5,2.5,1,CECO,EPI,-0.138,125.7065217,0,0,7,-56263,-56256,0,68,56331,0,265.4,0,0,0,0.3915,1,2020_October,2020,October,7.3941,7.6254,0.2313,2,seki,2020_October_CECO_2.5,2.5,1,CECO,HP,-0.138,125.7065217,0,2,279,127,406,7,335,201,2,261.3,294.1,300.5,0,0.8419,1,2020_October,2020,October,7.3941,7.6254,0.2313,2,seki
2020_October_CECO_2.5_3,2020_October_CECO_2.5,2.5,3,CECO,EPI,-3.953,82.25032708,0,0,7,-38549,-38542,0,132,38681,0,265.3,0,0,0,0.4649,1,2020_October,2020,October,12.432,12.6206,0.1886,2,seki,2020_October_CECO_2.5,2.5,3,CECO,HP,-3.953,82.25032708,0,4,52,319,371,5,427,103,2,267.3,269.3,269.3,0,1.384,1,2020_October,2020,October,12.432,12.6206,0.1886,2,seki
2020_October_CECO_2.5_4,2020_October_CECO_2.5,2.5,4,CECO,EPI,-1.648,100.4243827,0,0,17,23,40,3,105,79,1,276.4,314.2,303.2,0,0.4988,1,2020_October,2020,October,12.4462,12.7065,0.2603,2,seki,2020_October_CECO_2.5,2.5,4,CECO,HP,-1.648,100.4243827,0,4,44,557,601,9,730,164,2,266.9,285.2,282.6,0,1.4876,1,2020_October,2020,October,12.4462,12.7065,0.2603,2,seki
2020_October_CECO_2.5_5,2020_October_CECO_2.5,2.5,5,CECO,EPI,-5.245,70.38404727,0,0,9,-55734,-55725,0,144,55878,0,268.8,0,0,0,0.5001,1,2020_October,2020,October,7.2686,7.3639,0.0953,2,seki,2020_October_CECO_2.5,2.5,5,CECO,HP,-5.245,70.38404727,0,7,398,0,398,7,90,83,2,292,293.4,298.5,0,1.0554,1,2020_October,2020,October,7.2686,7.3639,0.0953,2,seki
2020_October_CECO_2.5_6,2020_October_CECO_2.5,2.5,6,CECO,EPI,-9,36.62471765,0,0,5,-47360,-47355,0,92,47452,0,274.9,0,0,0,0.3131,1,2020_October,2020,October,7.5189,7.6324,0.1135,2,seki,2020_October_CECO_2.5,2.5,6,CECO,HP,-9,36.62471765,0,0,10,-47393,-47383,0,498,47891,0,267.8,0,0,0,1.5003,1,2020_October,2020,October,7.5189,7.6324,0.1135,2,seki
2020_October_PIJE_1.1_1,2020_October_PIJE_1.1,1.1,1,PIJE,EPI,-0.059,138.7149918,0,0,10,-8133,-8123,0,106,8239,0,263.2,0,0,100,0.5015,1,2020_October,2020,October,12.8318,13.8422,1.0104,1,seki,2020_October_PIJE_1.1,1.1,1,PIJE,HP,-0.059,138.7149918,0,39,121,251,372,15,330,64,2,218.2,412.5,248.4,100,5.5308,1,2020_October,2020,October,12.8318,13.8422,1.0104,1,seki
2020_October_PIJE_1.1_2,2020_October_PIJE_1.1,1.1,2,PIJE,EPI,-1.014,170.0417537,0,0,27,-13198,-13171,0,88,13286,0,267.9,0,0,100,0.4965,1,2020_October,2020,October,12.5846,13.2362,0.6516,1,seki,2020_October_PIJE_1.1,1.1,2,PIJE,HP,-1.014,170.0417537,0,48,106,14,120,24,138,100,1,276.4,387.1,291.4,100,7.6247,1,2020_October,2020,October,12.5846,13.2362,0.6516,1,seki
2020_October_PIJE_1.1_3,2020_October_PIJE_1.1,1.1,3,PIJE,EPI,-2.039,149.3767591,0,0,15,-19730,-19715,0,73,19803,0,269.1,0,0,100,0.5051,1,2020_October,2020,October,12.5034,12.8749,0.3715,1,seki,2020_October_PIJE_1.1,1.1,3,PIJE,HP,-2.039,149.3767591,0,41,84,0,84,28,74,46,1,279.7,337.8,292.1,100,7.4029,0,2020_October,2020,October,12.5034,12.8749,0.3715,1,seki
2020_October_PIJE_1.1_4,2020_October_PIJE_1.1,1.1,4,PIJE,EPI,-3.164,0,0,0,18,-83531,-83513,0,67,83598,0,0,0,0,100,0.4484,1,2020_October,2020,October,12.4437,0,-12.4437,1,seki,2020_October_PIJE_1.1,1.1,4,PIJE,HP,-3.164,0,0,44,87,0,87,44,74,30,1,270.4,326.4,270.9,100,6.0719,0,2020_October,2020,October,13.4437,0,-13.4437,1,seki
2020_October_PIJE_1.2_1,2020_October_PIJE_1.2,1.2,1,PIJE,EPI,-0.512,169.1558442,0,0,18,-8637,-8619,0,93,8730,0,262.8,0,0,100,0.5464,1,2020_October,2020,October,12.4377,13.0108,0.5731,1,seki,2020_October_PIJE_1.2,1.2,1,PIJE,HP,-0.512,169.1558442,0,42,130,0,130,29,87,58,1,274.9,351.2,265.3,100,7.222,0,2020_October,2020,October,12.4377,13.0108,0.5731,1,seki
2020_October_PIJE_1.2_2,2020_October_PIJE_1.2,1.2,2,PIJE,EPI,-1.117,174.4179014,0,0,10,-13523,-13513,0,78,13601,0,270.2,0,0,100,0.5087,1,2020_October,2020,October,12.5173,13.0941,0.5768,1,seki,2020_October_PIJE_1.2,1.2,2,PIJE,HP,-1.117,174.4179014,0,47,104,0,104,20,69,49,1,275.9,377.7,285.8,100,6.3002,0,2020_October,2020,October,12.5173,13.0941,0.5768,1,seki
2020_October_PIJE_1.2_3,2020_October_PIJE_1.2,1.2,3,PIJE,EPI,-1.786,146.9850587,0,0,18,-33690,-33672,0,74,33764,0,270,0,0,100,0.4775,1,2020_October,2020,October,12.6004,13.1513,0.5509,1,seki,2020_October_PIJE_1.2,1.2,3,PIJE,HP,-1.786,146.9850587,0,40,74,0,74,11,35,24,1,263.3,315.9,261.2,100,5.0331,0,2020_October,2020,October,12.6004,13.1513,0.5509,1,seki
2020_October_PIJE_1.2_4,2020_October_PIJE_1.2,1.2,4,PIJE,EPI,-2.906,141.1518325,0,0,-83999,0,-83999,0,0,0,0,271.1,0,0,100,0.51,0,2020_October,2020,October,12.401,12.8054,0.4044,1,seki,2020_October_PIJE_1.2,1.2,4,PIJE,HP,-2.906,141.1518325,0,24,62,10,72,21,319,288,1,254.3,297.8,271.6,100,7.4075,1,2020_October,2020,October,12.401,12.8054,0.4044,1,seki
2020_October_PIJE_1.3_1,2020_October_PIJE_1.3,1.3,1,PIJE,EPI,-0.314,167.6606061,0,0,13,-9205,-9192,0,87,9292,0,276.8,0,0,100,0.5455,1,2020_October,2020,October,12.6221,13.3137,0.6916,1,seki,2020_October_PIJE_1.3,1.3,1,PIJE,HP,-0.314,167.6606061,0,42,173,189,362,16,278,73,2,266.6,416.8,279.6,100,7.5753,1,2020_October,2020,October,12.6221,13.3137,0.6916,1,seki
2020_October_PIJE_1.3_2,2020_October_PIJE_1.3,1.3,2,PIJE,EPI,-0.812,148.3961508,0,0,23,-16559,-16536,0,110,16669,0,269.4,0,0,100,0.4765,1,2020_October,2020,October,12.4078,12.7779,0.3701,1,seki,2020_October_PIJE_1.3,1.3,2,PIJE,HP,-0.812,148.3961508,0,49,388,0,388,19,64,45,2,224.1,308.5,283.9,100,5.8912,0,2020_October,2020,October,12.4078,12.7779,0.3701,1,seki
2020_October_PIJE_1.3_3,2020_October_PIJE_1.3,1.3,3,PIJE,EPI,-1.68,146.4377999,0,0,12,-20186,-20174,0,129,20315,0,270.4,0,0,100,0.5357,1,2020_October,2020,October,12.4751,12.8718,0.3967,1,seki,2020_October_PIJE_1.3,1.3,3,PIJE,HP,-1.68,146.4377999,0,41,81,0,81,32,200,168,1,295.3,367.3,310.5,100,8.4222,0,2020_October,2020,October,12.4751,12.8718,0.3967,1,seki
2020_October_PIJE_1.3_4,2020_October_PIJE_1.3,1.3,4,PIJE,EPI,-2.117,121.0147823,0,0,15,-31457,-31442,0,54,31511,0,273.5,0,0,100,0.4533,1,2020_October,2020,October,12.6916,13.2974,0.6058,1,seki,2020_October_PIJE_1.3,1.3,4,PIJE,HP,-2.117,121.0147823,0,0,90,-31604,-31514,0,367,31971,0,293.1,0,0,100,3.5652,1,2020_October,2020,October,12.6916,13.2974,0.6058,1,seki
2020_October_PIJE_1.3_5,2020_October_PIJE_1.3,1.3,5,PIJE,EPI,-3.007,122.3776224,0,7,11,32,43,5,82,45,1,272.5,296.5,284.6,100,0.5138,1,2020_October,2020,October,7.4928,7.7728,0.28,1,seki,2020_October_PIJE_1.3,1.3,5,PIJE,HP,-3.007,122.3776224,0,45,94,0,94,28,140,112,1,267.7,407.9,289.3,100,10.0593,0,2020_October,2020,October,7.4928,7.7728,0.28,1,seki
2020_October_PIJE_1.4_1,2020_October_PIJE_1.4,1.4,1,PIJE,EPI,-0.298,144.3765621,0,0,22,-9615,-9593,0,81,9696,0,267.5,0,0,100,0.5492,1,2020_October,2020,October,12.4541,12.974,0.5199,1,seki,2020_October_PIJE_1.4,1.4,1,PIJE,HP,-0.298,144.3765621,0,48,132,22,154,19,79,38,1,271.1,410.2,277.8,100,10.1665,1,2020_October,2020,October,12.4541,12.974,0.5199,1,seki
2020_October_PIJE_1.4_2,2020_October_PIJE_1.4,1.4,2,PIJE,EPI,-0.538,160.3111288,0,0,20,-19106,-19086,0,78,19184,0,268.5,0,0,100,0.5019,1,2020_October,2020,October,12.2961,12.698,0.4019,1,seki,2020_October_PIJE_1.4,1.4,2,PIJE,HP,-0.538,160.3111288,0,37,97,300,397,29,370,41,2,299.3,311.3,279.7,100,4.8456,1,2020_October,2020,October,12.2961,12.698,0.4019,1,seki
2020_October_PIJE_1.4_3,2020_October_PIJE_1.4,1.4,3,PIJE,EPI,-2.291,141.8796592,0,0,25,-31005,-30980,0,96,31101,0,268.1,0,0,100,0.4951,1,2020_October,2020,October,12.4332,12.9661,0.5329,1,seki,2020_October_PIJE_1.4,1.4,3,PIJE,HP,-2.291,141.8796592,0,45,85,9,94,24,339,306,1,277.3,406.1,276.1,100,12.214,1,2020_October,2020,October,12.4332,12.9661,0.5329,1,seki
2020_October_PIJE_1.5_1,2020_October_PIJE_1.5,1.5,1,PIJE,EPI,-0.197,161.2182502,0,0,12,-10095,-10083,0,97,10192,0,274.1,0,0,100,0.4954,1,2020_October,2020,October,12.4685,13.154,0.6855,1,seki,2020_October_PIJE_1.5,1.5,1,PIJE,HP,-0.197,161.2182502,0,47,107,0,107,14,128,114,1,286.9,436.5,269.4,100,5.7791,0,2020_October,2020,October,12.4685,13.154,0.6855,1,seki
2020_October_PIJE_1.5_2,2020_October_PIJE_1.5,1.5,2,PIJE,EPI,-0.912,151.557956,0,0,15,-17061,-17046,0,95,17156,0,271.1,0,0,100,0.4812,1,2020_October,2020,October,12.4871,12.8519,0.3648,1,seki,2020_October_PIJE_1.5,1.5,2,PIJE,HP,-0.912,151.557956,0,49,114,0,114,14,85,71,1,272.8,363.9,294.8,100,8.9801,0,2020_October,2020,October,12.4871,12.8519,0.3648,1,seki
2020_October_PIJE_1.5_3,2020_October_PIJE_1.5,1.5,3,PIJE,EPI,-2.652,138.9703588,0,0,8,-28716,-28708,0,88,28804,0,259.8,0,0,100,0.5058,1,2020_October,2020,October,12.4386,12.884,0.4454,1,seki,2020_October_PIJE_1.5,1.5,3,PIJE,HP,-2.652,138.9703588,0,42,322,0,322,18,57,39,2,216.8,374.1,274.1,100,5.7577,0,2020_October,2020,October,12.4386,12.884,0.4454,1,seki
2020_October_PIJE_1.5_4,2020_October_PIJE_1.5,1.5,4,PIJE,EPI,-2.789,128.4719974,0,0,12,-12638,-12626,0,65,12703,0,319,0,0,100,0.4887,1,2020_October,2020,October,13.3251,14.9125,1.5874,1,seki,2020_October_PIJE_1.5,1.5,4,PIJE,HP,-2.789,128.4719974,0,45,80,0,80,22,76,54,1,252.7,310.6,249.2,100,5.7081,0,2020_October,2020,October,13.3251,14.9125,1.5874,1,seki
2020_October_PIJE_1.5_5,2020_October_PIJE_1.5,1.5,5,PIJE,EPI,-3.218,132.0231214,0,0,20,-2486,-2466,0,70,2556,0,203.7,0,0,100,0.5416,1,2020_October,2020,October,7.3843,7.7269,0.3426,1,seki,2020_October_PIJE_1.5,1.5,5,PIJE,HP,-3.218,132.0231214,0,41,37,51,88,18,276,207,1,268.4,491.4,274.5,100,5.1273,1,2020_October,2020,October,7.3843,7.7269,0.3426,1,seki
2020_October_PIJE_1.6_1,2020_October_PIJE_1.6,1.6,1,PIJE,EPI,-0.337,155.7146324,0,0,13,-10514,-10501,0,64,10578,0,272.8,0,0,100,0.5011,1,2020_October,2020,October,12.4369,13.0786,0.6417,1,seki,2020_October_PIJE_1.6,1.6,1,PIJE,HP,-0.337,155.7146324,0,46,101,8,109,22,76,46,1,271.5,267.8,286.5,100,7.767,1,2020_October,2020,October,12.4369,13.0786,0.6417,1,seki
2020_October_PIJE_1.6_2,2020_October_PIJE_1.6,1.6,2,PIJE,EPI,-1.089,163.4645669,0,0,19,-17374,-17355,0,72,17446,0,256.7,0,0,100,0.4759,1,2020_October,2020,October,12.6265,13.2493,0.6228,1,seki,2020_October_PIJE_1.6,1.6,2,PIJE,HP,-1.089,163.4645669,0,49,390,0,390,15,43,28,2,268.4,471.3,313,100,0,0,2020_October,2020,October,12.6265,13.2493,0.6228,1,seki
2020_October_PIJE_1.6_3,2020_October_PIJE_1.6,1.6,3,PIJE,EPI,-3.468,109.3504344,0,8,14,19,33,7,73,47,1,275.4,313.4,301,100,0.5277,1,2020_October,2020,October,12.6516,13.1802,0.5286,1,seki,2020_October_PIJE_1.6,1.6,3,PIJE,HP,-3.468,109.3504344,0,41,92,9,101,57,92,26,1,270.7,291.7,262.7,100,7.6777,1,2020_October,2020,October,12.6516,13.1802,0.5286,1,seki
2020_October_PIJE_1.6_4,2020_October_PIJE_1.6,1.6,4,PIJE,EPI,-4.071,103.8574329,0,0,18,-32095,-32077,0,76,32171,0,280.3,0,0,100,0.4405,1,2020_October,2020,October,12.7564,13.2168,0.4604,1,seki,2020_October_PIJE_1.6,1.6,4,PIJE,HP,-4.071,103.8574329,0,37,56,9,65,24,202,169,1,283.6,300.6,268.4,100,4.545,1,2020_October,2020,October,12.7564,13.2168,0.4604,1,seki
2020_October_PIJE_1.6_5,2020_October_PIJE_1.6,1.6,5,PIJE,EPI,-2.182,132.8984562,0,5,19,19,38,6,26,1,1,273.9,311,281,100,0.5043,1,2020_October,2020,October,7.7024,8.3136,0.6112,1,seki,2020_October_PIJE_1.6,1.6,5,PIJE,HP,-2.182,132.8984562,0,43,109,0,109,22,264,242,1,283.6,348.9,289.9,100,7.4247,0,2020_October,2020,October,7.7024,8.3136,0.6112,1,seki
2020_October_PIJE_1.6_6,2020_October_PIJE_1.6,1.6,6,PIJE,EPI,-2.773,129.3772416,0,0,11,-3226,-3215,0,60,3286,0,206.4,0,0,100,0.554,1,2020_October,2020,October,7.5357,7.9325,0.3968,1,seki,2020_October_PIJE_1.6,1.6,6,PIJE,HP,-2.773,129.3772416,0,35,65,4,69,18,99,77,1,281.8,318.9,260.2,100,4.352,1,2020_October,2020,October,7.5357,7.9325,0.3968,1,seki
2020_October_PIJE_1.7_1,2020_October_PIJE_1.7,1.7,1,PIJE,EPI,-0.356,167.3132184,0,0,11,-10922,-10911,0,83,11005,0,272.7,0,0,100,0.4588,1,2020_October,2020,October,12.2167,12.4496,0.2329,1,seki,2020_October_PIJE_1.7,1.7,1,PIJE,HP,-0.356,167.3132184,0,44,404,0,404,13,79,66,2,277.3,420.9,272.4,100,6.45,0,2020_October,2020,October,12.2167,12.4496,0.2329,1,seki
2020_October_PIJE_1.7_2,2020_October_PIJE_1.7,1.7,2,PIJE,EPI,-2.01,140.5385996,0,0,10,-17906,-17896,0,84,17990,0,286,0,0,100,0.5262,1,2020_October,2020,October,12.3845,12.7759,0.3914,1,seki,2020_October_PIJE_1.7,1.7,2,PIJE,HP,-2.01,140.5385996,0,43,165,183,348,16,301,102,2,270.1,311.9,284.8,100,4.8756,1,2020_October,2020,October,12.3845,12.7759,0.3914,1,seki
2020_October_PIJE_1.7_4,2020_October_PIJE_1.7,1.7,4,PIJE,EPI,-2.786,128.3654912,0,0,17,-3540,-3523,0,75,3615,0,143.9,0,0,100,0.5004,1,2020_October,2020,October,12.5533,13.1321,0.5788,1,seki,2020_October_PIJE_1.7,1.7,4,PIJE,HP,-2.786,128.3654912,0,33,90,0,90,38,137,99,1,269.1,350.3,266.9,100,9.6906,0,2020_October,2020,October,12.5533,13.1321,0.5788,1,seki
2020_October_PIJE_1.8_1,2020_October_PIJE_1.8,1.8,1,PIJE,EPI,-0.342,106.6319143,0,0,13,-11338,-11325,0,73,11411,0,277.3,0,0,100,0.5191,1,2020_October,2020,October,12.395,12.7632,0.3682,1,seki,2020_October_PIJE_1.8,1.8,1,PIJE,HP,-0.342,106.6319143,0,44,362,0,362,15,61,46,2,279,332.1,288.2,100,4.7921,0,2020_October,2020,October,12.395,12.7632,0.3682,1,seki
2020_October_PIJE_1.8_2,2020_October_PIJE_1.8,1.8,2,PIJE,EPI,-1.094,149.3987976,0,0,10,-18296,-18286,0,105,18401,0,264,0,0,100,0.5455,1,2020_October,2020,October,12.5471,12.9944,0.4473,1,seki,2020_October_PIJE_1.8,1.8,2,PIJE,HP,-1.094,149.3987976,0,44,78,0,78,39,70,31,1,286.5,372.4,288.2,100,7.11,0,2020_October,2020,October,12.5471,12.9944,0.4473,1,seki
2020_October_PIJE_1.8_3,2020_October_PIJE_1.8,1.8,3,PIJE,EPI,-3.089,138.048369,0,17,8,25,33,3,64,36,1,268.2,295.9,281,100,0.4627,1,2020_October,2020,October,12.53,13.0209,0.4909,1,seki,2020_October_PIJE_1.8,1.8,3,PIJE,HP,-3.089,138.048369,0,49,79,13,92,21,171,137,1,278.4,365.2,263.8,100,11.7541,1,2020_October,2020,October,12.53,13.0209,0.4909,1,seki
2020_October_PIJE_1.8_4,2020_October_PIJE_1.8,1.8,4,PIJE,EPI,-4.468,129.0542311,0,0,20,-32486,-32466,0,71,32557,0,272.7,0,0,100,0.5113,1,2020_October,2020,October,12.6417,13.1343,0.4926,1,seki,2020_October_PIJE_1.8,1.8,4,PIJE,HP,-4.468,129.0542311,0,46,66,2,68,25,52,25,1,277,362.9,278.7,100,6.9798,1,2020_October,2020,October,12.6417,13.1343,0.4926,1,seki
2020_October_PIJE_1.8_5,2020_October_PIJE_1.8,1.8,5,PIJE,EPI,-2.232,130.3972758,0,0,16,-38763,-38747,0,84,38847,0,268.7,0,0,100,0.4834,1,2020_October,2020,October,7.6823,8.2567,0.5744,1,seki,2020_October_PIJE_1.8,1.8,5,PIJE,HP,-2.232,130.3972758,0,40,67,0,67,28,45,17,1,274.2,347.3,252.6,100,6.2217,0,2020_October,2020,October,7.6823,8.2567,0.5744,1,seki
2020_October_PIJE_1.8_5,2020_October_PIJE_1.8,1.8,5,PIJE,EPI,-2.232,130.3972758,0,0,16,-38763,-38747,0,84,38847,0,268.7,0,0,100,0.4834,1,2020_October,2020,October,7.6823,8.2567,0.5744,1,seki,2020_October_PIJE_1.8,1.8,5,PIJE,HP,-2.232,130.3972758,0,47,69,20,89,27,160,113,1,282.6,315.7,275.7,100,6.2217,1,2020_October,2020,October,7.6823,8.2567,0.5744,1,seki
2020_October_PIJE_1.9_1,2020_October_PIJE_1.9,1.9,1,PIJE,EPI,-0.401,177.7408638,0,0,13,-11725,-11712,0,98,11823,0,277.4,0,0,100,0.4883,1,2020_October,2020,October,12.4154,12.8434,0.428,1,seki,2020_October_PIJE_1.9,1.9,1,PIJE,HP,-0.401,177.7408638,0,45,84,60,144,9,163,94,1,269,332.7,284.7,100,4.9359,1,2020_October,2020,October,12.4154,12.8434,0.428,1,seki
2020_October_PIJE_1.9_2,2020_October_PIJE_1.9,1.9,2,PIJE,EPI,-0.744,169.8667892,0,0,15,-18790,-18775,0,47,18837,0,273.5,0,0,100,0.4752,1,2020_October,2020,October,12.3416,12.7114,0.3698,1,seki,2020_October_PIJE_1.9,1.9,2,PIJE,HP,-0.744,169.8667892,0,45,89,0,89,13,67,54,1,278.7,352.7,273.3,100,5.3309,0,2020_October,2020,October,12.3416,12.7114,0.3698,1,seki
2020_October_PIJE_1.9_3,2020_October_PIJE_1.9,1.9,3,PIJE,EPI,-2.684,149.8314752,0,0,18,-30661,-30643,0,44,30705,0,267.9,0,0,100,0.496,1,2020_October,2020,October,12.5737,13.1516,0.5779,1,seki,2020_October_PIJE_1.9,1.9,3,PIJE,HP,-2.684,149.8314752,0,42,80,0,80,24,83,59,1,270,346.1,274.4,100,7.96,0,2020_October,2020,October,12.5737,13.1516,0.5779,1,seki
2020_October_PIJE_1.9_4,2020_October_PIJE_1.9,1.9,4,PIJE,EPI,-2.376,141.979835,0,0,9,-13982,-13973,0,80,14062,0,301.7,0,0,100,0.5145,1,2020_October,2020,October,12.8673,13.9516,1.0843,1,seki,2020_October_PIJE_1.9,1.9,4,PIJE,HP,-2.376,141.979835,0,46,84,0,84,16,94,78,1,251.4,287.8,250.7,100,4.0703,0,2020_October,2020,October,12.8673,13.9516,1.0843,1,seki
2020_October_QUKE_1.1_1,2020_October_QUKE_1.1,1.1,1,QUKE,EPI,-0.21,136.4646465,0,0,7,-59537,-59530,0,34,59571,0,270.5,0,0,0,0.4389,1,2020_October,2020,October,7.2913,7.4264,0.1351,1,seki,2020_October_QUKE_1.1,1.1,1,QUKE,HP,-0.21,136.4646465,0,0,225,-59684,-59459,0,208,59892,0,250.3,0,0,0,0.6213,1,2020_October,2020,October,7.2913,7.4264,0.1351,1,seki
2020_October_QUKE_1.1_3,2020_October_QUKE_1.1,1.1,3,QUKE,EPI,-3.001,122.8304406,0,0,2,-69426,-69424,0,44,69470,0,275.8,0,0,0,0.4483,1,2020_October,2020,October,7.3994,7.5834,0.184,1,seki,2020_October_QUKE_1.1,1.1,3,QUKE,HP,-3.001,122.8304406,0,0,47,-69325,-69278,0,313,69638,0,232.2,0,0,0,0.7137,1,2020_October,2020,October,7.3994,7.5834,0.184,1,seki
2020_October_QUKE_1.1_4,2020_October_QUKE_1.1,1.1,4,QUKE,EPI,-4.251,75.14688602,0,0,5,-50,-45,0,45,95,0,275,0,0,0,0.3768,1,2020_October,2020,October,12.2891,12.417,0.1279,1,seki,2020_October_QUKE_1.1,1.1,4,QUKE,HP,-4.251,75.14688602,0,33,14,0,14,4,70,66,1,226.3,255.5,224.2,0,0,0,2020_October,2020,October,12.2891,12.417,0.1279,1,seki
2020_October_QUKE_1.1_6,2020_October_QUKE_1.1,1.1,6,QUKE,EPI,-4.962,94.57466421,0,0,1,-3930,-3929,0,55,3985,0,280.2,0,0,0,0.4582,1,2020_October,2020,October,12.5236,12.8827,0.3591,1,seki,2020_October_QUKE_1.1,1.1,6,QUKE,HP,-4.962,94.57466421,0,0,-3771,0,-3771,0,4187,4187,0,214.6,0,0,0,0.959,0,2020_October,2020,October,12.5236,12.8827,0.3591,1,seki
2020_October_QUKE_1.1_7,2020_October_QUKE_1.1,1.1,7,QUKE,EPI,-6.166,72.09042702,0,0,5,-17519,-17514,0,66,17585,0,283.4,0,0,0,0.4943,1,2020_October,2020,October,12.3839,12.6422,0.2583,1,seki,2020_October_QUKE_1.1,1.1,7,QUKE,HP,-6.166,72.09042702,0,33.5,18,0,18,10,42,32,1,223.2,227.3,222,0,0.7516,0,2020_October,2020,October,12.3839,12.6422,0.2583,1,seki
2020_October_QUKE_1.2_1,2020_October_QUKE_1.2,1.2,1,QUKE,EPI,-0.106,161.2939417,0,7,5,22,27,1,45,22,1,279.2,357.3,326.9,0,0.5953,1,2020_October,2020,October,12.3621,12.7934,0.4313,1,seki,2020_October_QUKE_1.2,1.2,1,QUKE,HP,-0.106,161.2939417,0,0,60,-59963,-59903,0,170,60133,0,254,0,0,0,1.2908,1,2020_October,2020,October,12.3621,12.7934,0.4313,1,seki
