individual_round,individual_epi,sample_epi,round_epi,spp_epi,model_epi,mpa_epi,lfm_epi,lfm_notes_epi,fh_epi,ttfg_epi,gti_epi,tti_epi,fd_epi,gd_epi,pfg_epi,ignition_epi,start_temp_epi,temp_max_epi,ignition_temp_epi,prop_new_epi,sample_wt_epi,glow_epi,year_month_epi,year_epi,month_epi,dry_wt_epi,fresh_wt_epi,water_wt_epi,site_epi,location_epi,individual_hp,sample_hp,round_hp,spp_hp,model_hp,mpa_hp,lfm_hp,lfm_notes_hp,fh_hp,ttfg_hp,gti_hp,tti_hp,fd_hp,gd_hp,pfg_hp,ignition_hp,start_temp_hp,temp_max_hp,ignition_temp_hp,prop_new_hp,sample_wt_hp,glow_hp,year_month_hp,year_hp,month_hp,dry_wt_hp,fresh_wt_hp,water_wt_hp,site_hp,location_hp
2020_October_ARPA_1.4_3,2020_October_ARPA_1.4,1.4,3,ARPA,EPI,-3.377,44.49815183,0,10,10,34,44,2,91,55,1,268.5,286.1,276.8,0,0.5586,1,2020_October,2020,October,7.5363,7.6928,0.1565,1,seki,2020_October_ARPA_1.4,1.4,3,ARPA,HP,-3.377,44.49815183,0,29,32,0,32,20,129,109,1,235.6,263.6,238.5,0,2.8179,0,2020_October,2020,October,7.5363,7.6928,0.1565,1,seki
2020_October_ARPA_1.4_4,2020_October_ARPA_1.4,1.4,4,ARPA,EPI,-0.743,124.516129,0,0,20,-42719,-42699,0,98,42817,0,276.4,0,0,0,0.5668,1,2020_October,2020,October,7.5529,7.9389,0.386,1,seki,2020_October_ARPA_1.4,1.4,4,ARPA,HP,-0.743,124.516129,0,31,41,0,41,46,135,89,1,256.3,332.3,278.8,0,4.9927,0,2020_October,2020,October,7.5529,7.9389,0.386,1,seki
2020_October_ARPA_1.4_5,2020_October_ARPA_1.4,1.4,5,ARPA,EPI,-4.063,98.41703057,0,0,19,-63949,-63930,0,73,64022,0,272.7,0,0,0,0.4795,1,2020_October,2020,October,12.4718,12.8324,0.3606,1,seki,2020_October_ARPA_1.4,1.4,5,ARPA,HP,-4.063,98.41703057,0,28,43,0,43,25,281,256,1,246.4,263.7,240.7,0,3.7797,0,2020_October,2020,October,12.4718,12.8324,0.3606,1,seki
2020_October_ARPA_1.4_6,2020_October_ARPA_1.4,1.4,6,ARPA,EPI,-5.588,66.5884361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479,0,2020_October,2020,October,12.6245,12.9366,0.3121,1,seki,2020_October_ARPA_1.4,1.4,6,ARPA,HP,-5.588,66.5884361,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9962,0,2020_October,2020,October,12.6245,12.9366,0.3121,1,seki
2020_October_ARPA_1.4_7,2020_October_ARPA_1.4,1.4,7,ARPA,EPI,-4.931,84.00154949,0,0,14,-26,-12,0,123,149,0,277.2,0,0,0,0.4566,1,2020_October,2020,October,7.7187,8.1524,0.4337,1,seki,2020_October_ARPA_1.4,1.4,7,ARPA,HP,-4.931,84.00154949,0,24,31,0,31,27,241,214,1,224,224.7,221,0,2.1549,0,2020_October,2020,October,7.7187,8.1524,0.4337,1,seki
2020_October_ARPA_1.4_8,2020_October_ARPA_1.4,1.4,8,ARPA,EPI,-5.948,0,no lfm,0,18,-32920,-32902,0,79,32999,0,275.5,0,0,0,0,1,2020_October,2020,October,0,0,0,1,seki,2020_October_ARPA_1.4,1.4,8,ARPA,HP,-10,0,no lfm,36,43,0,43,10,271,261,1,240.8,275.5,241.5,0,0,0,2020_October,2020,October,0,0,0,1,seki
2020_October_ARPA_1.5_1,2020_October_ARPA_1.5,1.5,1,ARPA,EPI,-0.084,125.0844912,0,0,14,-57955,-57941,0,134,58089,0,277.7,0,0,0,0.5494,1,2020_October,2020,October,7.4987,7.8318,0.3331,1,seki,2020_October_ARPA_1.5,1.5,1,ARPA,HP,-0.084,125.0844912,0,40,71,0,71,35,199,164,1,269.6,324.8,294.3,0,4.0787,0,2020_October,2020,October,7.4987,7.8318,0.3331,1,seki
2020_October_ARPA_1.5_2,2020_October_ARPA_1.5,1.5,2,ARPA,EPI,-0.998,119.9227373,0,0,12,-74177,-74165,0,70,74247,0,269.1,0,0,0,0.4069,1,2020_October,2020,October,7.5855,8.0201,0.4346,1,seki,2020_October_ARPA_1.5,1.5,2,ARPA,HP,-0.998,119.9227373,0,35,83,0,83,14,172,158,1,224.5,247.6,221.5,0,3.3096,0,2020_October,2020,October,7.5855,8.0201,0.4346,1,seki
2020_October_ARPA_1.5_3,2020_October_ARPA_1.5,1.5,3,ARPA,EPI,-3.128,101.98712570000001,0,13,17,11,28,9,69,49,1,274.2,337.2,268.3,0,0.4887,1,2020_October,2020,October,7.6145,7.9789,0.3644,1,seki,2020_October_ARPA_1.5,1.5,3,ARPA,HP,-3.128,101.98712570000001,0,40,39881,0,39881,20,195,175,1,0,280.6,262.7,0,4.2343,0,2020_October,2020,October,7.6145,7.9789,0.3644,1,seki
2020_October_ARPA_1.5_4,2020_October_ARPA_1.5,1.5,4,ARPA,EPI,-1.382,143.8068756,0,7,15,23,38,9,78,46,1,280.2,342.3,278.5,0,0.6265,1,2020_October,2020,October,7.5942,8.1631,0.5689,1,seki,2020_October_ARPA_1.5,1.5,4,ARPA,HP,-1.382,143.8068756,0,21,51,0,51,72,229,157,1,239.1,270.2,246.6,0,3.4052,0,2020_October,2020,October,7.5942,8.1631,0.5689,1,seki
2020_October_ARPA_1.5_5,2020_October_ARPA_1.5,1.5,5,ARPA,EPI,-2.108,99.48361024,0,0,20,-26,-6,0,99,125,0,273.7,0,0,0,0.4635,1,2020_October,2020,October,12.7318,13.1749,0.4431,1,seki,2020_October_ARPA_1.5,1.5,5,ARPA,HP,-2.108,99.48361024,0,31,48,0,48,33,129,96,1,245.3,337.2,239.9,0,4.067,0,2020_October,2020,October,12.7318,13.1749,0.4431,1,seki
2020_October_ARPA_1.5_7,2020_October_ARPA_1.5,1.5,7,ARPA,EPI,-5.2,-118.6935594,missing dry wt,0,16,-5253,-5237,0,60,5313,0,273,0,0,0,0.5126,1,2020_October,2020,October,0,8.5565,8.5565,1,seki,2020_October_ARPA_1.5,1.5,7,ARPA,HP,-5.2,-118.6935594,missing dry wt,14,90,0,90,12,222,210,1,222.3,233.9,229.7,0,4.3114,0,2020_October,2020,October,0,8.5565,8.5565,1,seki
2020_October_ARPA_1.6_1,2020_October_ARPA_1.6,1.6,1,ARPA,EPI,-0.186,114.1684665,0,0,18,-58291,-58273,0,78,58369,0,273.2,0,0,0,0.4673,1,2020_October,2020,October,7.4477,7.712,0.2643,1,seki,2020_October_ARPA_1.6,1.6,1,ARPA,HP,-0.186,114.1684665,0,35,28,12,40,29,293,252,1,281.8,359.7,277.5,0,2.9491,0,2020_October,2020,October,7.4477,7.712,0.2643,1,seki
2020_October_ARPA_1.6_2,2020_October_ARPA_1.6,1.6,2,ARPA,EPI,-0.781,106.4476886,0,0,10,-71373,-71363,0,62,71435,0,270,0,0,0,0.3663,1,2020_October,2020,October,7.5346,7.8846,0.35,1,seki,2020_October_ARPA_1.6,1.6,2,ARPA,HP,-0.781,106.4476886,0,32,85,0,85,0,96,96,1,240.4,262.5,250.7,0,2.747,0,2020_October,2020,October,7.5346,7.8846,0.35,1,seki
2020_October_ARPA_1.6_3,2020_October_ARPA_1.6,1.6,3,ARPA,EPI,-1.542,107.4027073,0,0,15,-41550,-41535,0,63,41613,0,270,0,0,0,0.5601,1,2020_October,2020,October,7.4866,7.7405,0.2539,1,seki,2020_October_ARPA_1.6,1.6,3,ARPA,HP,-1.542,107.4027073,0,32,66,0,66,10,223,213,1,281.3,310.8,285.3,0,2.7888,0,2020_October,2020,October,7.4866,7.7405,0.2539,1,seki
2020_October_ARPA_1.6_4,2020_October_ARPA_1.6,1.6,4,ARPA,EPI,-3.484,94.97953615,0,0,8,-45330,-45322,0,68,45398,0,273.8,0,0,0,0.4667,1,2020_October,2020,October,7.4999,7.848,0.3481,1,seki,2020_October_ARPA_1.6,1.6,4,ARPA,HP,-3.484,94.97953615,0,40,44,0,44,11,194,183,1,254.4,377,243.9,0,2.4975,0,2020_October,2020,October,7.4999,7.848,0.3481,1,seki
2020_October_ARPA_1.6_5,2020_October_ARPA_1.6,1.6,5,ARPA,EPI,-2.137,123.8374096,0,0,8,-64350,-64342,0,75,64425,0,264.4,0,0,0,0.5232,1,2020_October,2020,October,7.4286,7.7881,0.3595,1,seki,2020_October_ARPA_1.6,1.6,5,ARPA,HP,-2.137,123.8374096,missing flam weight,36,81,0,81,29,150,121,1,235.6,256.7,238,0,0,0,2020_October,2020,October,7.4286,7.7881,0.3595,1,seki
2020_October_ARPA_1.6_6,2020_October_ARPA_1.6,1.6,6,ARPA,EPI,-3.801,91.95969125,0,0,31,-21596,-21565,0,105,21701,0,277.9,0,0,0,0.552,1,2020_October,2020,October,12.674,13.1029,0.4289,1,seki,2020_October_ARPA_1.6,1.6,6,ARPA,HP,-3.801,91.95969125,0,35,125,0,125,7,84,77,1,200.4,198.7,195.3,0,2.6618,0,2020_October,2020,October,12.674,13.1029,0.4289,1,seki
2020_October_ARPA_1.6_7,2020_October_ARPA_1.6,1.6,7,ARPA,EPI,-5.01,75.99766968,0,0,24,-5179,-5155,0,51,5230,0,274.8,0,0,0,0.4999,1,2020_October,2020,October,7.5856,7.8465,0.2609,1,seki,2020_October_ARPA_1.6,1.6,7,ARPA,HP,-5.01,75.99766968,0,0,-5105,0,-5105,0,5599,5599,0,215.8,0,0,0,2.0478,0,2020_October,2020,October,7.5856,7.8465,0.2609,1,seki
2020_October_ARPA_2.1_1,2020_October_ARPA_2.1,2.1,1,ARPA,EPI,-0.13,22.99791605,0,0,17,-58609,-58592,0,87,58696,0,267.7,0,0,0,0.4043,1,2020_October,2020,October,7.854,8.0085,0.1545,2,seki,2020_October_ARPA_2.1,2.1,1,ARPA,HP,-0.13,22.99791605,0,27,45,0,45,33,87,54,1,294.6,323,288.3,0,3.1574,0,2020_October,2020,October,7.854,8.0085,0.1545,2,seki
2020_October_ARPA_2.1_2,2020_October_ARPA_2.1,2.1,2,ARPA,EPI,-1.954,265.7865481,0,0,15,-71730,-71715,0,81,71811,0,273.5,0,0,0,0.5447,1,2020_October,2020,October,7.5756,8.5319,0.9563,2,seki,2020_October_ARPA_2.1,2.1,2,ARPA,HP,-1.954,265.7865481,0,30,53,0,53,22,186,164,1,275.2,259.4,245.8,0,3.6214,0,2020_October,2020,October,7.5756,8.5319,0.9563,2,seki
2020_October_ARPA_2.1_3,2020_October_ARPA_2.1,2.1,3,ARPA,EPI,-5.948,80.58469092,0,10,11,16,27,3,76,57,1,273.8,307.3,258.5,0,0.478,1,2020_October,2020,October,7.6266,7.9877,0.3611,2,seki,2020_October_ARPA_2.1,2.1,3,ARPA,HP,-5.948,80.58469092,0,16,31,0,31,29,144,115,1,261.7,284.4,261.6,0,3.7074,0,2020_October,2020,October,7.6266,7.9877,0.3611,2,seki
2020_October_ARPA_2.1_4,2020_October_ARPA_2.1,2.1,4,ARPA,EPI,-1.038,84.96691481,DW may be off-find another written down?,4,21,22,43,2,77,53,1,267.9,287.2,276.8,0,0.4884,1,2020_October,2020,October,7.6699,8.0808,0.4109,2,seki,2020_October_ARPA_2.1,2.1,4,ARPA,HP,-1.038,84.96691481,DW may be off-find another written down?,26,40,0,40,26,132,106,1,264.3,329,268.8,0,4.3009,0,2020_October,2020,October,7.6699,8.0808,0.4109,2,seki
2020_October_ARPA_2.1_5,2020_October_ARPA_2.1,2.1,5,ARPA,EPI,-2.556,84.75991649,0,0,18,16,34,1,87,70,1,273.3,268.1,258.4,0,0.4903,1,2020_October,2020,October,12.3325,12.5355,0.203,2,seki,2020_October_ARPA_2.1,2.1,5,ARPA,HP,-2.556,84.75991649,0,26,48,0,48,16,256,240,1,233,266.1,247.1,0,2.8463,0,2020_October,2020,October,12.3325,12.5355,0.203,2,seki
2020_October_ARPA_2.1_7,2020_October_ARPA_2.1,2.1,7,ARPA,EPI,-5.318,70.70874862,0,12,18,11,29,2,89,76,1,275.9,283.5,243.5,0,0.4844,1,2020_October,2020,October,7.7373,8.1204,0.3831,2,seki,2020_October_ARPA_2.1,2.1,7,ARPA,HP,-5.318,70.70874862,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0494,0,2020_October,2020,October,7.7373,8.1204,0.3831,2,seki
2020_October_ARPA_2.2_1,2020_October_ARPA_2.2,2.2,1,ARPA,EPI,-0.098,107.4138792,0,0,39,-58982,-58943,0,97,59079,0,274.4,0,0,0,0.6373,1,2020_October,2020,October,7.53,7.9603,0.4303,2,seki,2020_October_ARPA_2.2,2.2,1,ARPA,HP,-0.098,107.4138792,0,26,55,0,55,63,157,94,1,309.1,293.2,281,0,4.4889,0,2020_October,2020,October,7.53,7.9603,0.4303,2,seki
2020_October_ARPA_2.2_2,2020_October_ARPA_2.2,2.2,2,ARPA,EPI,-1.212,170.5291971,0,0,13,-72280,-72267,0,62,72342,0,268.6,0,0,0,0.462,1,2020_October,2020,October,7.4964,7.8702,0.3738,2,seki,2020_October_ARPA_2.2,2.2,2,ARPA,HP,-1.212,170.5291971,0,6,45,0,45,50,104,54,1,236.8,252.2,241.4,0,3.3193,0,2020_October,2020,October,7.4964,7.8702,0.3738,2,seki
2020_October_ARPA_2.2_4,2020_October_ARPA_2.2,2.2,4,ARPA,EPI,-2.208,86.23481781,0,0,16,-58412,-58396,0,129,58541,0,277.9,0,0,0,0.5232,1,2020_October,2020,October,7.621,8.0044,0.3834,2,seki,2020_October_ARPA_2.2,2.2,4,ARPA,HP,-2.208,86.23481781,0,38,492,0,492,14,147,133,2,188.7,207.8,204.8,0,3.819,0,2020_October,2020,October,7.621,8.0044,0.3834,2,seki
2020_October_ARPA_2.2_7,2020_October_ARPA_2.2,2.2,7,ARPA,EPI,-4.78,79.67062157,0,0,18,-20740,-20722,0,95,20835,0,283.4,0,0,0,0.4931,1,2020_October,2020,October,12.6862,13.1361,0.4499,2,seki,2020_October_ARPA_2.2,2.2,7,ARPA,HP,-4.78,79.67062157,0,0,0,0,0,0,21394,21394,0,0,0,0,0,3.1327,0,2020_October,2020,October,12.6862,13.1361,0.4499,2,seki
2020_October_ARPA_2.3_1,2020_October_ARPA_2.3,2.3,1,ARPA,EPI,-0.124,102.1771109,0,0,14,-59309,-59295,0,114,59423,0,272.6,0,0,0,0.444,1,2020_October,2020,October,7.5448,7.8921,0.3473,2,seki,2020_October_ARPA_2.3,2.3,1,ARPA,HP,-0.124,102.1771109,0,33,54,0,54,39,123,84,1,252.7,374.1,256.2,0,4.3691,0,2020_October,2020,October,7.5448,7.8921,0.3473,2,seki
2020_October_ARPA_2.3_2,2020_October_ARPA_2.3,2.3,2,ARPA,EPI,-1.262,109.7751873,0,0,13,-72662,-72649,0,74,72736,0,259.3,0,0,0,0.5,1,2020_October,2020,October,7.829,8.4882,0.6592,2,seki,2020_October_ARPA_2.3,2.3,2,ARPA,HP,-1.262,109.7751873,0,16,54,0,54,38,188,150,1,245.5,250.7,231.7,0,4.8488,0,2020_October,2020,October,7.829,8.4882,0.6592,2,seki
2020_October_ARPA_2.3_3,2020_October_ARPA_2.3,2.3,3,ARPA,EPI,-3.964,85.09040334,0,0,14,-40879,-40865,0,96,40975,0,272.6,0,0,0,0.4943,1,2020_October,2020,October,7.9386,8.5504,0.6118,2,seki,2020_October_ARPA_2.3,2.3,3,ARPA,HP,-3.964,85.09040334,0,0,102,-40848,-40746,0,352,41200,0,241.9,0,0,0,3.3264,1,2020_October,2020,October,7.9386,8.5504,0.6118,2,seki
2020_October_ARPA_2.3_4,2020_October_ARPA_2.3,2.3,4,ARPA,EPI,-0.895,123.8226559,0,0,14,-43247,-43233,0,71,43318,0,282.6,0,0,0,0.5717,1,2020_October,2020,October,7.6448,8.2285,0.5837,2,seki,2020_October_ARPA_2.3,2.3,4,ARPA,HP,-0.895,123.8226559,0,27,52,0,52,21,245,224,1,260.2,360.1,258.5,0,5.2914,0,2020_October,2020,October,7.6448,8.2285,0.5837,2,seki
2020_October_ARPA_2.3_5,2020_October_ARPA_2.3,2.3,5,ARPA,EPI,-4.467,77.61262291,0,0,17,-63620,-63603,0,122,63742,0,280.8,0,0,0,0.4819,1,2020_October,2020,October,12.5468,12.8862,0.3394,2,seki,2020_October_ARPA_2.3,2.3,5,ARPA,HP,-4.467,77.61262291,0,35,108,14,122,17,128,97,1,235.8,276.5,250.6,0,3.0901,1,2020_October,2020,October,12.5468,12.8862,0.3394,2,seki
2020_October_ARPA_2.3_8,2020_October_ARPA_2.3,2.3,8,ARPA,EPI,-7.407,-107.4350078,missing dry wt,0,38,-33629,-33591,0,104,33733,0,269,0,0,0,-0.5296,1,2020_October,2020,October,0,13.1913,13.1913,2,seki,2020_October_ARPA_2.3,2.3,8,ARPA,HP,-7.407,-107.4350078,missing dry wt,33,58,35,93,6,158,117,1,249.5,251.8,243.7,0,3.2584,0,2020_October,2020,October,0,13.1913,13.1913,2,seki
2020_October_ARPA_2.4_1,2020_October_ARPA_2.4,2.4,1,ARPA,EPI,-0.046,109.4005896,0,0,33,-59711,-59678,0,102,59813,0,279.6,0,0,0,0.4573,1,2020_October,2020,October,7.5427,7.8767,0.334,2,seki,2020_October_ARPA_2.4,2.4,1,ARPA,HP,-0.046,109.4005896,0,24,48,0,48,45,110,65,1,242.8,311.8,274.8,0,3.495,0,2020_October,2020,October,7.5427,7.8767,0.334,2,seki
2020_October_ARPA_2.4_2,2020_October_ARPA_2.4,2.4,2,ARPA,EPI,-4.224,100.3858211,0,2.5,17,21,38,3,80,56,1,276.9,315.9,285.1,0,0.4581,1,2020_October,2020,October,7.6118,8.0281,0.4163,2,seki,2020_October_ARPA_2.4,2.4,2,ARPA,HP,-4.224,100.3858211,0,20,47,0,47,32,40,8,1,219.2,260.1,223.1,0,4.2035,0,2020_October,2020,October,7.6118,8.0281,0.4163,2,seki
2020_October_ARPA_2.4_3,2020_October_ARPA_2.4,2.4,3,ARPA,EPI,-1.218,97.52355906,0,0,20,-41244,-41224,0,89,41333,0,276.7,0,0,0,0.5946,1,2020_October,2020,October,7.6699,8.1149,0.445,2,seki,2020_October_ARPA_2.4,2.4,3,ARPA,HP,-1.218,97.52355906,0,31,49,0,49,30,251,221,1,295.4,423,292.3,0,4.5096,0,2020_October,2020,October,7.6699,8.1149,0.445,2,seki
2020_October_ARPA_2.4_4,2020_October_ARPA_2.4,2.4,4,ARPA,EPI,-2.671,90.79639369,0,3.8,15,23,38,2,83,58,1,269.1,297.1,284.5,0,0.5099,1,2020_October,2020,October,7.7544,8.2378,0.4834,2,seki,2020_October_ARPA_2.4,2.4,4,ARPA,HP,-2.671,90.79639369,0,36,50,0,50,22,192,170,1,259.7,312.7,246,0,6.1003,1,2020_October,2020,October,7.7544,8.2378,0.4834,2,seki
2020_October_ARPA_2.4_5,2020_October_ARPA_2.4,2.4,5,ARPA,EPI,-2.804,95.83764755,0,0,14,-64952,-64938,0,88,65040,0,272.6,0,0,0,0.5539,1,2020_October,2020,October,12.7364,13.1992,0.4628,2,seki,2020_October_ARPA_2.4,2.4,5,ARPA,HP,-2.804,95.83764755,0,35,58,0,58,18,272,254,1,244.7,261.2,243.1,0,3.344,0,2020_October,2020,October,12.7364,13.1992,0.4628,2,seki
2020_October_ARPA_2.4_6,2020_October_ARPA_2.4,2.4,6,ARPA,EPI,-4.2,85.17414789,0,0,26,-91,-65,0,149,240,0,280.2,0,0,0,0.5739,1,2020_October,2020,October,12.6067,13.064,0.4573,2,seki,2020_October_ARPA_2.4,2.4,6,ARPA,HP,-4.2,85.17414789,0,0,134,-150,-16,0,207,357,0,253.9,0,0,0,4.0411,1,2020_October,2020,October,12.6067,13.064,0.4573,2,seki
2020_October_ARPA_2.4_7,2020_October_ARPA_2.4,2.4,7,ARPA,EPI,-6.954,77.29566095,0,0,22,-5778,-5756,0,1,5779,0,277.7,0,0,0,0.4714,1,2020_October,2020,October,7.6379,7.9443,0.3064,2,seki,2020_October_ARPA_2.4,2.4,7,ARPA,HP,-6.954,77.29566095,0,31,61,0,61,16,182,166,1,215.9,238.2,213.8,0,3.1764,0,2020_October,2020,October,7.6379,7.9443,0.3064,2,seki
2020_October_ARPA_2.4_8,2020_October_ARPA_2.4,2.4,8,ARPA,EPI,-6.578,56.58802178,0,0,34,-33879,-33845,0,104,33983,0,277.1,0,0,0,0.4984,1,2020_October,2020,October,7.415,7.5709,0.1559,2,seki,2020_October_ARPA_2.4,2.4,8,ARPA,HP,-6.578,56.58802178,0,42,28,14,42,18,168,136,1,253.2,264.8,247.4,0,2.9024,0,2020_October,2020,October,7.415,7.5709,0.1559,2,seki
2020_October_ARPA_2.5_1,2020_October_ARPA_2.5,2.5,1,ARPA,EPI,-0.11,111.6273471,0,0,34,-59954,-59920,0,66,60020,0,272.4,0,0,0,0.3408,1,2020_October,2020,October,7.6426,8.1063,0.4637,2,seki,2020_October_ARPA_2.5,2.5,1,ARPA,HP,-0.11,111.6273471,0,15,51,0,51,9,37,28,1,269.8,271.8,271.7,0,2.3286,0,2020_October,2020,October,7.6426,8.1063,0.4637,2,seki
2020_October_ARPA_2.5_3,2020_October_ARPA_2.5,2.5,3,ARPA,EPI,-2.164,110.7422338,0,0,14,-44036,-44022,0,89,44125,0,288,0,0,0,0.44,1,2020_October,2020,October,7.6277,8.0947,0.467,2,seki,2020_October_ARPA_2.5,2.5,3,ARPA,HP,-2.164,110.7422338,0,34,60,0,60,17,86,69,1,241.1,320.1,262.7,0,2.3603,0,2020_October,2020,October,7.6277,8.0947,0.467,2,seki
2020_October_ARPA_2.5_4,2020_October_ARPA_2.5,2.5,4,ARPA,EPI,-3.564,95.08750384,0,11,23,20,43,4,115,91,1,266.1,321.8,278.6,0,0.4812,1,2020_October,2020,October,7.5616,7.8713,0.3097,2,seki,2020_October_ARPA_2.5,2.5,4,ARPA,HP,-3.564,95.08750384,0,31,53,0,53,23,198,175,1,246.1,274.5,245.8,0,2.5001,0,2020_October,2020,October,7.5616,7.8713,0.3097,2,seki
2020_October_ARPA_2.5_5,2020_October_ARPA_2.5,2.5,5,ARPA,EPI,-4.637,79.76852882,0,0,17,-63235,-63218,0,133,63368,0,271.5,0,0,0,0.6227,1,2020_October,2020,October,12.6968,13.0552,0.3584,2,seki,2020_October_ARPA_2.5,2.5,5,ARPA,HP,-4.637,79.76852882,0,35,78,0,78,13,165,152,1,247.2,393.8,300.2,0,4.4791,0,2020_October,2020,October,12.4462,12.7065,0.2603,2,seki
2020_October_ARPA_2.5_6,2020_October_ARPA_2.5,2.5,6,ARPA,EPI,-3.725,88.04037006,0,0,10,-22005,-21995,0,111,22116,0,276.7,0,0,0,0.5066,1,2020_October,2020,October,12.8087,13.3321,0.5234,2,seki,2020_October_ARPA_2.5,2.5,6,ARPA,HP,-3.725,88.04037006,0,0,144,-22025,-21881,0,431,22456,0,196.8,0,0,0,2.4035,1,2020_October,2020,October,12.8087,13.3321,0.5234,2,seki
2020_October_ARPA_2.5_7,2020_October_ARPA_2.5,2.5,7,ARPA,EPI,-6.954,77.29566095,0,0,28,-6128,-6100,0,148,6276,0,273.7,0,0,0,0.5318,1,2020_October,2020,October,7.6379,7.9443,0.3064,2,seki,2020_October_ARPA_2.5,2.5,7,ARPA,HP,-4.637,79.76852882,0,24,44,0,44,19,170,151,1,224.8,242,220.1,0,4.4791,0,2020_October,2020,October,12.6968,13.0552,0.3584,2,seki
2020_October_CECO_1.1_1,2020_October_CECO_1.1,1.1,1,CECO,EPI,-0.486,110.6707317,0,0,19,-50484,-50465,0,93,50577,0,282.1,0,0,0,0.4616,1,2020_October,2020,October,7.4079,7.5894,0.1815,1,seki,2020_October_CECO_1.1,1.1,1,CECO,HP,-0.486,110.6707317,0,22,547,0,547,11,194,183,2,256,301.2,298.1,0,1.4616,0,2020_October,2020,October,7.4079,7.5894,0.1815,1,seki
2020_October_CECO_1.1_2,2020_October_CECO_1.1,1.1,2,CECO,EPI,-1.005,101.8812463,0,0,16,-61682,-61666,0,219,61901,0,277.8,0,0,0,0.4943,1,2020_October,2020,October,7.3798,7.5531,0.1733,1,seki,2020_October_CECO_1.1,1.1,2,CECO,HP,-1.005,101.8812463,0,27,381,0,381,10,69,59,2,247.3,245.1,246.3,0,1.7843,0,2020_October,2020,October,7.3798,7.5531,0.1733,1,seki
2020_October_CECO_1.1_3,2020_October_CECO_1.1,1.1,3,CECO,EPI,-3.827,82.1880651,0,9,5,55,60,6,117,56,1,268.1,367,326.7,0,0.7787,1,2020_October,2020,October,12.4064,12.5882,0.1818,1,seki,2020_October_CECO_1.1,1.1,3,CECO,HP,-3.827,82.1880651,0,16,562,0,562,15,110,95,2,230.7,279.5,247.2,0,1.8793,0,2020_October,2020,October,12.4064,12.5882,0.1818,1,seki
2020_October_CECO_1.1_4,2020_October_CECO_1.1,1.1,4,CECO,EPI,-2.846,87.14517437,0,0,8,-38936,-38928,0,180,39116,0,265.3,0,0,0,0.5759,1,2020_October,2020,October,12.4561,12.671,0.2149,1,seki,2020_October_CECO_1.1,1.1,4,CECO,HP,-2.846,87.14517437,0,11,135,421,556,11,540,108,2,272,0,270.5,0,1.4728,1,2020_October,2020,October,12.4561,12.671,0.2149,1,seki
2020_October_CECO_1.1_6,2020_October_CECO_1.1,1.1,6,CECO,EPI,-4.418,67.19626168,0,0,6,-74593,-74587,0,179,74772,0,279.5,0,0,0,0.5,1,2020_October,2020,October,7.4933,7.709,0.2157,1,seki,2020_October_CECO_1.1,1.1,6,CECO,HP,-4.418,67.19626168,0,0,75,-74588,-74513,0,484,75072,0,224.2,0,0,0,1.602,1,2020_October,2020,October,7.4933,7.709,0.2157,1,seki
2020_October_CECO_1.1_7,2020_October_CECO_1.1,1.1,7,CECO,EPI,-8.25,35.65905413,0,11,9,19,28,9,169,141,1,268.6,294.9,266.6,0,0.4911,1,2020_October,2020,October,12.7393,12.9376,0.1983,1,seki,2020_October_CECO_1.1,1.1,7,CECO,HP,-8.25,35.65905413,0,15,24,393,417,18,495,84,2,284.8,308.4,279.7,0,1.0904,1,2020_October,2020,October,12.7393,12.9376,0.1983,1,seki
2020_October_CECO_1.1_8,2020_October_CECO_1.1,1.1,8,CECO,EPI,-7.354,51.42237876,0,10,6,41,47,4,138,93,1,272.4,323.6,285.8,0,0.4926,1,2020_October,2020,October,12.5005,12.6903,0.1898,1,seki,2020_October_CECO_1.1,1.1,8,CECO,HP,-7.354,51.42237876,0,0,-6,0,-6,0,0,0,0,224.5,0,0,0,1.0524,0,2020_October,2020,October,12.5005,12.6903,0.1898,1,seki
2020_October_CECO_1.1_9,2020_October_CECO_1.1,1.1,9,CECO,EPI,-6.78,0,no lfm,14,6,28,34,9,162,125,1,279.5,332.6,268,0,0.5569,1,2020_October,2020,October,0,0,0,1,seki,2020_October_CECO_1.1,1.1,9,CECO,HP,-6.78,0,Missing lfm and flam weight,19,27,364,391,11,479,104,2,240.8,241.8,236.1,0,0,1,2020_October,2020,October,0,0,0,1,seki
2020_October_CECO_1.2_1,2020_October_CECO_1.2,1.2,1,CECO,EPI,-0.152,124.6845858,0,4,5,29,34,2,75,44,1,276.1,0,0,0,0.3094,1,2020_October,2020,October,7.3915,7.6188,0.2273,1,seki,2020_October_CECO_1.2,1.2,1,CECO,HP,-0.152,124.6845858,0,23,690,0,690,4,4,0,2,0,291.7,291.6,0,1.6206,0,2020_October,2020,October,7.3915,7.6188,0.2273,1,seki
