model.spp.gr.sample,individual,sample,round,model.spp.gr,spp,model,mpa,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,bottle.wt,ttms,lfm.outliers.out,lfm.NAs.imputed,gr,precip.2month,precip.2mo,season,ignition_no_double,prop.ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp.change,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,gww.gdw.saturated,gdw.gww.saturated,RWC,RWD,max.mpa.sample,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,fh_nas_imputed
"2020_October_EPI_ARPA_(100,110]_1.5",2020_October_ARPA_1.5,1.5,3,"2020_October_EPI_ARPA_(100,110]",ARPA,EPI,3.128,0,13,17,11,28,9,69,49,1,274.2,337.2,268.3,NA,0.4887,1,2020_October,2020,October,7.6145,7.9789,0.3644,1,7.2572,NA,101.98712570000001,101.98712570000001,"(100,110]",2020_October,0.61,Dry,1,22,1.1111111111111112,hydrated,"(100,105]","(100,110]","(100,120]",63,0.9543295441727555,1.0198712570000001,20.895993413830954,0.46638084823722564,0.02231915176277438,1.438068756,1.1822415707356981,70.91950595163338,29.080494048366617,-0.084,16.669886042080318,0.5115277777777778,27.87421492356719,147.94775613277972,19.29753340862344,105.06434855806094,36.45089643851094,60.036770604606254,23.585874166095316,NA
"2020_October_EPI_ARPA_(80,90]_2.1",2020_October_ARPA_2.1,2.1,4,"2020_October_EPI_ARPA_(80,90]",ARPA,EPI,1.038,DW may be off-find another written down?,4,21,22,43,2,77,53,1,267.9,287.2,276.8,NA,0.4884,1,2020_October,2020,October,7.6699,8.0808,0.4109,2,7.1863,NA,84.96691481,84.96691481,"(80,90]",2020_October,0.61,Dry,1,23,5,moderate,"(80,85]","(80,90]","(80,100]",19.30000000000001,0.9491510741510741,0.8496691481,18.666098807495743,0.4635653846153846,0.0248346153846154,1.185035056568572,7.921781867614764,71.6999166725355,28.300083327464506,-0.13,12.345526016944016,0.5115277777777778,8.628771976403627,166.10386054576983,4.314385988201813,114.33122868734807,45.301052876119044,92.759298746339,47.458245870219955,NA
"2020_October_EPI_ARPA_(80,90]_2.1",2020_October_ARPA_2.1,2.1,3,"2020_October_EPI_ARPA_(80,90]",ARPA,EPI,5.948,0,10,11,16,27,3,76,57,1,273.8,307.3,258.5,NA,0.478,1,2020_October,2020,October,7.6266,7.9877,0.3611,2,7.1785,NA,80.58469092,80.58469092,"(80,90]",2020_October,0.61,Dry,1,23,3.3333333333333335,moderate,"(80,85]","(80,90]","(80,100]",33.5,0.9547929942286265,0.8058469092,21.120465245084464,0.45639105124128343,0.02160894875871655,1.185035056568572,7.921781867614764,68.00194683973635,31.99805316026365,-0.13,15.837159919365124,0.5115277777777778,21.911034348290126,166.52386104700494,6.573310304487038,124.89289578525371,24.102137783119137,59.15979274038334,35.0576549572642,NA
"2020_October_EPI_ARPA_(80,90]_2.1",2020_October_ARPA_2.1,2.1,5,"2020_October_EPI_ARPA_(80,90]",ARPA,EPI,2.556,0,9.5,18,16,34,1,87,70,1,273.3,268.1,258.4,NA,0.4903,1,2020_October,2020,October,12.3325,12.5355,0.203,2,12.093,NA,84.75991649,84.75991649,"(80,90]",2020_October,0.61,Dry,1,23,10,moderate,"(80,85]","(80,90]","(80,100]",-5.199999999999989,0.9838059909856008,0.8475991649,60.75123152709359,0.4823600773802401,0.007939922619759898,1.185035056568572,7.921781867614764,71.52523971352687,28.474760286473128,-0.13,14.961602012275298,0.5115277777777778,19.694830574693757,180.36318526298493,2.07314006049408,145.1198042345856,37.31652108889344,70.48676205679871,33.17024096790528,NA
"2020_October_EPI_ARPA_(70,80]_2.1",2020_October_ARPA_2.1,2.1,7,"2020_October_EPI_ARPA_(70,80]",ARPA,EPI,5.318,0,12,18,11,29,2,89,76,1,275.9,283.5,243.5,NA,0.4844,1,2020_October,2020,October,7.7373,8.1204,0.3831,2,7.1955,NA,70.70874862,70.70874862,"(70,80]",2020_October,0.61,Dry,1,20,5,moderate,"(70,75]","(70,80]","(60,80]",7.600000000000023,0.952822521058076,0.7070874862,20.196554424432264,0.461547229200532,0.022852770799468014,1.185035056568572,7.921781867614764,59.668064862778536,40.331935137221464,-0.13,16.252051213657264,0.5115277777777778,25.999506097752494,192.82967022499767,4.333251016292083,164.66353861909914,38.999259146628745,62.8321397362352,23.832880589606454,NA
"2020_October_EPI_ARPA_(100,110]_2.4",2020_October_ARPA_2.4,2.4,2,"2020_October_EPI_ARPA_(100,110]",ARPA,EPI,4.224,0,2.5,17,21,38,3,80,56,1,276.9,315.9,285.1,NA,0.4581,1,2020_October,2020,October,7.6118,8.0281,0.4163,2,7.1971,NA,100.3858211,100.3858211,"(100,110]",2020_October,0.61,Dry,1,22,3.3333333333333335,hydrated,"(100,105]","(100,110]","(100,120]",39,0.9481446419451676,1.003858211,18.28441028104732,0.43434506047508126,0.02375493952491875,1.094005896,16.041373603640878,91.75985382440754,8.240146175592457,-0.046,12.019686467622734,0.5115277777777778,5.755792404466464,184.18535694292686,6.906950885359758,128.92974986004882,39.13938835037196,87.48804454789027,48.3486561975183,NA
"2020_October_EPI_ARPA_(90,100]_2.4",2020_October_ARPA_2.4,2.4,4,"2020_October_EPI_ARPA_(90,100]",ARPA,EPI,2.671,0,3.8,15,23,38,2,83,58,1,269.1,297.1,284.5,NA,0.5099,1,2020_October,2020,October,7.7544,8.2378,0.4834,2,7.222,NA,90.79639369,90.79639369,"(90,100]",2020_October,0.61,Dry,1,23,5,hydrated,"(90,95]","(90,100]","(80,100]",28,0.9413192842749278,0.9079639369,16.041373603640878,0.47997870305178575,0.02992129694821427,1.094005896,16.041373603640878,82.99442811229602,17.00557188770398,-0.046,12.56647478483079,0.5115277777777778,7.917017934001983,172.92433908478014,4.1668515442115694,120.83869478213553,31.251386581586775,79.17017934001983,47.91879275843306,NA
"2020_October_EPI_ARPA_(90,100]_2.5",2020_October_ARPA_2.5,2.5,4,"2020_October_EPI_ARPA_(90,100]",ARPA,EPI,3.564,0,11,23,20,43,4,115,91,1,266.1,321.8,278.6,NA,0.4812,1,2020_October,2020,October,7.5616,7.8713,0.3097,2,7.2359,NA,95.08750384,95.08750384,"(90,100]",2020_October,0.61,Dry,1,23,2.5,hydrated,"(95,100]","(90,100]","(80,100]",55.69999999999999,0.9606545297473099,0.9508750384,24.415886341620926,0.46226695971440557,0.01893304028559445,1.116273471,16.33340471092077,85.18298276390732,14.817017236092681,-0.11,14.742117664731555,0.5115277777777778,23.795773781444257,248.77399862418994,8.653008647797911,196.8559467374025,49.75479972483799,93.01984296382754,43.265043238989556,NA
"2020_October_EPI_ABCO_(130,140]_1.4",2020_October_ABCO_1.4,1.4,1,"2020_October_EPI_ABCO_(130,140]",ABCO,EPI,0.312,0,5.5,12,13,25,5,65,47,1,262.8,232.4,294.4,90,0.5143,1,2020_October,2020,October,7.5349,7.9775,0.4426,1,7.198,NA,131.374295,131.374295,"(130,140]",2020_October,0.61,Dry,1,50,2,hydrated,"(130,135]","(130,140]","(120,140]",-30.400000000000006,0.9445189595738014,1.31374295,17.02417532760958,0.485766100908806,0.02853389909119397,1.74,13.276210379658654,75.5024683908046,24.497531609195406,-0.312,20.004484751161556,0.5143,11.322321565276388,133.8092548623573,10.293019604796715,96.75438428508913,24.70324705151212,51.46509802398358,26.76185097247146,NA
"2020_October_EPI_PIJE_(120,130]_1.3",2020_October_PIJE_1.3,1.3,5,"2020_October_EPI_PIJE_(120,130]",PIJE,EPI,3.007,0,7,11,32,43,5,82,45,1,272.5,296.5,284.6,100,0.5138,1,2020_October,2020,October,7.4928,7.7728,0.28,1,7.264,NA,122.3776224,122.3776224,"(120,130]",2020_October,0.61,Dry,1,14,2,hydrated,"(120,125]","(120,130]","(120,140]",24,0.9639769452449567,1.223776224,26.759999999999998,0.4952913544668588,0.018508645533141244,1.676606061,18.25057836899942,72.99127997128242,27.008720028717576,-0.314,16.182214874969933,0.5021249999999999,14.133095473743804,165.55911840671314,10.095068195531288,90.85561375978159,22.209150030168836,86.81758648156908,64.60843645140025,NA
"2020_October_EPI_PIJE_(130,140]_1.6",2020_October_PIJE_1.6,1.6,5,"2020_October_EPI_PIJE_(130,140]",PIJE,EPI,2.182,0,5,19,19,38,6,26,1,1,273.9,311,281,100,0.5043,1,2020_October,2020,October,7.7024,8.3136,0.6112,1,7.2425,NA,132.8984562,132.8984562,"(130,140]",2020_October,0.61,Dry,1,33,1.6666666666666667,hydrated,"(130,135]","(130,140]","(120,140]",37.10000000000002,0.9264819091608931,1.328984562,12.602094240837697,0.4672248267898384,0.03707517321016157,1.634645669,12.602094240837697,81.30107871102187,18.698921288978127,-0.337,15.93936733044958,0.5021249999999999,10.701486122545113,55.64772783723459,12.841783347054136,2.140297224509023,40.66564726567143,81.33129453134286,40.66564726567143,NA
"2020_October_EPI_PIJE_(100,110]_1.6",2020_October_PIJE_1.6,1.6,3,"2020_October_EPI_PIJE_(100,110]",PIJE,EPI,3.468,0,8,14,19,33,7,73,47,1,275.4,313.4,301,100,0.5277,1,2020_October,2020,October,12.6516,13.1802,0.5286,1,12.1682,NA,109.3504344,109.3504344,"(100,110]",2020_October,0.61,Dry,1,33,1.4285714285714286,hydrated,"(105,110]","(100,110]","(100,120]",38,0.9598943870350982,1.093504344,23.93416572077185,0.5065362680384213,0.021163731961578613,1.634645669,12.602094240837697,66.89549697146019,33.10450302853981,-0.337,17.843844563932475,0.5021249999999999,15.793538399491645,144.11603789536127,13.81934609955519,92.78703809701342,27.63869219911038,65.14834589790304,37.50965369879266,NA
"2020_October_EPI_PIJE_(130,140]_1.8",2020_October_PIJE_1.8,1.8,3,"2020_October_EPI_PIJE_(130,140]",PIJE,EPI,3.089,0,17,8,25,33,3,64,36,1,268.2,295.9,281,100,0.4627,1,2020_October,2020,October,12.53,13.0209,0.4909,1,12.1744,NA,138.048369,138.048369,"(130,140]",2020_October,0.61,Dry,1,33,3.3333333333333335,hydrated,"(135,140]","(130,140]","(120,140]",27.69999999999999,0.9622990730287461,1.3804836900000002,25.524546750865756,0.4452557810904008,0.017444218909599185,1.4939879759999999,11.292410390364243,92.40259708756855,7.597402912431448,-0.342,20.893765524125993,0.5021249999999999,38.18030157490189,143.7376059290424,6.737700277923862,80.85240333508635,17.9672007411303,74.11470305716249,56.14750231603219,NA
"2020_October_EPI_CECO_(80,90]_1.1",2020_October_CECO_1.1,1.1,3,"2020_October_EPI_CECO_(80,90]",CECO,EPI,3.827,0,9,5,27,60,6,117,56,1,268.1,367,326.7,NA,0.7787,1,2020_October,2020,October,12.4064,12.5882,0.1818,1,12.1852,NA,82.1880651,82.1880651,"(80,90]",2020_October,0.61,Dry,1,57,1.6666666666666667,moderate,"(80,85]","(80,90]","(80,100]",98.89999999999998,0.985557903433374,0.8218806510000001,68.24202420242024,0.7674539394035683,0.011246060596431628,1.1067073170000001,34.739452943903565,74.26359601813313,25.73640398186687,-0.486,11.626032016933266,0.5032871794871795,11.727088152019139,152.4521459762488,7.818058768012759,72.96854850145242,6.515048973343966,78.18058768012759,35.18126445605741,NA
"2020_October_EPI_CECO_(50,60]_1.1",2020_October_CECO_1.1,1.1,8,"2020_October_EPI_CECO_(50,60]",CECO,EPI,7.354,0,10,6,41,47,4,138,93,1,272.4,323.6,285.8,NA,0.4926,1,2020_October,2020,October,12.5005,12.6903,0.1898,1,12.1314,NA,51.42237876,51.42237876,"(50,60]",2020_October,0.61,Dry,1,70,2.5,dry,"(50,55]","(50,60]","(40,60]",51.200000000000045,0.9850436947905092,0.5142237876,65.86143308746048,0.48523252405380485,0.0073674759461951345,1.1067073170000001,34.739452943903565,46.4642981663778,53.5357018336222,-0.486,12.925247509977979,0.5032871794871795,20.60867626196292,284.3997324150883,8.243470504785169,191.66068923625517,12.365205757177753,96.86077843122573,84.49557267404798,NA
"2020_October_EPI_CECO_(50,60]_1.1",2020_October_CECO_1.1,1.1,9,"2020_October_EPI_CECO_(50,60]",CECO,EPI,6.78,no lfm,14,6,28,34,9,162,125,1,279.5,332.6,268,NA,0.5569,1,2020_October,2020,October,7.6299,7.8567,0.1984,1,0,NA,NA,57.86986661688685,"(50,60]",2020_October,0.61,Dry,1,70,1.1111111111111112,dry,"(55,60]","(50,60]","(40,60]",53.10000000000002,0.9711329184008554,0.5786986661688686,38.45715725806452,0.5408239222574363,0.0160760777425637,1.1067073170000001,34.739452943903565,52.290127414859086,47.709872585140914,-0.486,15.714814878157163,0.5032871794871795,25.88642887977854,299.54296275172305,16.64127570842906,231.12882928373693,11.094183805619373,62.86704156517645,51.77285775955708,NA
"2020_October_EPI_CECO_(30,40]_1.1",2020_October_CECO_1.1,1.1,7,"2020_October_EPI_CECO_(30,40]",CECO,EPI,8.25,0,11,9,19,28,9,169,141,1,268.6,294.9,266.6,NA,0.4911,1,2020_October,2020,October,12.7393,12.9376,0.1983,1,12.1832,NA,35.65905413,35.65905413,"(30,40]",2020_October,0.61,Dry,1,50,1.1111111111111112,dry,"(35,40]","(30,40]","(20,40]",26.299999999999955,0.9846725822409103,0.3565905413,64.24256177508825,0.483572705138511,0.0075272948614889534,1.1067073170000001,34.739452943903565,32.2208533206978,67.7791466793022,-0.486,15.956563746218853,0.5032871794871795,22.747355016344937,349.48209070566315,18.611472286100405,291.57973248223965,18.611472286100405,57.90235822342348,39.290885937323075,NA
"2020_October_EPI_CECO_(120,130]_1.2",2020_October_CECO_1.2,1.2,1,"2020_October_EPI_CECO_(120,130]",CECO,EPI,0.152,0,4,5,29,34,2,75,44,1,276.1,315.4,278.85,NA,0.3094,1,2020_October,2020,October,7.3915,7.6188,0.2273,1,7.2092,NA,124.6845858,124.6845858,"(120,130]",2020_October,0.61,Dry,1,50,5,hydrated,"(120,125]","(120,130]","(120,140]",43.15000000000002,0.9701659053919252,1.246845858,32.51869775626925,0.30016933112826166,0.009230668871738346,1.246845858,23.22257761053622,100,0,-0.152,12.298851093941058,0.5032871794871795,13.325811750870741,249.85897032882642,6.662905875435371,146.58392925957816,16.657264688588427,113.2693998824013,96.61213519381288,NA
"2020_October_EPI_CECO_(80,90]_1.2",2020_October_CECO_1.2,1.2,4,"2020_October_EPI_CECO_(80,90]",CECO,EPI,3.229,0,8.5,13,19,32,7,119,93,1,270.6,299.5,279.5,NA,0.5768,1,2020_October,2020,October,12.3428,12.8743,0.5315,1,12.1027,NA,NA,86.71741609544593,"(80,90]",2020_October,0.61,Dry,1,57,1.4285714285714286,moderate,"(85,90]","(80,90]","(80,100]",28.899999999999977,0.9587162020459365,0.8671741609544593,23.22257761053622,0.5529875053400962,0.02381249465990376,1.246845858,23.22257761053622,69.54942789363298,30.45057210636702,-0.152,14.347012273452357,0.5032871794871795,15.371052542629084,215.19473559680716,12.658513858635716,168.1773984075888,23.508668594609187,57.86749192519184,34.35882333058266,NA
"2020_October_EPI_CECO_(70,80]_1.3",2020_October_CECO_1.3,1.3,5,"2020_October_EPI_CECO_(70,80]",CECO,EPI,4.884,0,4,8,27,35,9,106,70,1,272.7,315.4,258.7,NA,0.4575,1,2020_October,2020,October,7.5218,7.7357,0.2139,1,7.2236,NA,71.73038229,71.73038229,"(70,80]",2020_October,0.61,Dry,1,33,1.1111111111111112,moderate,"(70,75]","(70,80]","(60,80]",42.69999999999999,0.9723489794071642,0.7173038228999999,35.16503038803179,0.4448496580787777,0.01265034192122233,1.182514359,30.119661563255438,60.6592061602188,39.3407938397812,-0.58,12.168012252516153,0.5032871794871795,8.991801898365507,238.28275030668595,20.23155427132239,157.35653322139638,17.983603796731014,78.67826661069819,60.69466281396717,NA
"2020_October_EPI_CECO_(50,60]_1.3",2020_October_CECO_1.3,1.3,6,"2020_October_EPI_CECO_(50,60]",CECO,EPI,6.513,0,14.5,7,12,19,9,96,75,1,284,381.7,267.5,NA,0.5044,1,2020_October,2020,October,7.5998,7.8373,0.2375,1,7.1975,NA,59.03554561,59.03554561,"(50,60]",2020_October,0.61,Dry,1,70,1.1111111111111112,dry,"(55,60]","(50,60]","(40,60]",97.69999999999999,0.9696961963941664,0.5903554561,31.999157894736843,0.48911476146121746,0.015285238538782497,1.182514359,30.119661563255438,49.92374524730824,50.07625475269176,-0.58,19.663160828387714,0.5032871794871795,29.645394378778576,196.27295588708574,18.400589614414287,153.33824678678573,14.311569700100002,38.84568918598572,24.534119485885718,NA
"2020_October_EPI_CECO_(70,80]_1.3",2020_October_CECO_1.3,1.3,3,"2020_October_EPI_CECO_(70,80]",CECO,EPI,2.003,0,7,4,25,29,3,120,92,1,266.1,274.4,239.9,NA,0.5468,1,2020_October,2020,October,12.4299,12.608,0.1781,1,12.1994,NA,77.26681128,77.26681128,"(70,80]",2020_October,0.61,Dry,1,33,3.3333333333333335,moderate,"(75,80]","(70,80]","(60,80]",8.299999999999955,0.9858740482233502,0.7726681128,69.79169006176305,0.5390759295685279,0.007724070431472052,1.182514359,30.119661563255438,65.3411188557077,34.658881144292295,-0.58,14.313439433426364,0.5032871794871795,12.98518374879536,222.603149979349,5.5650787494837255,170.66241498416758,7.420104999311634,53.795761245009345,46.37565624569771,NA
"2020_October_EPI_CECO_(50,60]_1.3",2020_October_CECO_1.3,1.3,7,"2020_October_EPI_CECO_(50,60]",CECO,EPI,8,0,7.5,7,24,31,20,149,105,1,280.1,343.4,263.1,NA,0.5655,1,2020_October,2020,October,12.4963,12.6664,0.1701,1,12.168,NA,51.81236674,51.81236674,"(50,60]",2020_October,0.61,Dry,1,70,0.5,dry,"(50,55]","(50,60]","(40,60]",63.299999999999955,0.9865707699109455,0.5181236674,73.4644326866549,0.5579057703846397,0.007594229615360271,1.182514359,30.119661563255438,43.81542291276313,56.18457708723687,-0.58,14.151527316484215,0.5032871794871795,13.443130360220577,267.0701898230488,35.84834762725487,188.20382504308807,12.546921669539204,55.56493882224505,43.018017152705845,NA
"2020_October_EPI_CECO_(130,140]_1.4",2020_October_CECO_1.4,1.4,1,"2020_October_EPI_CECO_(130,140]",CECO,EPI,0.384,0,1,14,27,35,5,142,82,1,274.1,330.8,289.7,NA,0.4912,1,2020_October,2020,October,7.5047,7.8876,0.3829,1,7.2112,NA,130.4599659,130.4599659,"(130,140]",2020_October,0.61,Dry,1,100,2,hydrated,"(130,135]","(130,140]","(120,140]",56.69999999999999,0.9514554490592829,1.304599659,19.599634369287017,0.4673549165779198,0.02384508342208025,1.304599659,19.599634369287017,100,0,-0.384,10.802341788075077,0.5032871794871795,2.139701465691706,303.83760812822226,10.69850732845853,175.4555201867199,29.955820519683886,74.88955129920971,57.771939573676065,NA
"2020_October_EPI_CECO_(60,70]_1.4",2020_October_CECO_1.4,1.4,5,"2020_October_EPI_CECO_(60,70]",CECO,EPI,5.098,0,7.3,13,18,31,14,115,83,1,270,304.2,281.5,NA,0.5185,1,2020_October,2020,October,7.6504,7.9528,0.3024,1,7.2067,NA,68.15415822,68.15415822,"(60,70]",2020_October,0.61,Dry,1,64,0.7142857142857143,moderate,"(65,70]","(60,70]","(60,80]",34.19999999999999,0.9619756563725984,0.6815415821999999,25.2989417989418,0.4987843778291922,0.019715622170807745,1.304599659,19.599634369287017,52.24143494889568,47.75856505110432,-0.384,14.07632841151894,0.5032871794871795,14.635582677571092,230.56054903022954,28.068240751506202,166.4045701696439,26.063366412112902,62.15110452119231,36.0877381090794,NA
"2020_October_EPI_CECO_(60,70]_1.4",2020_October_CECO_1.4,1.4,7,"2020_October_EPI_CECO_(60,70]",CECO,EPI,6.632,0,8,9,27,36,9,172,136,1,278.6,287.9,259.2,NA,0.5997,1,2020_October,2020,October,12.702,12.9552,0.2532,1,12.2901,NA,61.47123088,61.47123088,"(60,70]",2020_October,0.61,Dry,1,64,1.1111111111111112,moderate,"(60,65]","(60,70]","(60,80]",9.299999999999955,0.9804557243423491,0.6147123088,50.165876777251185,0.5879792978881068,0.011720702111893244,1.304599659,19.599634369287017,47.118846349476165,52.881153650523835,-0.384,13.565033204494224,0.5032871794871795,13.60592120969948,292.5273060085388,15.306661360911914,231.30066056489113,15.306661360911914,61.226645443647655,45.919984082735745,NA
"2020_October_EPI_CECO_(60,70]_1.5",2020_October_CECO_1.5,1.5,5,"2020_October_EPI_CECO_(60,70]",CECO,EPI,4.495,0,4,10,27,37,3,102,72,1,272.1,302.3,294.5,NA,0.338,1,2020_October,2020,October,7.574,7.7455,0.1715,1,7.3096,NA,64.86384266,64.86384266,"(60,70]",2020_October,0.61,Dry,1,64,3.3333333333333335,moderate,"(60,65]","(60,70]","(60,80]",30.19999999999999,0.9778581111613195,0.6486384266,44.16326530612245,0.330516041572526,0.007483958427474013,1.183898305,23.014602981442046,54.788356724609045,45.211643275390955,-0.183,11.922193823172393,0.5032871794871795,12.102287020529591,308.6083190235046,9.076715265397192,217.84116636953263,30.255717551323976,111.9461549398987,81.69043738857474,NA
"2020_October_EPI_CECO_(90,100]_1.5",2020_October_CECO_1.5,1.5,3,"2020_October_EPI_CECO_(90,100]",CECO,EPI,3.267,0,10.3,10,32,42,12,155,111,1,265,373.4,281.3,NA,0.5545,1,2020_October,2020,October,12.5217,12.8366,0.3149,1,12.1749,NA,90.80161476,90.80161476,"(90,100]",2020_October,0.61,Dry,1,12,0.8333333333333334,hydrated,"(90,95]","(90,100]","(80,100]",108.39999999999998,0.975468582023277,0.9080161476,39.7640520800254,0.5408973287319071,0.013602671268092892,1.183898305,23.014602981442046,76.69714060448798,23.302859395512016,-0.183,13.540738657015774,0.5032871794871795,19.042430888219716,286.5608531722384,22.18535637462491,205.2145464652804,18.487796978854092,77.64874731118718,59.16095033233309,NA
"2020_October_EPI_CECO_(80,90]_1.5",2020_October_CECO_1.5,1.5,7,"2020_October_EPI_CECO_(80,90]",CECO,EPI,4.225,0,15,11,18,29,8,165,113,1,266.9,335.1,278.85,NA,0.5531,1,2020_October,2020,October,12.5799,12.9261,0.3462,1,12.1516,NA,80.83119309,80.83119309,"(80,90]",2020_October,0.61,Dry,1,57,0.29411764705882354,moderate,"(80,85]","(80,90]","(80,100]",68.20000000000005,0.9732169795994151,0.8083119309,36.3370883882149,0.5382863114164366,0.014813688583563467,1.183898305,23.014602981442046,68.27545300860955,31.724546991390454,-0.183,16.954123621496997,0.5032871794871795,27.866211125691233,306.52832238260356,14.861979267035323,209.92545714687395,20.43522149217357,53.87467484300305,33.43945335082948,NA
"2020_October_EPI_CECO_(40,50]_1.5",2020_October_CECO_1.5,1.5,8,"2020_October_EPI_CECO_(40,50]",CECO,EPI,8,0,15,11,27,38,10,217,180,1,287.9,315.4,278.85,NA,0.5497,1,2020_October,2020,October,7.6737,7.9116,0.2379,1,7.1979,NA,50,50,"(40,50]",2020_October,0.61,Dry,1,75,1,dry,"(45,50]","(40,50]","(40,60]",139.90000000000003,0.9699302290307903,0.5,32.25598991172762,0.5331706468982254,0.016529353101774613,1.183898305,23.014602981442046,42.233357197010264,57.766642802989736,-0.183,15.341510906358504,0.5032871794871795,28.133581785238988,406.9991498264573,18.755721190159324,337.60298142286786,20.631293309175256,71.27174052260543,50.64044721343018,NA
"2020_October_EPI_CECO_(50,60]_1.6",2020_October_CECO_1.6,1.6,6,"2020_October_EPI_CECO_(50,60]",CECO,EPI,9,0,20,5,17,22,7,81,57,1,277.9,347.7,264.6,NA,0.4845,1,2020_October,2020,October,7.5101,7.6603,0.1502,1,7.2486,NA,57.43785851,57.43785851,"(50,60]",2020_October,0.61,Dry,1,70,1.4285714285714286,dry,"(55,60]","(50,60]","(40,60]",69.80000000000001,0.9803924128297847,0.5743785851,50.00066577896139,0.4750001240160307,0.009499875983969286,1.281349749,22.155529617741465,44.826058267718125,55.173941732281875,-0.138,20.181304133816354,0.5032871794871795,42.105252164786855,170.52627126738676,14.736838257675398,119.99996866964253,10.526313041196714,46.31577738126554,35.789464340068825,NA
"2020_October_EPI_CECO_(50,60]_1.6",2020_October_CECO_1.6,1.6,3,"2020_October_EPI_CECO_(50,60]",CECO,EPI,1.841,0,2.8,9,26,35,1,94,67,1,276.4,299.8,291.8,NA,0.4957,1,2020_October,2020,October,12.2821,12.3738,0.0917,1,12.1233,NA,57.74559194,57.74559194,"(50,60]",2020_October,0.61,Dry,1,70,10,dry,"(55,60]","(50,60]","(40,60]",23.400000000000034,0.9925891803649647,0.5774559194,133.93784078516902,0.492026456706913,0.0036735432930870004,1.281349749,22.155529617741465,45.06622175956737,54.93377824043263,-0.138,11.645861871858363,0.5032871794871795,5.6907508972995835,191.04663726648604,2.0324110347498516,136.17153932824004,18.291699312748662,71.1343862162448,52.84268690349614,NA
"2020_October_EPI_CECO_(80,90]_1.6",2020_October_CECO_1.6,1.6,5,"2020_October_EPI_CECO_(80,90]",CECO,EPI,4.08,0,0.5,14,27,35,4,171,106,1,278.2,296.9,295.6,NA,0.4601,1,2020_October,2020,October,7.4486,7.6253,0.1767,1,7.2375,NA,83.7044055,83.7044055,"(80,90]",2020_October,0.61,Dry,1,57,2.5,moderate,"(80,85]","(80,90]","(80,100]",18.69999999999999,0.9768271412272304,0.8370440549999999,42.153933220147145,0.4494381676786487,0.010661832321351317,1.281349749,22.155529617741465,65.32518195389288,34.67481804610712,-0.138,10.554308225147858,0.5032871794871795,1.1125000855679514,380.4750292642394,8.900000684543611,235.85001814040572,31.150002395902643,77.8750059897566,60.07500462066938,NA
"2020_October_EPI_CECO_(100,110]_1.6",2020_October_CECO_1.6,1.6,2,"2020_October_EPI_CECO_(100,110]",CECO,EPI,0.73,0,7,11,10,21,4,138,124,1,267.9,279.2,252,NA,0.5065,1,2020_October,2020,October,7.5927,7.9354,0.3427,1,7.2665,NA,105.0582465,105.0582465,"(100,110]",2020_October,0.61,Dry,1,31,2.5,hydrated,"(105,110]","(100,110]","(100,120]",11.300000000000011,0.9568137712024599,1.050582465,22.155529617741465,0.4846261751140459,0.021873824885954074,1.281349749,22.155529617741465,81.99029701452729,18.009702985472714,-0.138,16.137724855093985,0.5032871794871795,14.44412283004051,284.75556436365576,8.253784474308862,255.86731870357474,22.69790730434937,43.33236849012153,20.634461185772157,NA
"2020_October_EPI_CECO_(80,90]_1.6",2020_October_CECO_1.6,1.6,7,"2020_October_EPI_CECO_(80,90]",CECO,EPI,5.326,0,7,2,27,35,7,208,130,1,276.9,373.2,306.6,NA,0.6111,1,2020_October,2020,October,12.7826,13.193,0.4104,1,12.3087,NA,86.60054864,86.60054864,"(80,90]",2020_October,0.61,Dry,1,57,1.4285714285714286,moderate,"(85,90]","(80,90]","(80,100]",96.30000000000001,0.96889259455772,0.8660054864,31.146686159844055,0.5920902645342226,0.019009735465777333,1.281349749,22.155529617741465,67.58541039055527,32.41458960944473,-0.138,13.348488460386385,0.5032871794871795,11.822521698624218,351.29778761626244,11.822521698624218,219.56111726016402,3.377863342464062,59.11260849312109,45.60115512326484,NA
"2020_October_EPI_CECO_(20,30]_2.1",2020_October_CECO_2.1,2.1,7,"2020_October_EPI_CECO_(20,30]",CECO,EPI,9,0,13,9,27,22,20,122,88,1,274.6,399.1,275.8,NA,0.5794,0,2020_October,2020,October,12.397,12.4813,0.0843,2,12.0531,NA,24.51293981,24.51293981,"(20,30]",2020_October,0.61,Dry,1,100,0.5,dry,"(20,25]","(20,30]","(20,40]",124.5,0.993245895860207,0.24512939809999998,147.05812574139978,0.5754866720614039,0.003913327938596112,1.0740088110000001,30.630434782608695,22.823779059294882,77.17622094070512,-0.311,18.150462306917504,0.5032871794871795,22.589576146800688,211.99448383920645,34.75319407200106,152.91405391680465,15.638937332400477,38.22851347920116,46.91681199720143,NA
