individual,sample,round,model_spp_gr,spp,model,mpa,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start_temp,temp_max,ignition_temp,prop_new,sample_wt,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,lfm_outliers_out,lfm_n_as_imputed,gr,precip_2month,precip_2mo,season,ignition_no_double,prop_ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,gdw_gww,flam_index,max_mpa_sample,location
2016_December_ADFA_5,5,9,"2016_December_EPI_ADFA_(50,60]",ADFA,EPI,4.5,0,12,9,27,36,4,87,56,1,279.3,295.8,265.8,100,0.506,1,2016_December,2016,December,0.305,0.484,0.179,St. Marys,58.68852459,58.68852459,"(50,60]",2016_December,0.61,Dry,1,100,2.5,dry,"(55,60]","(50,60]","(40,60]",16.5,0.630165289256198,0.5868852459,1.70391061452514,9.339670747346702,-0.4,local
2016_December_ADFA_6,6,9,"2016_December_EPI_ADFA_(60,70]",ADFA,EPI,5.6,0,14,16,14,30,6,85,65,1,270.9,311.9,265.8,100,0.486,1,2016_December,2016,December,0.8755,1.4055,0.53,St. Marys,60.53683609,60.53683609,"(60,70]",2016_December,0.61,Dry,1,100,1.66666666666667,moderate,"(60,65]","(60,70]","(60,80]",41,0.622909996442547,0.6053683609,1.65188679245283,10.42839086397065,-0.2,local
2016_December_ADFA_1,1,10,"2016_December_EPI_ADFA_(90,100]",ADFA,EPI,3.4,0,12,15,3,18,9,57,45,1,275.1,316.4,265.8,100,0.518,1,2016_December,2016,December,0.317,0.618,0.301,St. Marys,94.95268139,94.95268139,"(90,100]",2016_December,0.61,Dry,1,100,1.11111111111111,hydrated,"(90,95]","(90,100]","(80,100]",41.3,0.51294498381877,0.9495268139,1.0531561461794,12.443238784790225,-0.3,local
2016_December_ADFA_2,2,10,"2016_December_EPI_ADFA_(60,70]",ADFA,EPI,3.6,0,15,16,10,26,6,69,53,1,276.4,311.9,265.8,100,0.524,1,2016_December,2016,December,0.274,0.458,0.184,St. Marys,67.15328467,67.15328467,"(60,70]",2016_December,0.61,Dry,1,100,1.66666666666667,moderate,"(65,70]","(60,70]","(60,80]",35.5,0.59825327510917,0.6715328467,1.48913043478261,11.248304670718111,-0.6,local
2016_December_ADFA_3,3,10,"2016_December_EPI_ADFA_(80,90]",ADFA,EPI,3.8,0,11,16,14,30,5,87,68,1,272.2,339.8,265.8,100,0.506,1,2016_December,2016,December,0.3945,0.7435,0.349,St. Marys,88.46641318,88.46641318,"(80,90]",2016_December,0.61,Dry,1,100,2,moderate,"(85,90]","(80,90]","(80,100]",67.6,0.530598520511096,0.8846641318,1.13037249283668,9.900074150933609,-0.4,local
2016_December_ADFA_4,4,10,"2016_December_EPI_ADFA_(50,60]",ADFA,EPI,5.1,0,12,9,19,28,6,112,87,1,274.8,302.3,265.8,100,0.499,1,2016_December,2016,December,0.5575,0.8425,0.285,St. Marys,51.12107623,51.12107623,"(50,60]",2016_December,0.61,Dry,1,100,1.66666666666667,dry,"(50,55]","(50,60]","(40,60]",27.5,0.661721068249258,0.5112107623,1.95614035087719,10.37845072147046,-0.4,local
2016_December_ADFA_5,5,10,"2016_December_EPI_ADFA_(70,80]",ADFA,EPI,4.7,0,6,25,21,46,2,126,103,1,284.7,328,265.8,100,0.472,1,2016_December,2016,December,0.1955,0.3485,0.153,St. Marys,78.26086957,78.26086957,"(70,80]",2016_December,0.61,Dry,1,100,5,moderate,"(75,80]","(70,80]","(60,80]",43.3,0.560975609756098,0.7826086957,1.27777777777778,7.442406581860601,-0.4,local
2016_December_ADFA_6,6,10,"2016_December_EPI_ADFA_(50,60]",ADFA,EPI,5.3,0,6,17,30,47,5,92,57,1,272.6,304.6,265.8,100,0.494,1,2016_December,2016,December,0.4115,0.6395,0.228,St. Marys,55.40704739,55.40704739,"(50,60]",2016_December,0.61,Dry,1,100,2,dry,"(55,60]","(50,60]","(40,60]",32,0.64347146207975,0.5540704739,1.80482456140351,7.377797871343717,-0.2,local
2016_December_ADFA_1,1,11,"2016_December_EPI_ADFA_(70,80]",ADFA,EPI,4,0,9,3,24,27,4,86,58,1,276.8,295.1,265.8,100,0.516,1,2016_December,2016,December,0.635,1.14,0.505,St. Marys,79.52755906,79.52755906,"(70,80]",2016_December,0.61,Dry,1,100,2.5,moderate,"(75,80]","(70,80]","(60,80]",18.3,0.557017543859649,0.7952755906,1.25742574257426,9.9471336077582,-0.3,local
2016_December_ADFA_2,2,11,"2016_December_EPI_ADFA_(100,110]",ADFA,EPI,4.1,0,11,3,16,19,8,85,61,1,267.5,328.5,265.8,100,0.457,1,2016_December,2016,December,0.2715,0.5595,0.288,St. Marys,106.0773481,106.0773481,"(100,110]",2016_December,0.61,Dry,1,100,1.25,hydrated,"(105,110]","(100,110]","(100,120]",61,0.485254691689008,1.060773481,0.942708333333333,11.957912693266747,-0.6,local
2016_December_ADFA_3,3,11,"2016_December_EPI_ADFA_(80,90]",ADFA,EPI,3.9,0,7,14,25,39,7,135,103,1,284.5,295.4,265.8,100,0.512,1,2016_December,2016,December,0.4435,0.8335,0.39,St. Marys,87.93686584,87.93686584,"(80,90]",2016_December,0.61,Dry,1,100,1.42857142857143,moderate,"(85,90]","(80,90]","(80,100]",10.9,0.532093581283743,0.8793686584,1.13717948717949,8.158915717046852,-0.4,local
2016_December_ADFA_4,4,11,"2016_December_EPI_ADFA_(40,50]",ADFA,EPI,5.6,0,9,22,4,26,14,103,85,1,270.2,305.3,265.8,100,0.511,1,2016_December,2016,December,0.5565,0.8185,0.262,St. Marys,47.07996406,47.07996406,"(40,50]",2016_December,0.61,Dry,1,100,0.714285714285714,dry,"(45,50]","(40,50]","(40,60]",35.1,0.679902260232132,0.4707996406,2.12404580152672,10.105446785880147,-0.4,local
2016_December_ADFA_5,5,11,"2016_December_EPI_ADFA_(70,80]",ADFA,EPI,5.1,0,1,14,24,38,1,89,64,1,279.2,305.4,265.8,100,0.474,1,2016_December,2016,December,0.2775,0.4905,0.213,St. Marys,76.75675676,76.75675676,"(70,80]",2016_December,0.61,Dry,1,100,10,moderate,"(75,80]","(70,80]","(60,80]",26.2,0.565749235474006,0.7675675676,1.30281690140845,6.956949282763799,-0.4,local
2016_December_ADFA_6,6,11,"2016_December_EPI_ADFA_(50,60]",ADFA,EPI,5.8,0,9,16,26,42,6,96,64,1,279.3,290.4,265.8,100,0.529,1,2016_December,2016,December,0.3265,0.5095,0.183,St. Marys,56.04900459,56.04900459,"(50,60]",2016_December,0.61,Dry,1,100,1.66666666666667,dry,"(55,60]","(50,60]","(40,60]",11.1,0.640824337585869,0.5604900459,1.78415300546448,8.26959488545683,-0.2,local
2016_December_ADFA_1,1,12,"2016_December_EPI_ADFA_(110,120]",ADFA,EPI,4.2,0,15,7,13,20,7,88,68,1,275,380,265.8,100,0.524,1,2016_December,2016,December,0.2495,0.5305,0.281,St. Marys,112.6252505,112.6252505,"(110,120]",2016_December,0.61,Dry,1,100,1.42857142857143,hydrated,"(110,115]","(110,120]","(100,120]",105,0.470311027332705,1.126252505,0.887900355871886,12.533335668896113,-0.3,local
2016_December_ADFA_2,2,12,"2016_December_EPI_ADFA_(90,100]",ADFA,EPI,4.2,0,4,17,28,45,1,94,65,1,272.2,285.3,265.8,100,0.51,1,2016_December,2016,December,0.324,0.647,0.323,St. Marys,99.69135802,99.69135802,"(90,100]",2016_December,0.61,Dry,1,100,10,hydrated,"(95,100]","(90,100]","(80,100]",13.1,0.500772797527048,0.9969135802,1.0030959752322,7.123159248662147,-0.6,local
2016_December_ADFA_3,3,12,"2016_December_EPI_ADFA_(100,110]",ADFA,EPI,4,0,16,12,12,24,4,72,56,1,272.1,298.8,265.8,100,0.497,1,2016_December,2016,December,0.2925,0.5925,0.3,St. Marys,102.5641026,102.5641026,"(100,110]",2016_December,0.61,Dry,1,100,2.5,hydrated,"(100,105]","(100,110]","(100,120]",26.7,0.493670886075949,1.025641026,0.975,11.80487877428168,-0.4,local
2016_December_ADFA_4,4,12,"2016_December_EPI_ADFA_(60,70]",ADFA,EPI,7,0,12,9,14,23,9,99,76,1,278.4,379,265.8,100,0.526,1,2016_December,2016,December,0.348,0.577,0.229,St. Marys,65.8045977,65.8045977,"(60,70]",2016_December,0.61,Dry,1,100,1.11111111111111,moderate,"(65,70]","(60,70]","(60,80]",100.6,0.603119584055459,0.658045977,1.51965065502183,11.2654371430374,-0.4,local
2016_December_ADFA_5,5,12,"2016_December_EPI_ADFA_(60,70]",ADFA,EPI,6.4,0,8,14,19,33,6,105,80,1,278.8,307.3,265.8,100,0.474,1,2016_December,2016,December,0.3415,0.5595,0.218,St. Marys,63.83601757,63.83601757,"(60,70]",2016_December,0.61,Dry,1,100,1.66666666666667,moderate,"(60,65]","(60,70]","(60,80]",28.5,0.610366398570152,0.6383601757,1.56651376146789,8.949544332374801,-0.4,local
2016_December_ADFA_6,6,12,"2016_December_EPI_ADFA_(50,60]",ADFA,EPI,7.9,0,14,10,21,31,6,112,85,1,279.9,323.7,265.8,100,0.505,1,2016_December,2016,December,0.938,1.447,0.509,St. Marys,54.26439232,54.26439232,"(50,60]",2016_December,0.61,Dry,1,100,1.66666666666667,dry,"(50,55]","(50,60]","(40,60]",43.8,0.648237733241189,0.5426439232,1.84282907662083,10.285692576286324,-0.2,local
2016_December_ADFA_1,1,13,"2016_December_EPI_ADFA_(110,120]",ADFA,EPI,4.7,0,15,16,8,24,11,84,65,1,275.2,294.3,265.8,100,0.509,1,2016_December,2016,December,0.173,0.371,0.198,St. Marys,114.4508671,114.4508671,"(110,120]",2016_December,0.61,Dry,1,100,0.909090909090909,hydrated,"(110,115]","(110,120]","(100,120]",19.1,0.466307277628032,1.144508671,0.873737373737374,11.629706565154503,-0.3,local
2016_December_ADFA_2,2,13,"2016_December_EPI_ADFA_(60,70]",ADFA,EPI,4.5,0,8,12,14,26,7,90,69,1,275.9,318,265.8,100,0.483,1,2016_December,2016,December,0.156,0.352,0.196,St. Marys,NA,69.3737752891833,"(60,70]",2016_December,0.61,Dry,1,100,1.42857142857143,moderate,"(65,70]","(60,70]","(60,80]",42.1,0.443181818181818,0.693737752891833,0.795918367346939,9.891205141757672,-0.6,local
2016_December_ADFA_3,3,13,"2016_December_EPI_ADFA_(80,90]",ADFA,EPI,6.2,0,12,6,7,13,10,79,62,1,276.8,361.4,265.8,100,0.496,1,2016_December,2016,December,0.4235,0.7835,0.36,St. Marys,85.00590319,85.00590319,"(80,90]",2016_December,0.61,Dry,1,100,1,moderate,"(85,90]","(80,90]","(80,100]",84.6,0.540523292916401,0.8500590319,1.17638888888889,14.08292342330886,-0.4,local
2016_December_ADFA_4,4,13,"2016_December_EPI_ADFA_(60,70]",ADFA,EPI,6.5,0,12,10,13,23,10,73,50,1,280.1,318.4,265.8,100,0.472,1,2016_December,2016,December,0.3365,0.5385,0.202,St. Marys,60.02971768,60.02971768,"(60,70]",2016_December,0.61,Dry,1,100,1,moderate,"(60,65]","(60,70]","(60,80]",38.3,0.624883936861653,0.6002971768,1.66584158415842,11.2654371430374,-0.4,local
2016_December_ADFA_5,5,13,"2016_December_EPI_ADFA_(60,70]",ADFA,EPI,5.9,0,12,14,13,27,9,120,98,1,275.4,347.5,265.8,100,0.482,1,2016_December,2016,December,0.363,0.605,0.242,St. Marys,66.66666667,66.66666667,"(60,70]",2016_December,0.61,Dry,1,100,1.11111111111111,moderate,"(65,70]","(60,70]","(60,80]",72.1,0.6,0.6666666667,1.5,10.53788372382806,-0.4,local
2016_December_ADFA_6,6,13,"2016_December_EPI_ADFA_(50,60]",ADFA,EPI,7,0,11,4,19,23,10,121,92,1,272.6,333.1,265.8,100,0.493,1,2016_December,2016,December,0.821,1.268,0.447,St. Marys,54.44579781,54.44579781,"(50,60]",2016_December,0.61,Dry,1,100,1,dry,"(50,55]","(50,60]","(40,60]",60.5,0.647476340694006,0.5444579781,1.83668903803132,11.062054685080746,-0.2,local
2016_December_ADFA_1,1,14,"2016_December_EPI_ADFA_(60,70]",ADFA,EPI,5,0,16,6,10,16,9,92,73,1,278.6,351.2,265.8,100,0.514,1,2016_December,2016,December,0.084,0.218,0.134,St. Marys,NA,67.2067539092868,"(60,70]",2016_December,0.61,Dry,1,100,1.11111111111111,moderate,"(65,70]","(60,70]","(60,80]",72.6,0.385321100917431,0.672067539092868,0.626865671641791,13.896829646917103,-0.3,local
2016_December_ADFA_2,2,14,"2016_December_EPI_ADFA_(50,60]",ADFA,EPI,6.7,"Weights are off, unclear why - entering or weighing error?",19,9,9,18,5,79,65,1,268,300.7,265.8,100,0.466,1,2016_December,2016,December,0.538,0.826,0.298,St. Marys,NA,59.8388812176388,"(50,60]",2016_December,0.61,Dry,1,100,2,dry,"(55,60]","(50,60]","(40,60]",32.7,0.651331719128329,0.598388812176388,1.80536912751678,13.82569166906264,-0.6,local
2016_December_ADFA_3,3,14,"2016_December_EPI_ADFA_(60,70]",ADFA,EPI,6.6,0,12,5,7,12,9,83,67,1,273.7,293.4,265.8,100,0.486,1,2016_December,2016,December,0.106,0.269,0.163,St. Marys,NA,60.2722854936181,"(60,70]",2016_December,0.61,Dry,1,100,1.11111111111111,moderate,"(60,65]","(60,70]","(60,80]",19.7,0.394052044609665,0.602722854936181,0.650306748466258,14.491171435348193,-0.4,local
2016_December_ADFA_4,4,14,"2016_December_EPI_ADFA_(50,60]",ADFA,EPI,8.7,0,9,12,19,31,4,83,60,1,281.6,304.4,265.8,100,0.523,1,2016_December,2016,December,0.538,0.826,0.288,St. Marys,53.53159851,53.53159851,"(50,60]",2016_December,0.61,Dry,1,100,2.5,dry,"(50,55]","(50,60]","(40,60]",22.8,0.651331719128329,0.5353159851,1.86805555555556,9.386668563372456,-0.4,local
2016_December_ADFA_5,5,14,"2016_December_EPI_ADFA_(50,60]",ADFA,EPI,7.3,0,13,19,8,27,9,94,77,1,278.1,315.2,265.8,100,0.516,1,2016_December,2016,December,0.628,0.958,0.33,St. Marys,52.5477707,52.5477707,"(50,60]",2016_December,0.61,Dry,1,100,1.11111111111111,dry,"(50,55]","(50,60]","(40,60]",37.1,0.65553235908142,0.525477707,1.9030303030303,10.721857662534427,-0.4,local
2016_December_ADFA_6,6,14,"2016_December_EPI_ADFA_(40,50]",ADFA,EPI,9.8,0,15,9,5,14,13,86,68,1,276.9,369.3,265.8,100,0.517,1,2016_December,2016,December,0.707,1.05,0.343,St. Marys,48.51485149,48.51485149,"(40,50]",2016_December,0.61,Dry,1,100,0.769230769230769,dry,"(45,50]","(40,50]","(40,60]",92.4,0.673333333333333,0.4851485149,2.06122448979592,14.400267496437738,-0.2,local
2016_December_ADFA_1,1,15,"2016_December_EPI_ADFA_(60,70]",ADFA,EPI,6.3,0,15,5,5,10,10,64,49,1,283.6,324.1,265.8,100,0.492,1,2016_December,2016,December,0.273,0.445,0.172,St. Marys,63.003663,63.003663,"(60,70]",2016_December,0.61,Dry,1,100,1,moderate,"(60,65]","(60,70]","(60,80]",40.5,0.613483146067416,0.63003663,1.58720930232558,16.19805370073708,-0.3,local
2016_December_ADFA_2,2,15,"2016_December_EPI_ADFA_(80,90]",ADFA,EPI,5.6,0,8,12,19,31,8,107,80,1,278.2,291.9,265.8,100,0.526,1,2016_December,2016,December,0.261,0.485,0.224,St. Marys,85.82375479,85.82375479,"(80,90]",2016_December,0.61,Dry,1,100,1.25,moderate,"(85,90]","(80,90]","(80,100]",13.7,0.538144329896907,0.8582375479,1.16517857142857,9.18766545658656,-0.6,local
2016_December_ADFA_3,3,15,"2016_December_EPI_ADFA_(30,40]",ADFA,EPI,5.5,0,15,1,23,24,11,131,97,1,277,343.9,265.8,100,0.521,1,2016_December,2016,December,0.8955,1.1785,0.283,St. Marys,31.60245673,31.60245673,"(30,40]",2016_December,0.61,Dry,1,100,0.909090909090909,dry,"(30,35]","(30,40]","(20,40]",66.9,0.759864234196012,0.3160245673,3.1643109540636,11.629706565154503,-0.4,local
2016_December_ADFA_4,4,15,"2016_December_EPI_ADFA_(40,50]",ADFA,EPI,8.85,0,4,12,33,45,2,125,90,1,276.9,309.4,265.8,100,0.523,1,2016_December,2016,December,0.633,0.927,0.294,St. Marys,46.44549763,46.44549763,"(40,50]",2016_December,0.61,Dry,1,100,5,dry,"(45,50]","(40,50]","(40,60]",32.5,0.682847896440129,0.4644549763,2.1530612244898,7.123159248662147,-0.4,local
2016_December_ADFA_5,5,15,"2016_December_EPI_ADFA_(40,50]",ADFA,EPI,7.65,0,7,7,31,38,6,125,88,1,279.4,340.5,265.8,100,0.486,1,2016_December,2016,December,0.725,1.043,0.318,St. Marys,43.86206897,43.86206897,"(40,50]",2016_December,0.61,Dry,1,100,1.66666666666667,dry,"(40,45]","(40,50]","(40,60]",61.1,0.695110258868648,0.4386206897,2.27987421383648,8.24749175184196,-0.4,local
2016_December_ADFA_6,6,15,"2016_December_EPI_ADFA_(50,60]",ADFA,EPI,9.3,0,13,11,13,24,6,81,62,1,279.7,305.9,265.8,100,0.509,1,2016_December,2016,December,0.754,1.134,0.38,St. Marys,50.39787798,50.39787798,"(50,60]",2016_December,0.61,Dry,1,100,1.66666666666667,dry,"(50,55]","(50,60]","(40,60]",26.2,0.664902998236332,0.5039787798,1.98421052631579,11.261838407021456,-0.2,local
2016_December_ADFA_1,1,16,"2016_December_EPI_ADFA_(40,50]",ADFA,EPI,7.2,0,10,5,11,16,6,71,54,1,274.1,310.6,265.8,100,0.481,1,2016_December,2016,December,0.774,1.153,0.379,St. Marys,48.96640827,48.96640827,"(40,50]",2016_December,0.61,Dry,1,100,1.66666666666667,dry,"(45,50]","(40,50]","(40,60]",36.5,0.671292281006071,0.4896640827,2.04221635883905,12.551472359527022,-0.3,local
2016_December_ADFA_2,2,16,"2016_December_EPI_ADFA_(40,50]",ADFA,EPI,7.4,0,15,14,16,30,5,86,65,1,274.1,293.1,265.8,100,0.523,1,2016_December,2016,December,0.303,0.438,0.135,St. Marys,44.55445545,44.55445545,"(40,50]",2016_December,0.61,Dry,1,100,2,dry,"(40,45]","(40,50]","(40,60]",19,0.691780821917808,0.4455445545,2.24444444444444,10.593190828509718,-0.6,local
2016_December_ADFA_3,3,16,"2016_December_EPI_ADFA_(30,40]",ADFA,EPI,7.1,0,18,7,9,16,5,88,74,1,270.7,330.5,265.8,100,0.495,1,2016_December,2016,December,0.92,1.261,0.341,St. Marys,37.06521739,37.06521739,"(30,40]",2016_December,0.61,Dry,1,100,2,dry,"(35,40]","(30,40]","(20,40]",59.8,0.729579698651864,0.3706521739,2.69794721407625,14.29011026161638,-0.4,local
2016_December_ADFA_4,4,16,"2016_December_EPI_ADFA_(50,60]",ADFA,EPI,7.72,0,7,16,22,38,6,112,84,1,277.7,318,265.8,100,0.509,1,2016_December,2016,December,0.503,0.801,0.298,St. Marys,59.2445328,59.2445328,"(50,60]",2016_December,0.61,Dry,1,100,1.66666666666667,dry,"(55,60]","(50,60]","(40,60]",40.3,0.627965043695381,0.592445328,1.68791946308725,8.24749175184196,-0.4,local
2016_December_ADFA_5,5,16,"2016_December_EPI_ADFA_(50,60]",ADFA,EPI,8.91,0,12,2,29,31,6,93,58,1,276,300.6,265.8,100,0.496,1,2016_December,2016,December,0.5995,0.9065,0.307,St. Marys,51.20934112,51.20934112,"(50,60]",2016_December,0.61,Dry,1,100,1.66666666666667,dry,"(50,55]","(50,60]","(40,60]",24.6,0.661334804191947,0.5120934112,1.95276872964169,9.944133232289406,-0.4,local
2016_December_ADFA_6,6,16,"2016_December_EPI_ADFA_(60,70]",ADFA,EPI,8.2,0,11,23,15,38,5,109,89,1,276.9,297.2,265.8,100,0.5,1,2016_December,2016,December,0.4825,0.7785,0.296,St. Marys,61.34715026,61.34715026,"(60,70]",2016_December,0.61,Dry,1,100,2,moderate,"(60,65]","(60,70]","(60,80]",20.3,0.619781631342325,0.6134715026,1.63006756756757,8.966545235239728,-0.2,local
2016_December_ADFA_1,1,17,"2016_December_EPI_ADFA_(20,30]",ADFA,EPI,8.2,0,17,5,6,11,13,110,91,1,278.9,320.5,265.8,100,0.48,1,2016_December,2016,December,0.353,0.429,0.076,St. Marys,21.52974504,21.52974504,"(20,30]",2016_December,0.61,Dry,1,100,0.769230769230769,dry,"(20,25]","(20,30]","(20,40]",41.6,0.822843822843823,0.2152974504,4.64473684210526,16.156505730038536,-0.3,local
2016_December_ADFA_2,2,17,"2016_December_EPI_ADFA_(110,120]",ADFA,EPI,8.4,0,17,12,4,16,6,73,63,1,278.2,337.5,265.8,100,0.484,1,2016_December,2016,December,0.08,0.17,0.09,St. Marys,112.5,112.5,"(110,120]",2016_December,0.61,Dry,1,100,1.66666666666667,hydrated,"(110,115]","(110,120]","(100,120]",59.3,0.470588235294118,1.125,0.888888888888889,14.096567728962633,-0.6,local
2016_December_ADFA_3,3,17,"2016_December_EPI_ADFA_(40,50]",ADFA,EPI,8.5,0,16,19,7,26,7,75,61,1,272.6,368.7,265.8,100,0.518,1,2016_December,2016,December,1.0635,1.5545,0.491,St. Marys,46.16831218,46.16831218,"(40,50]",2016_December,0.61,Dry,1,100,1.42857142857143,dry,"(45,50]","(40,50]","(40,60]",96.1,0.68414281119331,0.4616831218,2.16598778004073,11.417732021878374,-0.4,local
2016_December_ADFA_1,1,18,"2016_December_EPI_ADFA_(30,40]",ADFA,EPI,9.1,0,20,1,13,14,11,94,70,1,279.9,332.1,265.8,100,0.523,1,2016_December,2016,December,0.587,0.816,0.229,St. Marys,39.01192504,39.01192504,"(30,40]",2016_December,0.61,Dry,1,100,0.909090909090909,dry,"(35,40]","(30,40]","(20,40]",52.2,0.719362745098039,0.3901192504,2.56331877729258,15.41954468752976,-0.3,local
2016_December_ADFA_2,2,18,"2016_December_EPI_ADFA_(40,50]",ADFA,EPI,9.5,0,14,6,19,25,3,104,82,1,279.3,297.5,265.8,100,0.538,1,2016_December,2016,December,0.3505,0.5235,0.173,St. Marys,49.35805991,49.35805991,"(40,50]",2016_December,0.61,Dry,1,100,3.33333333333333,dry,"(45,50]","(40,50]","(40,60]",18.2,0.669531996179561,0.4935805991,2.02601156069364,11.256040932539747,-0.6,local
2016_December_ADFA_3,3,18,"2016_December_EPI_ADFA_(40,50]",ADFA,EPI,9.5,"Double checked, correct weights",8,4,29,33,2,121,90,1,274.7,310,265.8,100,0.51,1,2016_December,2016,December,0.032,0.132,0.1,St. Marys,NA,47.7035614902184,"(40,50]",2016_December,0.61,Dry,1,100,5,dry,"(45,50]","(40,50]","(40,60]",35.3,0.242424242424242,0.477035614902184,0.32,8.949544332374801,-0.4,local
2018_January_ADFA_1,1,1,"2018_January_EPI_ADFA_(70,80]",ADFA,EPI,0.7,0,7.5,25,9,34,15,113,89,1,280.3,313.7,265.8,100,0.5291,1,2018_January,2018,January,0.2045,0.3665,0.162,St. Marys,79.21760391,79.21760391,"(70,80]",2018_January,0.09,Dry,1,74,0.666666666666667,moderate,"(75,80]","(70,80]","(60,80]",33.4,0.557980900409277,0.7921760391,1.26234567901235,8.739903624414367,-0.7,local
2018_January_ADFA_2,2,1,"2018_January_EPI_ADFA_(80,90]",ADFA,EPI,0.5,0,6,6,28,34,6,110,76,1,281.2,297.1,265.8,100,0.4837,1,2018_January,2018,January,0.1761,0.3182,0.1421,St. Marys,80.69278819,80.69278819,"(80,90]",2018_January,0.09,Dry,1,67,1.66666666666667,moderate,"(80,85]","(80,90]","(80,100]",15.9,0.553425518541798,0.8069278819,1.23926812104152,8.434462911087554,-0.5,local
2018_January_ADFA_3,3,1,"2018_January_EPI_ADFA_(70,80]",ADFA,EPI,0.6,0,13,8,21,29,3,91,67,1,281.6,296.2,265.8,100,0.4898,1,2018_January,2018,January,0.2423,0.425,0.1827,St. Marys,75.40239373,75.40239373,"(70,80]",2018_January,0.09,Dry,1,74,3.33333333333333,moderate,"(75,80]","(70,80]","(60,80]",14.6,0.570117647058824,0.7540239373,1.32621784345922,10.405242446891434,-0.6,local
2018_January_ADFA_4,4,1,"2018_January_EPI_ADFA_(80,90]",ADFA,EPI,0.8,0,6,10,23,33,1,69,45,1,280.4,287.2,265.8,100,0.4485,1,2018_January,2018,January,0.2536,0.4626,0.209,St. Marys,82.41324921,82.41324921,"(80,90]",2018_January,0.09,Dry,1,67,10,moderate,"(80,85]","(80,90]","(80,100]",6.80000000000001,0.54820579334198,0.8241324921,1.2133971291866,8.540754660647583,-0.8,local
2018_January_ADFA_5,5,1,"2018_January_EPI_ADFA_(80,90]",ADFA,EPI,0.7,Missing flam weight,10.5,20,12,32,2,68,54,1,280.6,293,265.8,100,0.4984,1,2018_January,2018,January,0.3864,0.7011,0.3147,St. Marys,81.44409938,81.44409938,"(80,90]",2018_January,0.09,Dry,1,67,5,moderate,"(80,85]","(80,90]","(80,100]",12.4,0.551133932391956,0.8144409938,1.2278360343184,9.544374601355443,-0.7,local
2018_January_ADFA_6,6,1,"2018_January_EPI_ADFA_(60,70]",ADFA,EPI,0.5,Missing flam weight,5,8,28,36,1,111,82,1,282.3,289.1,265.8,100,0.512,1,2018_January,2018,January,0.3529,0.5967,0.2438,St. Marys,69.09451608,69.09451608,"(60,70]",2018_January,0.09,Dry,1,81,10,moderate,"(65,70]","(60,70]","(60,80]",6.80000000000001,0.591419473772415,0.6909451608,1.44749794913864,8.027143145864844,-0.5,local
2018_January_ADFA_1,1,2,"2018_January_EPI_ADFA_(80,90]",ADFA,EPI,1.3,0,9.5,21,16,37,6,100,78,1,283.4,288.4,265.8,100,0.9197,1,2018_January,2018,January,0.218,0.3939,0.1759,St. Marys,80.68807339,80.68807339,"(80,90]",2018_January,0.09,Dry,1,67,1.66666666666667,moderate,"(80,85]","(80,90]","(80,100]",5,0.553439959380553,0.8068807339,1.23934053439454,8.805816446635065,-0.7,local
2018_January_ADFA_2,2,2,"2018_January_EPI_ADFA_(70,80]",ADFA,EPI,1.4,0,5.5,16,26,42,1,104,77,1,276.1,285.3,265.8,100,0.5066,1,2018_January,2018,January,0.1843,0.3301,0.1458,St. Marys,79.1101465,79.1101465,"(70,80]",2018_January,0.09,Dry,1,74,10,moderate,"(75,80]","(70,80]","(60,80]",9.19999999999999,0.55831566192063,0.791101465,1.26406035665295,7.627928322227275,-0.5,local
2018_January_ADFA_3,3,2,"2018_January_EPI_ADFA_(70,80]",ADFA,EPI,1.2,0,4.5,10,36,46,1,135,98,1,280.2,297.4,265.8,100,0.4973,1,2018_January,2018,January,0.2809,0.5027,0.2218,St. Marys,78.96048416,78.96048416,"(70,80]",2018_January,0.09,Dry,1,74,10,moderate,"(75,80]","(70,80]","(60,80]",17.2,0.558782574099861,0.7896048416,1.26645626690712,7.158018686272208,-0.6,local
2018_January_ADFA_4,4,2,"2018_January_EPI_ADFA_(60,70]",ADFA,EPI,1.2,Missing flam weight,14.5,6,20,26,5,92,67,1,285.1,288.1,265.8,100,0.512,1,2018_January,2018,January,0.2359,0.3984,0.1625,St. Marys,68.8997244,68.8997244,"(60,70]",2018_January,0.09,Dry,1,81,2,moderate,"(65,70]","(60,70]","(60,80]",3,0.592118473895582,0.688997244,1.45169230769231,11.161520068995396,-0.8,local
2018_January_ADFA_5,5,2,"2018_January_EPI_ADFA_(70,80]",ADFA,EPI,2.4,Missing flam weight,4.5,9,31,40,2,92,59,1,281.2,291.9,265.8,100,0.5049,1,2018_January,2018,January,0.2763,0.4732,0.1969,St. Marys,71.2631198,71.2631198,"(70,80]",2018_January,0.09,Dry,1,74,5,moderate,"(70,75]","(70,80]","(60,80]",10.7,0.583896872358411,0.712631198,1.40325038090401,7.580569966453566,-0.7,local
